HI81,pc_counter,gps_wn,gps_tow,ins_status,utc,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z,temperature,pressure,od_vel,roll,pitch,yaw,quat_w,quat_x,quat_y,quat_z,solq_pos,solq_heading,nv,nv_heading,diff_age,pdop,hdop,undulation,ins_lat,ins_lon,ins_msl,ins_vel_e,ins_vel_n,ins_vel_u,acc_e,acc_n,acc_u,heave,surge,sway,heave_period,gnss_ant_status
HI81,109255,6579,23296,1,4294880878,0.0009964897765,-0.001992979553,1.000475736,0,0,0.05729578018,-12.389902,-4.638584,-14.495575,12,131072,0,0.01,-0.14,359.81,0.9999,-0.0012,0.0001,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,109256,6579,23296,1,4294880878,-0.001992979553,-0.003487714218,0.9979845112,0,0.1718873405,0,-12.847657,-4.455482,-14.34299,12,131072,0,0.01,-0.14,359.81,0.9999,-0.0012,0.0001,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,109257,6579,23296,1,4294880878,0.0009964897765,-0.001494734665,1.00296696,0.05729578018,-0.1145915604,0,-12.389902,-4.57755,-14.281956,12,131072,0,0.01,-0.14,359.81,0.9999,-0.0012,0.0001,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,109258,6579,23296,1,4294880878,-0.0009964897765,-0.001992979553,0.9964897765,0,0.1145915604,0,-12.542487,-4.57755,-14.526092,12,131072,0,0.01,-0.14,359.81,0.9999,-0.0012,0.0001,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,109259,6579,23296,1,4294880878,0.001494734665,-0.002491224441,1.001472225,0.05729578018,-0.05729578018,0,-12.359385,-4.852203,-14.526092,12,131072,0,0.01,-0.14,359.81,0.9999,-0.0012,0.0001,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,109260,6579,23296,1,4294880878,-0.0004982448883,-0.004982448883,0.9984827561,0,0,0.05729578018,-12.908691,-4.424965,-14.129371,12,131072,0,0.01,-0.14,359.81,0.9999,-0.0012,0.0001,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,109261,6579,23296,1,4294880878,0.0004982448883,-0.001992979553,1.001472225,0,0.05729578018,0,-12.542487,-4.302897,-14.129371,12,131072,0,0.01,-0.14,359.81,0.9999,-0.0012,0.0001,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,109262,6579,23296,1,4294880878,-0.0009964897765,-0.00298946933,0.9974862663,-0.05729578018,0.05729578018,0,-13.000242,-4.089278,-14.861779,12,131072,0,0.01,-0.14,359.81,0.9999,-0.0012,0.0001,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,109263,6579,23296,1,4294880878,0.001494734665,-0.003487714218,1.000475736,0,0,0,-12.389902,-4.302897,-14.739711,12,131072,0,0.01,-0.14,359.81,0.9999,-0.0012,0.0001,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,109264,6579,23296,1,4294880878,0.0004982448883,-0.003985959106,1.000475736,0,-0.05729578018,0,-12.634038,-4.547033,-14.526092,12,131072,0,0.01,-0.14,359.81,0.9999,-0.0012,0.0001,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
