HI81,pc_counter,gps_wn,gps_tow,ins_status,utc,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z,temperature,pressure,od_vel,roll,pitch,yaw,quat_w,quat_x,quat_y,quat_z,solq_pos,solq_heading,nv,nv_heading,diff_age,pdop,hdop,undulation,ins_lat,ins_lon,ins_msl,ins_vel_e,ins_vel_n,ins_vel_u,acc_e,acc_n,acc_u,heave,surge,sway,heave_period,gnss_ant_status
HI81,608411,6579,23296,1,4294880878,-0.01245612221,0.008968407989,1.00396345,0,-0.1145915604,0.05729578018,-18.554336,-17.69986,-7.659767,14,131072,0,0.81,0.49,0.06,0.9999,0.0042,0.0071,-0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,608412,6579,23296,1,4294880878,-0.0169403262,0.0084701631,0.9949950419,0,0.1718873405,0,-18.279683,-17.974513,-7.446148,14,131072,0,0.81,0.49,0.06,0.9999,0.0042,0.0071,-0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,608413,6579,23296,1,4294880878,-0.01145963243,0.008968407989,1.004461695,0,-0.05729578018,0,-19.073125,-17.791411,-7.293563,14,131072,0,0.81,0.49,0.06,0.9999,0.0042,0.0071,-0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,608414,6579,23296,1,4294880878,-0.01544559154,0.007473673324,0.9964897765,0,0.05729578018,0,-19.164676,-17.69986,-7.598733,14,131072,0,0.81,0.49,0.06,0.9999,0.0042,0.0071,-0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,608415,6579,23296,1,4294880878,-0.01544559154,0.007971918212,1.000475736,0,0.1145915604,0,-18.981574,-17.882962,-7.385114,14,131072,0,0.81,0.49,0.06,0.9999,0.0042,0.0071,-0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,608416,6579,23296,1,4294880878,-0.01395085687,0.0084701631,0.9999774907,0,0,-0.05729578018,-18.828989,-18.035547,-7.32408,14,131072,0,0.81,0.49,0.06,0.9999,0.0042,0.0071,-0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,608417,6579,23296,1,4294880878,-0.01494734665,0.007971918212,0.9984827561,0,0.1145915604,0,-18.951057,-18.3102,-7.079944,14,131072,0,0.81,0.49,0.06,0.9999,0.0042,0.0071,-0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,608418,6579,23296,1,4294880878,-0.01145963243,0.0084701631,1.00197047,0,0,0,-18.859506,-18.157615,-7.293563,14,131072,0,0.81,0.49,0.06,0.9999,0.0042,0.0071,-0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,608419,6579,23296,1,4294880878,-0.01345261198,0.0084701631,0.9959915316,0,0.1145915604,0,-19.286744,-17.913479,-7.598733,14,131072,0,0.81,0.49,0.06,0.9999,0.0042,0.0071,-0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,608420,6579,23296,1,4294880878,-0.01245612221,0.007473673324,1.000973981,0,-0.05729578018,0,-19.469846,-17.821928,-7.507182,14,131072,0,0.81,0.49,0.06,0.9999,0.0042,0.0071,-0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,608421,6579,23296,1,4294880878,-0.01594383642,0.007473673324,0.9979845112,0,0.05729578018,0,-19.073125,-17.577792,-7.720801,14,131072,0,0.81,0.49,0.06,0.9999,0.0042,0.0071,-0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,608422,6579,23296,1,4294880878,-0.01245612221,0.008968407989,1.000475736,0,0,0,-18.890023,-17.425207,-7.446148,14,131072,0,0.81,0.49,0.06,0.9999,0.0042,0.0071,-0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,608423,6579,23296,1,4294880878,-0.01444910176,0.007473673324,0.9984827561,0,0,0,-19.347778,-17.760894,-7.415631,14,131072,0,0.81,0.49,0.06,0.9999,0.0042,0.0071,-0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI81,608424,6579,23296,1,4294880878,-0.01345261198,0.008968407989,0.998981001,0,0,0,-19.073125,-18.035547,-7.32408,14,131072,0,0.81,0.49,0.06,0.9999,0.0042,0.0071,-0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
