$GNPVT,515020,1,33,39.9056569,116.4573572,125.963,0.022,0.023,-0.037,2.96,2.74,10.52,0.05,0.05,0.05
$GNIMU,515020,0.015,0.643,0.739,0.00,-0.07,-0.02,0.00
$GNIMU,515030,0.015,0.645,0.739,0.06,-0.14,0.05,0.00
$GNIMU,515040,0.015,0.643,0.739,0.02,-0.10,-0.01,0.00
$GNIMU,515050,0.018,0.644,0.740,0.03,-0.10,0.02,0.00
$GNIMU,515060,0.015,0.644,0.739,0.01,-0.12,0.01,0.00
$GNIMU,515070,0.016,0.643,0.738,0.02,-0.06,-0.07,0.00
$GNIMU,515080,0.016,0.645,0.736,-0.03,-0.08,0.02,0.00
$GNIMU,515090,0.015,0.644,0.739,-0.02,-0.04,-0.05,0.00
$GNIMU,515100,0.015,0.644,0.736,0.00,-0.09,-0.01,0.00
$GNIMU,515110,0.015,0.645,0.738,0.07,-0.05,-0.03,0.00
$GNPVT,515120,1,33,39.9056568,116.4573572,125.951,0.025,0.024,-0.038,2.96,2.74,10.52,0.05,0.05,0.05
$GNIMU,515120,0.014,0.646,0.739,0.14,-0.04,-0.02,0.00
$GNIMU,515130,0.014,0.645,0.739,0.11,-0.05,-0.04,0.00
$GNIMU,515140,0.015,0.645,0.738,-0.01,-0.12,-0.02,0.00
$GNIMU,515150,0.014,0.645,0.740,0.05,-0.06,-0.05,0.00
$GNIMU,515160,0.015,0.643,0.738,0.09,-0.11,-0.03,0.00
$GNIMU,515170,0.016,0.645,0.739,0.10,-0.05,-0.06,0.00
$GNIMU,515180,0.013,0.645,0.740,0.08,-0.11,0.06,0.00
$GNIMU,515190,0.016,0.644,0.738,0.07,-0.08,-0.02,0.00
$GNIMU,515200,0.016,0.644,0.740,0.05,-0.09,-0.09,0.00
$GNIMU,515210,0.017,0.645,0.737,0.01,-0.05,-0.02,0.00
$GNPVT,515220,1,32,39.9056568,116.4573573,125.940,0.028,0.024,-0.041,2.96,2.74,10.52,0.05,0.05,0.05
$GNIMU,515220,0.015,0.643,0.737,0.11,-0.02,-0.04,0.00
$GNIMU,515230,0.014,0.644,0.737,0.01,-0.09,0.06,0.00
$GNIMU,515240,0.014,0.643,0.738,-0.02,-0.01,-0.05,0.00
$GNIMU,515250,0.016,0.645,0.739,0.05,-0.02,0.01,0.00
$GNIMU,515260,0.015,0.645,0.739,0.11,-0.06,-0.02,0.00
$GNIMU,515270,0.016,0.645,0.738,-0.02,-0.04,-0.02,0.00
$GNIMU,515280,0.016,0.646,0.740,-0.03,-0.11,-0.02,0.00
$GNIMU,515290,0.016,0.644,0.739,-0.03,-0.12,-0.02,0.00
$GNIMU,515300,0.015,0.643,0.738,0.05,-0.03,-0.08,0.00
$GNIMU,515310,0.014,0.644,0.736,0.00,-0.09,0.02,0.00
$GNIMU,515320,0.014,0.646,0.740,-0.01,-0.09,0.00,0.00
$GNPVT,515330,1,34,39.9056567,116.4573573,125.930,0.030,0.028,-0.044,2.97,2.75,10.54,0.05,0.04,0.05
$GNIMU,515330,0.015,0.644,0.738,0.06,-0.08,-0.02,0.00
$GNIMU,515340,0.016,0.646,0.738,0.10,-0.06,0.00,0.00
$GNIMU,515350,0.015,0.644,0.739,0.05,-0.05,0.00,0.00
$GNIMU,515360,0.013,0.646,0.738,-0.01,-0.08,-0.01,0.00
$GNIMU,515370,0.015,0.644,0.737,0.04,-0.07,-0.06,0.00
$GNIMU,515380,0.013,0.645,0.737,0.11,-0.08,-0.04,0.00
$GNIMU,515390,0.015,0.643,0.738,0.00,-0.12,-0.04,0.00
$GNIMU,515400,0.014,0.645,0.738,0.03,-0.15,-0.03,0.00
$GNIMU,515410,0.015,0.644,0.740,0.08,-0.07,-0.02,0.00
$GNPVT,515420,1,35,39.9056567,116.4573574,125.916,0.035,0.032,-0.046,2.97,2.76,10.54,0.05,0.04,0.05
$GNIMU,515420,0.015,0.645,0.738,0.08,-0.09,0.03,0.00
$GNIMU,515430,0.014,0.646,0.740,-0.01,-0.11,-0.05,0.00
$GNIMU,515440,0.015,0.644,0.740,0.02,-0.04,0.00,0.00
$GNIMU,515450,0.015,0.645,0.739,0.06,-0.02,-0.01,0.00
$GNIMU,515460,0.015,0.644,0.739,0.09,-0.04,-0.05,0.00
$GNIMU,515470,0.015,0.645,0.738,-0.01,-0.02,-0.01,0.00
$GNIMU,515480,0.015,0.646,0.740,0.03,-0.08,-0.06,0.00
$GNIMU,515490,0.015,0.645,0.738,0.21,-0.06,-0.05,0.00
$GNIMU,515500,0.015,0.645,0.739,0.08,-0.05,-0.14,0.00
$GNIMU,515510,0.016,0.645,0.740,-0.06,-0.11,-0.03,0.00
$GNPVT,515520,1,35,39.9056566,116.4573575,125.901,0.038,0.033,-0.049,2.97,2.75,10.54,0.05,0.04,0.05
$GNIMU,515520,0.016,0.644,0.737,0.02,-0.12,-0.05,0.00
$GNIMU,515530,0.015,0.645,0.740,0.17,-0.10,-0.04,0.00
$GNIMU,515540,0.016,0.646,0.740,0.09,-0.05,0.00,0.00
$GNIMU,515550,0.015,0.645,0.739,-0.02,-0.11,-0.01,0.00
$GNIMU,515560,0.015,0.645,0.739,0.01,-0.14,-0.01,0.00
$GNIMU,515570,0.016,0.644,0.739,0.18,-0.06,-0.05,0.00
$GNIMU,515580,0.015,0.645,0.738,0.13,-0.05,0.02,0.00
$GNIMU,515590,0.015,0.645,0.738,0.05,-0.05,-0.03,0.00
$GNIMU,515600,0.015,0.645,0.739,0.06,-0.11,0.08,0.00
$GNIMU,515610,0.015,0.645,0.739,0.00,-0.08,-0.02,0.00
$GNPVT,515620,1,35,39.9056565,116.4573575,125.892,0.035,0.028,-0.047,2.97,2.75,10.54,0.05,0.04,0.05
$GNIMU,515620,0.015,0.645,0.739,0.14,-0.07,-0.02,0.00
$GNIMU,515630,0.015,0.645,0.737,0.06,-0.13,-0.04,0.00
$GNIMU,515640,0.015,0.644,0.737,0.03,-0.11,-0.02,0.00
$GNIMU,515650,0.015,0.644,0.738,0.04,-0.09,-0.01,0.00
