Time,GyoCalibratedX, GyoCalibratedY, GyoCalibratedZ,MagCalibratedX, MagCalibratedY, MagCalibratedZ
15-12-32.816,-1938,1548,-4764,-142,-328,-1085
15-12-32.826,-2446,2149,-4067,-98,-276,-1121
15-12-32.836,-2784,2497,-3548,-51,-211,-1161
15-12-32.846,-3304,2664,-3230,-1,-132,-1203
15-12-32.856,-4086,2506,-3017,45,-35,-1238
15-12-32.865,-4659,2481,-2980,85,87,-1267
15-12-32.874,-4609,2660,-3078,116,226,-1269
15-12-32.885,-4343,3130,-3225,143,368,-1240
15-12-32.895,-3892,3496,-3175,168,505,-1184
15-12-32.905,-3828,3622,-2993,187,631,-1108
15-12-32.915,-3571,3958,-2483,205,744,-1009
15-12-32.925,-4499,4042,-1802,232,846,-905
15-12-32.935,-4741,3097,-1387,242,940,-762
15-12-32.945,-5443,2455,-1056,246,1010,-598
15-12-32.955,-6237,2222,-835,240,1053,-405
15-12-32.965,-6133,2165,-775,229,1057,-191
15-12-32.975,-5500,2222,-865,212,1019,2
15-12-32.985,-5214,2364,-784,192,953,153
15-12-32.995,-5355,2524,-505,176,869,285
15-12-33.005,-5721,2089,-387,164,775,382
15-12-33.015,-6226,1302,-377,155,676,469
15-12-33.025,-7253,819,-353,152,572,537
15-12-33.035,-7720,310,-390,154,467,583
15-12-33.045,-8584,230,-305,158,355,620
15-12-33.055,-7300,218,-639,158,355,620
15-12-33.065,-7249,-195,-544,157,259,615
15-12-33.075,-6990,-90,-1169,160,176,598
15-12-33.085,-7585,-325,-1989,163,105,571
15-12-33.097,-7480,-704,-2273,166,46,545
15-12-33.105,-6190,-699,-2041,173,-8,517
15-12-33.117,-4020,-907,-1873,182,-51,492
15-12-33.125,-2858,-1393,-1665,192,-77,470
15-12-33.135,-2677,-1233,-1616,204,-95,460
15-12-33.145,-2971,-968,-1812,217,-111,457
15-12-33.155,-3026,-1071,-2004,229,-128,457
15-12-33.165,-2383,-1300,-2142,242,-150,460
15-12-33.175,-1119,-1518,-2278,261,-170,463
15-12-33.185,-458,-1677,-2362,285,-186,473
15-12-33.195,-157,-1756,-2517,313,-196,488
15-12-33.205,-76,-1785,-2727,347,-204,508
15-12-33.215,-837,-1799,-2936,386,-209,532
15-12-33.225,-1467,-1771,-2960,433,-215,559
15-12-33.235,-1234,-1561,-2754,485,-225,581
15-12-33.245,-513,-1390,-2446,535,-231,600
15-12-33.255,373,-1694,-2267,588,-230,616
15-12-33.265,1792,-2386,-2221,646,-218,635
15-12-33.275,3983,-2593,-2135,717,-188,641
15-12-33.285,6285,-1921,-1513,789,-127,644
15-12-33.295,8385,-638,-1386,840,-34,654
15-12-33.305,9945,-235,-1482,865,94,665
15-12-33.315,11713,-105,-1560,870,260,654
15-12-33.325,12278,-552,-1622,861,452,594
15-12-33.335,10941,-929,-1375,844,635,486
15-12-33.347,8867,-1183,-1120,827,769,352
15-12-33.355,6936,-1182,-953,810,849,209
15-12-33.365,5477,-1307,-940,798,895,81
15-12-33.375,5127,-1464,-964,781,922,-38
15-12-33.385,4660,-1452,-901,760,936,-153
15-12-33.395,4167,-1440,-811,738,937,-264
15-12-33.405,3759,-1314,-777,714,931,-364
15-12-33.415,3566,-1093,-754,689,914,-461
15-12-33.424,3616,-807,-870,666,890,-542
15-12-33.434,4105,-511,-1133,642,857,-615
15-12-33.445,4094,-374,-1247,614,814,-686
15-12-33.454,3737,-466,-1076,590,767,-752
15-12-33.465,3183,-347,-778,570,716,-811
15-12-33.474,2660,-196,-525,560,669,-861
15-12-33.486,2016,-119,-199,556,626,-902
15-12-33.495,1261,-212,142,553,588,-939
15-12-33.505,338,-193,488,555,557,-971
15-12-33.515,-497,-83,802,561,538,-996
15-12-33.524,-1141,-95,950,575,527,-1013
15-12-33.535,-1371,-281,806,589,524,-1030
15-12-33.545,-1483,-381,466,593,519,-1044
15-12-33.555,-1667,-621,497,588,515,-1065
15-12-33.566,-2197,-984,892,565,506,-1083
15-12-33.575,-2273,-887,960,532,495,-1102
15-12-33.585,-1951,-843,1141,492,474,-1102
15-12-33.595,-1605,-933,1388,442,437,-1094
15-12-33.605,-1413,-1092,1290,380,389,-1084
15-12-33.614,-1487,-1189,858,308,342,-1062
15-12-33.626,-1356,-1224,386,230,298,-1027
15-12-33.636,-1313,-1463,246,152,255,-984
15-12-33.646,-1113,-1838,72,73,215,-928
15-12-33.656,-770,-2025,-82,0,171,-866
15-12-33.665,-795,-2171,-155,-65,127,-802
15-12-33.674,-1021,-2380,-271,-121,89,-741
15-12-33.687,-1066,-2504,-439,-167,56,-675
15-12-33.695,-853,-2485,-815,-203,25,-612
15-12-33.705,-623,-2366,-1045,-227,-5,-554
15-12-33.716,-626,-2299,-938,-245,-34,-502
15-12-33.726,-822,-2084,-1015,-257,-57,-461
15-12-33.735,-1108,-2071,-1148,-263,-77,-421
15-12-33.745,-1531,-2234,-1417,-263,-77,-421
15-12-33.756,-2129,-2370,-1603,-268,-93,-388
15-12-33.765,-2476,-2323,-1790,-271,-106,-358
15-12-33.775,-2651,-2123,-1902,-270,-116,-335
15-12-33.785,-3440,-1925,-1818,-268,-124,-311
15-12-33.796,-4755,-1695,-1644,-266,-130,-300
15-12-33.806,-5206,-1503,-1544,-260,-129,-289
15-12-33.816,-5224,-1152,-1581,-257,-122,-283
15-12-33.826,-4657,-644,-1650,-251,-114,-285
15-12-33.836,-4029,-250,-1667,-243,-106,-284
15-12-33.848,-3679,47,-1698,-235,-101,-283
15-12-33.856,-4208,387,-1670,-224,-96,-287
15-12-33.866,-4784,558,-1525,-214,-90,-294
15-12-33.876,-4764,564,-1292,-203,-79,-301
15-12-33.886,-4287,692,-1260,-193,-65,-307
15-12-33.896,-3679,920,-1227,-182,-50,-312
15-12-33.906,-3183,1088,-1239,-171,-39,-315
15-12-33.916,-3295,1324,-1164,-160,-27,-321
15-12-33.926,-3286,1535,-1153,-148,-17,-326
15-12-33.936,-2327,1965,-1219,-135,-5,-326
15-12-33.946,-1256,2153,-1189,-118,3,-329
15-12-33.956,-799,2101,-1188,-103,7,-328
15-12-33.966,-707,1801,-1136,-87,9,-331
15-12-33.976,-887,1718,-1150,-72,9,-334
15-12-33.988,-934,1711,-1157,-58,11,-336
15-12-33.996,-804,1731,-1019,-45,14,-340
15-12-34.006,-817,1601,-794,-31,16,-338
15-12-34.016,-737,1373,-556,-19,20,-340
15-12-34.026,-656,1238,-556,-7,22,-337
15-12-34.036,-668,1145,-649,3,25,-341
15-12-34.046,-760,980,-846,13,28,-336
15-12-34.056,-856,820,-986,20,32,-340
15-12-34.066,-1017,709,-1067,26,36,-336
15-12-34.076,-1017,736,-1087,32,41,-333
15-12-34.086,-717,749,-1077,39,46,-332
15-12-34.096,-234,766,-1000,45,50,-327
15-12-34.106,304,795,-948,51,53,-326
15-12-34.116,606,793,-919,59,52,-324
15-12-34.126,434,752,-930,66,48,-323
15-12-34.136,-208,675,-1022,73,47,-323
15-12-34.146,-670,631,-1129,77,48,-324
15-12-34.156,-665,572,-1149,81,53,-321
15-12-34.166,-436,554,-1042,85,58,-316
15-12-34.176,-494,505,-1038,90,61,-316
15-12-34.187,-745,542,-995,93,65,-310
15-12-34.195,-810,595,-943,97,70,-309
15-12-34.204,-775,517,-912,101,76,-306
15-12-34.216,-869,358,-881,104,82,-302
15-12-34.226,-1201,105,-754,104,87,-300
15-12-34.234,-1190,116,-631,105,95,-298
15-12-34.246,-813,254,-566,107,100,-292
15-12-34.256,-431,377,-592,109,103,-286
15-12-34.266,-144,506,-689,112,106,-284
15-12-34.276,120,548,-763,114,108,-280
15-12-34.286,242,534,-842,115,108,-274
15-12-34.296,201,338,-666,117,108,-274
15-12-34.305,245,291,-302,120,107,-269
15-12-34.316,318,293,26,121,105,-268
15-12-34.325,441,429,97,125,103,-268
15-12-34.335,424,523,-67,128,101,-265
15-12-34.346,483,537,-281,132,99,-265
15-12-34.356,599,485,-497,134,98,-262
15-12-34.365,349,304,-623,135,96,-259
15-12-34.376,42,60,-703,134,95,-259
15-12-34.385,-136,-119,-870,134,96,-258
15-12-34.396,-98,-257,-915,134,98,-260
15-12-34.405,107,-318,-706,132,100,-257
15-12-34.416,399,-220,-365,131,99,-256
15-12-34.426,692,-90,-231,130,97,-257
15-12-34.435,822,10,-100,130,97,-257
15-12-34.444,669,6,48,130,94,-256
15-12-34.456,465,-35,154,132,91,-259
15-12-34.464,497,-115,93,133,88,-256
15-12-34.476,496,-79,-67,135,86,-259
15-12-34.486,551,22,-230,135,82,-259
15-12-34.494,594,92,-316,135,82,-261
15-12-34.506,216,-4,-299,136,79,-259
15-12-34.516,-334,-209,-233,136,77,-258
15-12-34.525,-519,-354,-201,135,78,-259
15-12-34.534,-589,-383,-99,134,80,-259
15-12-34.546,-676,-395,57,133,82,-260
15-12-34.556,-561,-322,161,132,86,-259
15-12-34.566,-413,-212,218,132,88,-257
15-12-34.576,-327,-122,198,132,89,-256
15-12-34.586,-286,30,119,131,90,-255
15-12-34.596,-157,350,236,134,91,-256
15-12-34.605,-5,189,95,135,92,-254
15-12-34.616,-125,265,-10,136,92,-253
15-12-34.626,-275,238,39,138,91,-249
15-12-34.635,-264,174,-4,139,92,-249
15-12-34.646,-160,147,-90,139,93,-246
15-12-34.656,-113,108,-62,140,95,-248
15-12-34.665,-202,92,-2,141,95,-248
15-12-34.675,-253,88,-41,142,95,-245
15-12-34.685,-225,113,-132,141,97,-245
15-12-34.695,-193,104,-170,142,98,-242
15-12-34.706,-143,106,-190,142,99,-243
15-12-34.716,-83,124,-230,143,100,-242
15-12-34.726,-10,141,-135,142,101,-241
15-12-34.736,-208,72,-111,142,101,-238
15-12-34.746,-107,89,-107,145,102,-242
15-12-34.756,70,74,-100,143,102,-242
15-12-34.766,158,94,-94,143,102,-238
15-12-34.775,203,106,-60,143,102,-238
15-12-34.785,59,77,-48,145,102,-238
15-12-34.796,-257,14,-63,145,102,-241
15-12-34.806,-417,-61,-78,145,102,-239
15-12-34.815,-422,-99,-132,144,103,-239
15-12-34.825,-415,-157,-268,143,106,-238
15-12-34.835,-300,-166,-479,143,108,-237
15-12-34.846,-161,-242,-590,141,110,-236
15-12-34.856,-78,-268,-734,140,113,-236
15-12-34.866,-282,-395,-813,137,113,-239
15-12-34.876,-364,-446,-742,132,116,-241
15-12-34.885,-37,-280,-553,130,118,-240
15-12-34.896,158,-194,-586,129,120,-239
15-12-34.906,409,-110,-697,126,119,-234
15-12-34.916,599,-85,-633,124,119,-236
15-12-34.925,683,-52,-414,123,117,-240
15-12-34.935,812,-40,-379,123,115,-239
15-12-34.944,996,-65,-503,123,111,-238
15-12-34.955,1281,-80,-802,121,108,-238
15-12-34.965,1519,-29,-1084,119,102,-241
15-12-34.975,1655,-83,-1236,117,97,-240
15-12-34.986,1508,26,-1001,116,92,-244
15-12-34.994,1018,155,-365,116,86,-242
15-12-35.005,752,135,-316,117,82,-238
15-12-35.016,553,158,-248,117,78,-239
15-12-35.026,131,36,-70,119,77,-238
15-12-35.036,-65,61,8,120,75,-236
15-12-35.046,-70,100,43,121,74,-233
15-12-35.055,-49,-8,133,123,73,-232
15-12-35.066,192,82,36,123,72,-230
15-12-35.075,214,118,-116,124,69,-226
15-12-35.085,-37,121,-202,126,68,-226
15-12-35.098,8,100,-309,128,67,-221
15-12-35.105,-215,-63,-109,129,66,-219
15-12-35.115,-748,-260,155,129,66,-219
15-12-35.126,-863,-322,30,129,66,-219
15-12-35.136,-928,-557,117,130,66,-215
15-12-35.146,-861,-532,284,129,67,-216
15-12-35.154,-1025,-452,477,130,67,-213
15-12-35.166,-1025,-94,641,131,67,-206
15-12-35.176,-880,63,727,132,67,-204
15-12-35.184,-677,287,583,137,66,-202
15-12-35.196,-488,263,228,139,64,-195
15-12-35.206,-375,112,21,145,61,-198
15-12-35.216,-284,-6,-46,147,58,-195
15-12-35.224,-179,-35,-91,150,56,-192
15-12-35.235,-35,31,-19,151,54,-193
15-12-35.245,141,169,87,154,51,-193
15-12-35.255,178,489,-91,157,46,-191
15-12-35.265,12,635,-58,161,42,-192
15-12-35.275,144,826,-229,166,38,-193
15-12-35.287,106,497,-411,170,35,-190
15-12-35.295,-17,276,-287,174,32,-191
15-12-35.304,-11,190,117,176,30,-191
15-12-35.316,103,202,448,178,28,-193
15-12-35.326,132,216,574,182,25,-195
15-12-35.336,67,240,588,185,22,-196
15-12-35.346,2,255,567,186,19,-195
15-12-35.354,22,211,457,189,16,-198
15-12-35.366,28,125,368,190,14,-200
15-12-35.376,-16,16,246,192,12,-202
15-12-35.386,-34,-33,68,193,11,-203
15-12-35.396,-40,-22,-246,193,11,-204
15-12-35.406,-1324,-1190,-285,193,11,-206
15-12-35.414,-2237,-1827,171,185,15,-215
15-12-35.426,105,-151,243,183,20,-218
15-12-35.436,-33,-16,97,183,18,-215
15-12-35.446,1,2,287,184,18,-217
15-12-35.456,-29,4,264,184,17,-213
15-12-35.464,3,-3,296,184,15,-213
15-12-35.476,6,-8,151,185,15,-213
15-12-35.486,-37,5,292,184,15,-216
15-12-35.496,-48,3,467,185,13,-216
15-12-35.506,-54,4,301,185,13,-219
15-12-35.516,-104,17,235,185,11,-215
15-12-35.526,33,-19,226,185,11,-216
15-12-35.536,20,-8,45,185,10,-216
15-12-35.546,-1,0,2,187,9,-216
15-12-35.555,-4,0,-3,186,10,-218
15-12-35.565,0,0,0,185,9,-217
15-12-35.576,-1,3,0,186,9,-217
15-12-35.585,2,-2,0,185,9,-217
15-12-35.596,1,-3,-1,185,9,-219
15-12-35.605,0,-2,-1,185,9,-219
15-12-35.615,2,-3,4,185,9,-217
15-12-35.626,0,-5,10,187,9,-214
15-12-35.635,5,-7,7,187,9,-216
15-12-35.645,3,-5,4,185,9,-219
15-12-35.656,-1,0,5,185,9,-216
15-12-35.665,1,-1,1,185,9,-215
15-12-35.675,0,0,0,185,9,-216
15-12-35.685,-7,0,1,185,9,-215
15-12-35.696,-2,2,0,186,9,-213
15-12-35.706,-4,3,-2,185,9,-219
15-12-35.716,-5,8,1,185,9,-214
15-12-35.726,-4,10,2,185,9,-216
15-12-35.735,-6,7,0,185,9,-215
15-12-35.745,-1,5,0,185,10,-215
15-12-35.756,-2,8,0,185,9,-216
15-12-35.766,-6,3,0,185,9,-216
15-12-35.775,-2,2,1,185,9,-216
15-12-35.785,0,3,-2,185,9,-219
15-12-35.795,3,0,2,185,9,-216
15-12-35.805,1,-2,8,185,9,-213
15-12-35.815,1,5,75,186,9,-216
15-12-35.826,0,3,116,186,9,-216
15-12-35.835,0,5,144,186,9,-216
15-12-35.846,8,0,123,186,9,-216
15-12-35.855,5,1,112,185,9,-217
15-12-35.866,8,0,229,185,8,-214
15-12-35.875,11,2,258,186,7,-216
15-12-35.885,7,5,239,186,7,-213
15-12-35.895,5,15,213,186,6,-215
15-12-35.905,5,5,160,187,4,-217
15-12-35.916,-7,12,141,187,4,-215
15-12-35.926,3,21,115,187,3,-216
15-12-35.935,3,4,45,186,3,-216
15-12-35.945,1,0,0,187,2,-214
15-12-35.956,1,0,0,188,3,-216
15-12-35.966,0,0,2,187,2,-212
15-12-35.976,3,-5,0,188,2,-214
15-12-35.984,4,-5,1,187,3,-214
15-12-35.995,1,0,0,187,3,-214
15-12-36.006,4,-6,0,187,2,-219
15-12-36.016,0,2,1,188,2,-215
15-12-36.025,1,0,-6,188,2,-216
15-12-36.035,3,3,0,188,2,-215
15-12-36.045,0,0,0,187,2,-216
15-12-36.055,6,0,0,189,3,-216
15-12-36.068,1,2,-2,187,2,-214
15-12-36.075,1,-2,0,187,3,-216
15-12-36.085,1,1,0,186,3,-214
15-12-36.096,0,0,3,189,3,-216
15-12-36.105,-1,-1,-1,187,2,-213
15-12-36.115,5,0,1,187,2,-213
15-12-36.125,1,0,0,186,2,-216
15-12-36.135,3,0,2,188,2,-215
15-12-36.146,1,0,2,186,2,-216
15-12-36.156,0,1,-3,187,2,-214
15-12-36.165,-2,1,5,187,2,-216
15-12-36.175,0,4,0,187,2,-216
15-12-36.185,0,-2,1,187,2,-216
15-12-36.195,0,-4,1,186,2,-217
15-12-36.206,0,0,4,187,2,-216
15-12-36.216,0,4,5,188,3,-216
15-12-36.225,3,-2,0,188,3,-218
15-12-36.235,-2,2,4,188,2,-216
15-12-36.245,0,3,5,188,2,-216
15-12-36.255,0,2,2,187,2,-216
15-12-36.266,0,-2,-3,187,3,-216
15-12-36.274,0,2,3,187,2,-217
15-12-36.285,0,0,1,188,2,-216
15-12-36.295,2,-2,0,188,3,-218
15-12-36.305,3,0,4,187,2,-217
15-12-36.315,-3,1,11,188,3,-217
15-12-36.326,2,5,74,186,3,-216
15-12-36.335,1,0,33,187,2,-216
15-12-36.346,-1,0,17,187,2,-216
15-12-36.355,1,0,8,188,2,-219
15-12-36.365,0,2,4,186,2,-214
15-12-36.376,2,3,-1,187,2,-213
15-12-36.386,2,0,2,187,1,-215
15-12-36.395,-2,0,-2,188,2,-214
15-12-36.406,-2,1,0,187,2,-216
15-12-36.416,-1,-2,-1,189,2,-215
15-12-36.426,-1,-1,0,187,2,-214
15-12-36.436,3,2,0,187,2,-218
15-12-36.446,2,0,19,185,2,-215
15-12-36.454,0,3,31,187,2,-215
15-12-36.467,2,2,28,186,2,-214
15-12-36.476,0,-2,36,188,1,-216
15-12-36.486,4,0,32,187,2,-216
15-12-36.496,2,0,23,187,1,-216
15-12-36.506,1,-2,24,187,2,-216
15-12-36.516,3,-5,19,189,1,-216
15-12-36.526,3,5,8,189,1,-216
15-12-36.536,1,3,4,187,1,-213
15-12-36.546,0,2,2,187,1,-215
15-12-36.554,3,-1,0,188,1,-217
15-12-36.566,0,0,0,187,2,-216
15-12-36.576,-1,2,0,188,1,-216
15-12-36.586,0,0,0,187,1,-215
15-12-36.596,1,0,-2,187,1,-216
15-12-36.606,3,-1,0,187,1,-216
15-12-36.616,1,0,0,188,2,-219
15-12-36.624,0,-2,2,187,1,-216
15-12-36.636,0,-2,-5,189,2,-214
15-12-36.646,2,-4,0,186,1,-215
15-12-36.654,-1,0,0,187,2,-216
15-12-36.666,0,2,3,187,2,-214
15-12-36.676,0,1,13,188,1,-215
15-12-36.686,3,4,10,188,1,-216
15-12-36.696,-4,-5,0,186,2,-218
15-12-36.706,-2,-3,-2,187,1,-216
15-12-36.714,-1,0,4,189,1,-216
15-12-36.724,0,0,-5,187,0,-214
15-12-36.734,2,-8,2,188,1,-214
15-12-36.746,3,-11,-4,187,1,-214
15-12-36.754,-4,-12,-50,188,2,-216
15-12-36.766,-5,-18,-50,187,2,-215
15-12-36.776,-14,-11,-417,187,2,-214
15-12-36.784,-85,-15,-395,186,3,-217
15-12-36.794,102,23,-769,186,4,-214
15-12-36.804,-244,256,-1157,185,6,-215
15-12-36.815,-582,544,-603,185,9,-217
15-12-36.827,-1016,8,170,184,15,-215
15-12-36.834,-610,63,783,185,18,-212
15-12-36.846,-343,75,912,185,19,-211
15-12-36.855,-125,-84,1055,186,19,-204
15-12-36.864,-26,-235,1080,185,17,-200
15-12-36.875,230,-328,931,185,15,-201
15-12-36.886,391,-433,794,183,13,-197
15-12-36.896,384,-579,707,179,11,-194
15-12-36.906,286,-632,574,177,12,-194
15-12-36.916,117,-720,401,176,12,-192
15-12-36.926,0,-779,260,170,15,-193
15-12-36.936,-2,-822,107,166,19,-193
15-12-36.946,43,-795,-38,160,25,-191
15-12-36.955,167,-837,-191,156,30,-195
15-12-36.966,390,-842,-230,151,35,-195
15-12-36.976,636,-974,-327,145,40,-199
15-12-36.985,692,-1187,-401,137,44,-202
15-12-36.996,744,-1303,-452,129,48,-205
15-12-37.005,890,-1360,-575,122,51,-208
15-12-37.016,886,-1367,-625,113,53,-216
15-12-37.026,868,-1222,-541,105,56,-219
15-12-37.035,878,-876,-457,98,56,-225
15-12-37.046,709,-777,-250,92,56,-230
15-12-37.056,402,-767,-54,87,56,-233
15-12-37.064,133,-730,661,81,58,-239
15-12-37.076,353,-655,960,77,58,-240
15-12-37.085,532,-699,599,74,57,-245
15-12-37.097,667,-1048,366,69,56,-248
15-12-37.107,481,-1281,367,62,54,-251
15-12-37.115,243,-1323,325,54,53,-254
15-12-37.127,618,-1477,402,46,53,-256
15-12-37.137,1863,-1107,625,41,48,-259
15-12-37.147,2377,-1385,474,35,40,-263
15-12-37.156,3005,-1860,323,25,27,-263
15-12-37.166,4281,-2196,119,14,12,-264
15-12-37.176,4338,-2877,5,1,-8,-265
15-12-37.186,4442,-3299,19,-14,-28,-262
15-12-37.196,3943,-2994,278,-31,-49,-260
15-12-37.205,3523,-2549,732,-43,-66,-254
15-12-37.216,3809,-1500,349,-52,-82,-249
15-12-37.226,3178,-1344,538,-52,-82,-249
15-12-37.235,3109,-859,282,-59,-96,-242
15-12-37.246,3175,-458,5,-65,-109,-237
15-12-37.256,3085,-108,-345,-66,-121,-231
15-12-37.266,3245,365,-917,-67,-134,-222
15-12-37.276,3358,906,-1288,-61,-147,-215
15-12-37.286,3784,1458,-1563,-54,-160,-209
15-12-37.296,4221,1891,-1967,-43,-173,-201
15-12-37.306,4437,2082,-2406,-29,-190,-189
15-12-37.315,3882,2106,-2778,-14,-205,-174
15-12-37.327,3263,2380,-2926,4,-219,-165
15-12-37.336,2799,2600,-3196,23,-230,-151
15-12-37.345,2014,2671,-3520,43,-236,-141
15-12-37.356,1423,2551,-3543,67,-240,-131
15-12-37.365,935,2123,-3201,88,-240,-125
15-12-37.378,395,1803,-3282,108,-238,-116
15-12-37.386,-131,1430,-3335,124,-234,-113
15-12-37.396,-560,1261,-2818,142,-227,-110
15-12-37.405,-732,1134,-2529,157,-220,-108
15-12-37.417,-1342,1059,-2358,169,-213,-109
15-12-37.427,-1993,950,-1904,180,-205,-108
15-12-37.436,-2817,1083,-1479,189,-196,-113
15-12-37.446,-4420,1192,-1111,197,-185,-119
15-12-37.456,-5311,1374,-805,201,-173,-127
15-12-37.466,-6771,1640,-639,208,-158,-140
15-12-37.476,-7331,1487,-641,214,-140,-158
15-12-37.486,-7488,1281,-625,217,-119,-169
15-12-37.496,-7673,831,-478,222,-96,-184
15-12-37.505,-7702,487,-443,224,-71,-192
15-12-37.516,-6892,292,-573,224,-45,-200
15-12-37.526,-6138,-32,-785,226,-21,-202
15-12-37.535,-6099,-253,-755,223,1,-202
15-12-37.547,-6022,-224,-711,223,23,-201
15-12-37.556,-5491,-292,-672,221,44,-201
15-12-37.565,-4615,-654,-867,217,64,-193
15-12-37.577,-3930,-997,-954,214,81,-186
15-12-37.584,-3960,-1352,-1044,207,96,-186
15-12-37.596,-3883,-1761,-1374,201,112,-184
15-12-37.605,-3020,-1839,-1904,191,127,-182
15-12-37.615,-1987,-1959,-2530,178,141,-183
15-12-37.625,-1778,-2067,-2868,165,153,-180
15-12-37.636,-927,-2215,-2963,149,167,-182
15-12-37.645,-641,-2809,-2726,130,175,-184
15-12-37.656,-291,-3555,-2494,112,182,-185
15-12-37.666,-782,-4571,-1972,91,187,-189
15-12-37.675,-1533,-5085,-1680,67,191,-193
15-12-37.685,-1470,-4545,-1970,42,197,-194
15-12-37.695,-1688,-4444,-2048,20,202,-192
15-12-37.707,-1364,-4562,-2351,-4,206,-186
15-12-37.716,-1208,-4172,-2536,-29,208,-175
15-12-37.726,-1168,-3386,-2485,-51,210,-171
15-12-37.735,-1006,-2607,-2167,-68,209,-161
15-12-37.747,-1079,-2182,-1759,-85,208,-151
15-12-37.755,-695,-1632,-1456,-97,208,-144
15-12-37.765,-370,-1300,-1222,-106,207,-138
15-12-37.777,-104,-1218,-1144,-113,205,-134
15-12-37.787,257,-1008,-985,-121,202,-130
15-12-37.796,220,-887,-1014,-126,199,-128
15-12-37.806,-131,-634,-843,-132,196,-128
15-12-37.818,-314,-425,-974,-137,193,-128
15-12-37.826,-999,2,-1401,-144,192,-122
15-12-37.836,-1041,81,-1758,-150,190,-121
15-12-37.846,-1524,500,-1797,-155,188,-116
15-12-37.856,-855,540,-1411,-160,185,-111
15-12-37.866,-1464,1241,-1108,-164,184,-111
15-12-37.878,-1677,1554,-699,-165,183,-113
15-12-37.886,-1694,1576,-332,-163,184,-110
15-12-37.896,-1575,1602,48,-160,188,-110
15-12-37.906,-1119,1516,290,-157,190,-111
15-12-37.916,-721,1498,315,-154,194,-110
15-12-37.928,-81,1106,101,-154,194,-110
15-12-37.936,855,647,-309,-151,195,-111
15-12-37.946,1292,402,-310,-151,194,-114
15-12-37.956,2047,-13,-373,-149,191,-122
15-12-37.966,2732,-201,-357,-150,188,-125
15-12-37.976,3332,-35,-386,-151,182,-134
15-12-37.986,3961,243,-360,-153,173,-142
15-12-37.996,4479,434,-127,-154,164,-153
15-12-38.006,4959,500,307,-152,151,-166
15-12-38.016,5152,385,853,-149,137,-181
15-12-38.026,5014,151,1455,-145,123,-192
15-12-38.038,4476,-179,1762,-142,109,-206
15-12-38.046,3613,-155,1601,-139,97,-215
15-12-38.056,3278,24,1226,-137,86,-224
15-12-38.066,3753,162,863,-134,77,-227
15-12-38.076,4480,191,643,-132,66,-232
15-12-38.086,4893,83,262,-129,51,-236
15-12-38.098,4870,-2,-162,-128,32,-236
15-12-38.106,4842,-187,-493,-129,12,-239
15-12-38.116,5423,-296,-684,-129,-8,-239
15-12-38.128,6291,-302,-866,-128,-31,-237
15-12-38.136,6718,-300,-1059,-128,-59,-228
15-12-38.148,6668,-202,-1010,-128,-88,-219
15-12-38.156,7031,147,-884,-125,-116,-209
15-12-38.166,6753,328,-617,-121,-142,-192
15-12-38.176,6359,187,-258,-120,-166,-178
15-12-38.186,6065,-102,130,-117,-186,-162
15-12-38.196,5968,-563,792,-120,-201,-143
15-12-38.206,5781,-777,838,-125,-213,-122
15-12-38.215,5479,-1052,672,-129,-221,-100
15-12-38.226,4835,-1954,-639,-132,-227,-76
15-12-38.236,4415,-1008,82,-132,-232,-52
15-12-38.246,2783,-263,666,-135,-235,-31
15-12-38.256,3474,340,806,-139,-233,-17
15-12-38.266,1547,1090,1842,-144,-231,-6
15-12-38.276,1268,658,1775,-153,-227,-4
15-12-38.285,932,430,1864,-159,-221,-3
15-12-38.296,1176,266,1873,-168,-215,1
15-12-38.306,944,122,2007,-176,-209,0
15-12-38.315,293,-114,2281,-183,-201,4
15-12-38.327,42,-107,2178,-192,-194,4
15-12-38.335,-59,-55,2173,-199,-185,5
15-12-38.346,-197,-96,2005,-207,-177,5
15-12-38.356,-379,-122,1942,-213,-168,5
15-12-38.366,-884,-62,1814,-219,-161,2
15-12-38.376,-1339,-235,1684,-224,-153,1
15-12-38.386,-1196,-462,1214,-229,-147,2
15-12-38.396,-2355,-535,1474,-232,-142,-2
15-12-38.406,-2808,-504,1448,-235,-137,-6
15-12-38.416,-3406,-517,1501,-239,-129,-9
15-12-38.426,-3478,-511,1264,-241,-124,-15
15-12-38.436,-3445,-281,1225,-245,-118,-17
15-12-38.446,-3112,19,967,-248,-113,-21
15-12-38.456,-3189,208,934,-249,-108,-26
15-12-38.466,-3379,87,441,-250,-102,-33
15-12-38.476,-3107,60,-490,-250,-101,-35
15-12-38.486,-4906,-126,424,-250,-101,-44
15-12-38.496,-4323,438,618,-251,-96,-52
15-12-38.506,-2764,1305,-87,-251,-91,-61
15-12-38.516,-2549,1425,-138,-248,-90,-68
15-12-38.526,-2465,1552,-107,-246,-88,-81
15-12-38.538,-2319,1738,-80,-244,-85,-90
15-12-38.546,-2929,1452,517,-242,-80,-105
15-12-38.556,-4068,1084,940,-242,-72,-117
15-12-38.566,-5422,504,1306,-242,-59,-128
15-12-38.576,-5690,683,1651,-242,-41,-136
15-12-38.586,-5931,829,2461,-243,-21,-144
15-12-38.598,-5777,414,2601,-241,2,-147
15-12-38.606,-5608,-259,2370,-242,25,-146
15-12-38.616,-5251,-707,1889,-242,25,-146
