0.000000000000000000e+00, 0.000000000000000000e+00
1.000000000000000021e-02, 5.000000000000000278e-02
2.000000000000000042e-02, 1.000000000000000056e-01
2.999999999999999889e-02, 1.504493086977780614e-01
4.000000000000000083e-02, 2.013478953806000227e-01
5.000000000000000278e-02, 2.526957290633047859e-01
5.999999999999999778e-02, 3.044927784883796340e-01
7.000000000000000666e-02, 3.567390121260362590e-01
8.000000000000000167e-02, 4.094343981742872840e-01
8.999999999999999667e-02, 4.625737379305466801e-01
1.000000000000000056e-01, 5.161484531247116925e-01
1.100000000000000006e-01, 5.701502657759207615e-01
1.199999999999999956e-01, 6.245711816143896256e-01
1.300000000000000044e-01, 6.794034747594515089e-01
1.400000000000000133e-01, 7.346396735339160156e-01
1.499999999999999944e-01, 7.902725473085649988e-01
1.600000000000000033e-01, 8.462950942824913891e-01
1.700000000000000122e-01, 9.027005301153340211e-01
1.799999999999999933e-01, 9.594822773364894974e-01
1.900000000000000022e-01, 1.016633955464287364e+00
2.000000000000000111e-01, 1.074149371775048989e+00
2.099999999999999922e-01, 1.132022512668054759e+00
2.200000000000000011e-01, 1.190247535577824367e+00
2.300000000000000100e-01, 1.248818761389879572e+00
2.399999999999999911e-01, 1.307730667320369689e+00
2.500000000000000000e-01, 1.366977880223693598e+00
2.600000000000000089e-01, 1.426555170295580766e+00
2.700000000000000178e-01, 1.486457445142070455e+00
2.800000000000000266e-01, 1.546679744187486438e+00
2.899999999999999800e-01, 1.607217233396883715e+00
2.999999999999999889e-01, 1.668065200290576700e+00
3.099999999999999978e-01, 1.729219049230281469e+00
3.200000000000000067e-01, 1.790674296958126632e+00
3.300000000000000155e-01, 1.852426568371349891e+00
3.400000000000000244e-01, 1.914471592516898246e+00
3.500000000000000333e-01, 1.976805198791429019e+00
3.599999999999999867e-01, 2.039423313333356802e+00
3.699999999999999956e-01, 2.102321955594638858e+00
3.800000000000000044e-01, 2.165497235080944272e+00
3.900000000000000133e-01, 2.228945348249714353e+00
4.000000000000000222e-01, 2.292662575556410953e+00
4.100000000000000311e-01, 2.356645278639970975e+00
4.199999999999999845e-01, 2.420889897639137089e+00
4.299999999999999933e-01, 2.485392948631940158e+00
4.400000000000000022e-01, 2.550151021191158662e+00
4.500000000000000111e-01, 2.615160776049081814e+00
4.600000000000000200e-01, 2.680418942865369747e+00
4.700000000000000289e-01, 2.745922318092227865e+00
4.799999999999999822e-01, 2.811667762931505443e+00
4.899999999999999911e-01, 2.877652201378686492e+00
5.000000000000000000e-01, 2.943872618349077541e+00
5.100000000000000089e-01, 3.010326057881798079e+00
5.200000000000000178e-01, 3.077009621417469365e+00
5.300000000000000266e-01, 3.143920466145753601e+00
5.400000000000000355e-01, 3.211055803419141430e+00
5.500000000000000444e-01, 3.278412897229607381e+00
5.600000000000000533e-01, 3.345989062744965992e+00
5.700000000000000622e-01, 3.413781664901948343e+00
5.799999999999999600e-01, 3.481788117053203013e+00
5.899999999999999689e-01, 3.550005879665590669e+00
5.999999999999999778e-01, 3.618432459067294715e+00
6.099999999999999867e-01, 3.687065406241420096e+00
6.199999999999999956e-01, 3.755902315663880664e+00
6.300000000000000044e-01, 3.824940824183505228e+00
6.400000000000000133e-01, 3.894178609942408720e+00
6.500000000000000222e-01, 3.963613391334783742e+00
6.600000000000000311e-01, 4.033242926002369444e+00
6.700000000000000400e-01, 4.103065009864953261e+00
6.800000000000000488e-01, 4.173077476184342771e+00
6.900000000000000577e-01, 4.243278194660343061e+00
7.000000000000000666e-01, 4.313665070557335390e+00
7.099999999999999645e-01, 4.384236043860143539e+00
