Time,TimeStamp, AccX, AccY, AccZ, GyrX, GyrY, GyrZ, MagX, MagY, MagZ, Roll, Pitch, Yaw, Qw, Qx, Qy, Qz
17-53-43.959,8927, 0.010, -0.010, 0.999, 0.00, 0.02, -0.04, -11.267, 23.308, -10.975, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-43.961,8930, 0.008, -0.015, 0.998, 0.05, -0.01, -0.01, -11.267, 23.308, -10.975, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-43.963,8932, 0.010, -0.012, 1.000, 0.14, -0.02, -0.04, -11.267, 23.308, -10.975, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-43.967,8935, 0.010, -0.013, 1.001, 0.14, -0.04, -0.04, -11.333, 23.542, -11.225, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-43.969,8937, 0.008, -0.013, 0.999, 0.06, -0.04, -0.01, -11.333, 23.542, -11.225, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-43.971,8940, 0.010, -0.013, 0.998, -0.08, -0.04, 0.02, -11.333, 23.542, -11.225, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-43.973,8942, 0.009, -0.014, 0.998, -0.17, -0.04, 0.02, -11.333, 23.542, -11.225, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-43.977,8945, 0.010, -0.013, 1.000, -0.24, -0.02, -0.01, -10.933, 23.142, -10.833, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-43.979,8947, 0.008, -0.013, 0.998, -0.14, 0.01, 0.00, -10.933, 23.142, -10.833, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-43.981,8950, 0.008, -0.014, 0.998, 0.00, 0.04, -0.04, -10.933, 23.142, -10.833, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-43.983,8953, 0.005, -0.013, 0.998, 0.17, 0.08, -0.09, -10.933, 23.142, -10.833, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-43.987,8955, 0.008, -0.015, 0.998, 0.23, 0.11, -0.09, -11.500, 23.625, -11.225, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-43.989,8958, 0.009, -0.013, 1.003, 0.18, 0.08, -0.07, -11.500, 23.625, -11.225, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-43.991,8960, 0.007, -0.012, 1.001, 0.06, 0.04, -0.01, -11.500, 23.625, -11.225, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-43.993,8963, 0.008, -0.013, 1.002, 0.00, -0.02, 0.02, -11.500, 23.625, -11.225, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-43.997,8965, 0.009, -0.015, 1.001, 0.02, -0.07, 0.07, -11.058, 23.225, -11.100, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-43.999,8968, 0.010, -0.011, 1.002, 0.11, -0.05, 0.05, -11.058, 23.225, -11.100, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.001,8970, 0.009, -0.014, 1.001, 0.12, -0.05, 0.04, -11.058, 23.225, -11.100, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.003,8973, 0.009, -0.013, 1.003, 0.12, -0.04, 0.02, -11.058, 23.225, -11.100, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.007,8975, 0.008, -0.013, 0.998, 0.06, -0.02, -0.06, -11.500, 23.500, -11.417, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.009,8978, 0.007, -0.012, 0.999, 0.06, -0.04, -0.04, -11.500, 23.500, -11.417, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.011,8980, 0.008, -0.013, 1.003, 0.02, -0.02, -0.04, -11.500, 23.500, -11.417, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.013,8983, 0.009, -0.013, 1.000, -0.01, 0.02, 0.04, -11.500, 23.500, -11.417, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.017,8985, 0.007, -0.012, 0.997, -0.01, 0.05, 0.04, -11.225, 23.433, -11.017, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.019,8988, 0.008, -0.013, 1.002, -0.01, 0.07, -0.03, -11.225, 23.433, -11.017, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.021,8990, 0.006, -0.013, 1.001, 0.02, 0.08, -0.09, -11.225, 23.433, -11.017, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.025,8993, 0.007, -0.011, 0.998, 0.02, 0.04, -0.10, -11.225, 23.433, -11.017, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.027,8995, 0.009, -0.012, 0.998, 0.06, 0.05, -0.03, -11.058, 23.267, -10.708, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.029,8998, 0.010, -0.013, 0.997, 0.05, 0.01, 0.02, -11.058, 23.267, -10.708, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.031,9000, 0.007, -0.014, 0.998, 0.03, 0.02, 0.05, -11.058, 23.267, -10.708, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.033,9003, 0.009, -0.012, 0.998, 0.00, -0.05, 0.08, -11.058, 23.267, -10.708, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.037,9005, 0.009, -0.015, 1.002, -0.03, -0.05, 0.10, -11.542, 23.350, -11.183, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.039,9008, 0.008, -0.014, 1.001, -0.08, -0.04, 0.08, -11.542, 23.350, -11.183, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.041,9010, 0.007, -0.014, 0.999, -0.11, -0.02, 0.07, -11.542, 23.350, -11.183, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.043,9013, 0.007, -0.011, 1.000, -0.12, -0.04, 0.05, -11.542, 23.350, -11.183, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.047,9015, 0.007, -0.013, 0.998, -0.11, -0.05, 0.00, -11.183, 23.433, -10.625, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.049,9018, 0.007, -0.010, 1.002, -0.06, -0.08, -0.04, -11.183, 23.433, -10.625, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.051,9020, 0.009, -0.012, 0.999, -0.03, -0.10, -0.06, -11.183, 23.433, -10.625, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.053,9023, 0.009, -0.014, 1.001, -0.02, -0.10, -0.06, -11.183, 23.433, -10.625, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.057,9025, 0.006, -0.012, 0.999, -0.03, -0.07, -0.01, -11.183, 23.350, -10.875, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.059,9028, 0.008, -0.014, 0.999, -0.05, -0.10, -0.01, -11.183, 23.350, -10.875, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.061,9030, 0.007, -0.012, 1.001, -0.03, -0.07, -0.01, -11.183, 23.350, -10.875, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.063,9033, 0.009, -0.011, 1.001, -0.01, -0.02, -0.04, -11.183, 23.350, -10.875, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.067,9035, 0.006, -0.013, 1.001, 0.02, 0.07, -0.04, -11.500, 23.583, -10.875, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.069,9038, 0.008, -0.014, 0.998, -0.06, 0.10, 0.00, -11.500, 23.583, -10.875, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.071,9040, 0.008, -0.014, 1.000, -0.08, 0.10, 0.05, -11.500, 23.583, -10.875, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.075,9043, 0.008, -0.016, 0.997, -0.03, 0.08, 0.10, -11.500, 23.583, -10.875, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.077,9045, 0.008, -0.013, 0.999, 0.05, 0.07, 0.08, -11.375, 23.350, -11.142, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.079,9048, 0.009, -0.014, 1.000, 0.09, 0.04, 0.05, -11.375, 23.350, -11.142, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.081,9050, 0.009, -0.012, 0.999, 0.06, 0.02, -0.01, -11.375, 23.350, -11.142, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.083,9053, 0.007, -0.014, 1.005, 0.05, -0.01, -0.01, -11.375, 23.350, -11.142, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.087,9055, 0.007, -0.014, 0.999, 0.05, 0.01, -0.03, -11.183, 23.350, -11.500, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.089,9058, 0.008, -0.013, 0.999, 0.06, -0.01, -0.06, -11.183, 23.350, -11.500, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.091,9060, 0.009, -0.013, 1.000, 0.08, 0.01, -0.04, -11.183, 23.350, -11.500, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.095,9063, 0.009, -0.010, 0.999, 0.08, 0.02, -0.03, -11.183, 23.350, -11.500, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.097,9065, 0.007, -0.015, 0.999, 0.02, 0.04, 0.01, -11.333, 23.392, -11.267, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.099,9068, 0.009, -0.013, 0.999, -0.06, 0.05, 0.04, -11.333, 23.392, -11.267, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.101,9070, 0.008, -0.013, 0.997, -0.09, 0.05, 0.05, -11.333, 23.392, -11.267, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.105,9073, 0.009, -0.014, 1.000, -0.08, 0.05, 0.04, -11.333, 23.392, -11.267, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.107,9075, 0.007, -0.011, 0.999, -0.05, 0.01, 0.02, -11.333, 23.458, -11.225, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.109,9078, 0.005, -0.013, 0.998, 0.02, 0.02, 0.02, -11.333, 23.458, -11.225, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.111,9080, 0.005, -0.012, 0.997, 0.05, 0.02, 0.05, -11.333, 23.458, -11.225, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.115,9083, 0.005, -0.015, 1.001, 0.08, 0.04, 0.05, -11.333, 23.458, -11.225, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.117,9085, 0.008, -0.011, 1.003, 0.05, -0.02, 0.04, -11.417, 23.667, -10.917, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.119,9088, 0.009, -0.013, 0.999, 0.02, 0.01, -0.01, -11.417, 23.667, -10.917, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.121,9090, 0.009, -0.013, 1.000, 0.00, -0.02, -0.01, -11.417, 23.667, -10.917, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.125,9093, 0.007, -0.015, 1.000, -0.01, 0.05, 0.01, -11.417, 23.667, -10.917, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.127,9095, 0.007, -0.011, 0.996, -0.01, 0.04, 0.01, -11.292, 23.183, -10.975, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.129,9098, 0.010, -0.013, 0.998, -0.04, 0.04, -0.01, -11.292, 23.183, -10.975, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.131,9100, 0.009, -0.013, 1.000, -0.04, 0.02, -0.03, -11.292, 23.183, -10.975, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.135,9103, 0.009, -0.013, 0.999, -0.06, -0.01, 0.02, -11.292, 23.183, -10.975, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.137,9105, 0.011, -0.012, 1.000, -0.11, -0.07, 0.02, -11.542, 23.458, -11.142, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.139,9108, 0.010, -0.015, 0.999, -0.14, -0.02, 0.02, -11.542, 23.458, -11.142, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.141,9110, 0.007, -0.012, 0.999, -0.11, -0.01, 0.00, -11.542, 23.458, -11.142, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.144,9113, 0.011, -0.015, 1.000, -0.06, 0.05, 0.00, -11.542, 23.458, -11.142, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.146,9115, 0.007, -0.012, 0.998, -0.08, 0.08, 0.00, -11.375, 23.183, -11.100, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.148,9118, 0.009, -0.013, 0.998, -0.06, 0.07, 0.02, -11.375, 23.183, -11.100, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.150,9120, 0.010, -0.014, 0.998, -0.01, 0.02, 0.04, -11.375, 23.183, -11.100, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.154,9123, 0.006, -0.014, 0.998, 0.02, -0.02, 0.04, -11.375, 23.183, -11.100, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.156,9125, 0.009, -0.014, 1.003, 0.06, -0.04, 0.04, -11.417, 23.183, -10.833, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.158,9128, 0.009, -0.016, 0.998, 0.06, -0.01, 0.05, -11.417, 23.183, -10.833, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.162,9130, 0.006, -0.013, 1.000, 0.06, -0.01, 0.04, -11.417, 23.183, -10.833, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.164,9133, 0.007, -0.014, 1.002, 0.05, 0.02, 0.05, -11.417, 23.183, -10.833, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.166,9135, 0.009, -0.013, 0.999, 0.03, -0.02, 0.05, -11.375, 23.583, -10.975, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.168,9138, 0.009, -0.012, 1.002, 0.05, -0.01, 0.04, -11.375, 23.583, -10.975, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.170,9140, 0.007, -0.012, 0.996, 0.03, -0.02, -0.01, -11.375, 23.583, -10.975, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.174,9143, 0.008, -0.011, 1.000, -0.01, -0.01, -0.03, -11.375, 23.583, -10.975, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.176,9145, 0.009, -0.013, 0.998, -0.03, -0.02, 0.02, -11.500, 23.542, -11.375, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.178,9148, 0.008, -0.013, 1.000, -0.03, -0.05, 0.08, -11.500, 23.542, -11.375, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.182,9150, 0.008, -0.016, 0.999, 0.00, -0.04, 0.07, -11.500, 23.542, -11.375, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.184,9153, 0.007, -0.015, 0.998, 0.03, -0.02, 0.05, -11.500, 23.542, -11.375, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.186,9155, 0.005, -0.014, 1.001, 0.11, -0.02, 0.02, -11.500, 23.433, -11.225, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.188,9158, 0.008, -0.011, 0.998, 0.15, -0.01, -0.03, -11.500, 23.433, -11.225, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.192,9160, 0.008, -0.012, 0.999, 0.18, -0.01, -0.06, -11.500, 23.433, -11.225, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.194,9163, 0.009, -0.012, 0.999, 0.14, -0.01, -0.03, -11.500, 23.433, -11.225, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.196,9165, 0.007, -0.013, 0.999, 0.14, -0.01, 0.02, -11.292, 23.458, -11.183, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.198,9168, 0.009, -0.012, 1.001, 0.12, 0.01, 0.05, -11.292, 23.458, -11.183, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.202,9170, 0.008, -0.013, 1.001, 0.05, -0.02, 0.04, -11.292, 23.458, -11.183, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.204,9173, 0.008, -0.013, 1.000, -0.06, -0.04, 0.00, -11.292, 23.458, -11.183, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.206,9175, 0.009, -0.014, 1.000, -0.12, -0.07, -0.03, -11.458, 23.708, -11.267, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.208,9178, 0.005, -0.013, 0.999, -0.08, -0.04, -0.03, -11.458, 23.708, -11.267, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.212,9180, 0.007, -0.012, 1.001, -0.03, -0.01, 0.01, -11.458, 23.708, -11.267, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.214,9183, 0.009, -0.013, 0.999, 0.02, -0.01, 0.02, -11.458, 23.708, -11.267, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.216,9185, 0.010, -0.013, 0.999, -0.06, -0.01, 0.00, -11.183, 23.625, -11.058, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.218,9188, 0.008, -0.012, 0.998, -0.08, 0.02, 0.00, -11.183, 23.625, -11.058, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.222,9190, 0.005, -0.013, 1.000, -0.09, 0.02, 0.00, -11.183, 23.625, -11.058, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.224,9193, 0.009, -0.015, 1.000, -0.08, -0.02, 0.05, -11.183, 23.625, -11.058, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.226,9195, 0.008, -0.013, 1.001, -0.09, -0.02, 0.00, -11.417, 23.583, -11.683, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.228,9198, 0.007, -0.014, 1.002, -0.05, -0.02, -0.03, -11.417, 23.583, -11.683, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.232,9200, 0.010, -0.013, 0.999, 0.00, -0.01, -0.03, -11.417, 23.583, -11.683, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.234,9203, 0.008, -0.013, 0.999, 0.02, 0.04, 0.04, -11.417, 23.583, -11.683, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.236,9205, 0.010, -0.014, 0.999, -0.03, 0.04, 0.02, -11.100, 23.917, -11.625, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.238,9208, 0.008, -0.011, 1.001, -0.06, -0.02, -0.03, -11.100, 23.917, -11.625, -0.46, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.242,9210, 0.008, -0.016, 1.002, -0.11, -0.02, -0.06, -11.100, 23.917, -11.625, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.244,9213, 0.007, -0.012, 0.998, -0.05, -0.02, -0.07, -11.100, 23.917, -11.625, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.246,9215, 0.008, -0.014, 1.000, 0.02, -0.01, -0.03, -11.058, 24.000, -11.142, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.248,9218, 0.008, -0.014, 1.000, 0.03, 0.02, 0.02, -11.058, 24.000, -11.142, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.252,9220, 0.009, -0.014, 1.000, -0.01, 0.04, 0.04, -11.058, 24.000, -11.142, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.254,9223, 0.009, -0.014, 1.000, -0.11, 0.04, 0.02, -11.058, 24.000, -11.142, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.256,9225, 0.007, -0.013, 1.001, -0.12, 0.01, -0.01, -10.975, 23.750, -11.417, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.258,9228, 0.011, -0.012, 1.004, -0.13, -0.02, -0.01, -10.975, 23.750, -11.417, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.262,9230, 0.008, -0.011, 1.003, -0.09, -0.01, -0.01, -10.975, 23.750, -11.417, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.264,9233, 0.007, -0.011, 1.002, -0.01, -0.01, -0.06, -10.975, 23.750, -11.417, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.266,9235, 0.007, -0.013, 0.999, 0.06, -0.04, -0.04, -11.292, 23.267, -11.058, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.268,9238, 0.008, -0.015, 0.999, 0.08, -0.02, -0.02, -11.292, 23.267, -11.058, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.272,9240, 0.010, -0.012, 1.000, 0.08, 0.02, -0.02, -11.292, 23.267, -11.058, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.274,9243, 0.009, -0.011, 0.999, 0.03, -0.02, 0.02, -11.292, 23.267, -11.058, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.276,9245, 0.010, -0.015, 1.000, 0.05, -0.04, 0.01, -11.292, 23.308, -10.975, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.278,9248, 0.007, -0.013, 0.998, 0.00, -0.05, -0.02, -11.292, 23.308, -10.975, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.282,9250, 0.006, -0.012, 1.001, -0.03, -0.05, -0.04, -11.292, 23.308, -10.975, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.284,9253, 0.011, -0.013, 1.000, -0.12, -0.04, -0.01, -11.292, 23.308, -10.975, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.286,9255, 0.004, -0.015, 1.001, -0.16, -0.02, -0.01, -11.625, 23.308, -11.017, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.288,9258, 0.009, -0.015, 1.000, -0.16, -0.04, -0.04, -11.625, 23.308, -11.017, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.292,9260, 0.006, -0.014, 1.001, -0.12, -0.04, -0.09, -11.625, 23.308, -11.017, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.294,9263, 0.005, -0.012, 0.999, -0.06, -0.05, -0.09, -11.625, 23.308, -11.017, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.296,9265, 0.006, -0.013, 1.000, -0.06, -0.04, -0.01, -11.142, 23.350, -10.833, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.298,9268, 0.009, -0.015, 1.000, -0.15, 0.01, 0.02, -11.142, 23.350, -10.833, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.302,9270, 0.007, -0.013, 0.998, -0.19, -0.01, 0.04, -11.142, 23.350, -10.833, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.304,9273, 0.008, -0.014, 1.000, -0.18, 0.01, 0.02, -11.142, 23.350, -10.833, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.306,9275, 0.008, -0.014, 1.000, -0.13, 0.01, 0.01, -11.375, 23.500, -10.792, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.308,9278, 0.007, -0.014, 0.999, -0.10, 0.01, 0.01, -11.375, 23.500, -10.792, -0.47, -0.75, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.312,9280, 0.007, -0.012, 1.000, -0.10, 0.02, 0.01, -11.375, 23.500, -10.792, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.314,9283, 0.009, -0.013, 0.998, -0.09, 0.05, 0.01, -11.375, 23.500, -10.792, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.316,9285, 0.009, -0.013, 1.000, -0.04, 0.05, 0.02, -11.458, 23.583, -11.100, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.318,9288, 0.010, -0.014, 0.999, 0.00, 0.02, -0.01, -11.458, 23.583, -11.100, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.322,9290, 0.008, -0.013, 1.001, 0.08, -0.01, -0.01, -11.458, 23.583, -11.100, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.324,9293, 0.006, -0.013, 1.001, 0.08, -0.01, 0.01, -11.458, 23.583, -11.100, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.326,9295, 0.008, -0.017, 0.999, 0.05, 0.01, 0.01, -11.267, 22.975, -11.142, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.330,9298, 0.008, -0.013, 1.001, -0.01, 0.05, -0.06, -11.267, 22.975, -11.142, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.332,9300, 0.010, -0.015, 0.999, -0.04, 0.08, -0.07, -11.267, 22.975, -11.142, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.334,9303, 0.009, -0.015, 0.998, 0.02, 0.04, -0.07, -11.267, 22.975, -11.142, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-44.336,9305, 0.010, -0.012, 0.998, 0.03, 0.01, -0.07, -11.333, 23.308, -11.017, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
