Time,TimeStamp, AccX, AccY, AccZ, GyrX, GyrY, GyrZ, MagX, MagY, MagZ, Roll, Pitch, Yaw, Qw, Qx, Qy, Qz

17-53-38.760,3728, 0.007, -0.013, 1.000, -0.06, -0.10, -0.06, -11.058, 23.100, -10.750, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.762,3730, 0.006, -0.014, 1.001, -0.09, -0.08, -0.03, -11.058, 23.100, -10.750, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.763,3733, 0.007, -0.012, 1.003, -0.07, -0.05, 0.01, -11.375, 23.433, -10.558, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.767,3735, 0.006, -0.013, 0.999, 0.00, -0.05, 0.05, -11.375, 23.433, -10.558, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.769,3738, 0.005, -0.014, 1.001, 0.05, -0.02, 0.07, -11.375, 23.433, -10.558, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.771,3740, 0.010, -0.013, 1.000, 0.02, 0.01, 0.02, -11.375, 23.433, -10.558, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.773,3743, 0.010, -0.014, 1.000, 0.03, 0.01, -0.01, -11.142, 23.500, -10.558, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.775,3745, 0.006, -0.014, 1.002, -0.01, -0.01, -0.03, -11.142, 23.500, -10.558, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.779,3748, 0.007, -0.016, 0.999, -0.03, 0.01, -0.03, -11.142, 23.500, -10.558, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.781,3750, 0.010, -0.013, 1.001, -0.07, 0.01, -0.01, -11.142, 23.500, -10.558, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.783,3753, 0.007, -0.014, 1.001, -0.07, 0.02, 0.01, -11.458, 23.308, -11.058, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.787,3755, 0.008, -0.013, 0.998, -0.06, 0.02, -0.01, -11.458, 23.308, -11.058, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.789,3758, 0.009, -0.014, 1.002, -0.03, 0.05, -0.04, -11.458, 23.308, -11.058, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.791,3760, 0.007, -0.011, 0.997, 0.02, 0.01, -0.01, -11.458, 23.308, -11.058, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.793,3763, 0.006, -0.014, 0.998, 0.03, -0.04, 0.04, -11.542, 23.500, -11.017, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.797,3765, 0.008, -0.014, 0.998, 0.03, -0.05, 0.08, -11.542, 23.500, -11.017, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.799,3768, 0.007, -0.013, 1.002, 0.02, -0.07, 0.04, -11.542, 23.500, -11.017, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.801,3770, 0.008, -0.015, 1.001, 0.06, -0.07, 0.01, -11.542, 23.500, -11.017, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.803,3773, 0.009, -0.012, 0.996, 0.11, -0.08, -0.01, -11.500, 23.792, -10.917, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.807,3775, 0.008, -0.013, 1.003, 0.17, -0.05, -0.01, -11.500, 23.792, -10.917, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.809,3778, 0.006, -0.013, 1.000, 0.09, -0.05, -0.01, -11.500, 23.792, -10.917, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.811,3780, 0.006, -0.013, 1.002, -0.01, -0.02, -0.04, -11.500, 23.792, -10.917, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.813,3783, 0.007, -0.012, 0.999, -0.13, -0.02, -0.04, -11.500, 23.433, -10.792, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.817,3785, 0.005, -0.015, 0.999, -0.21, -0.05, -0.01, -11.500, 23.433, -10.792, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.819,3788, 0.007, -0.013, 1.000, -0.23, -0.07, 0.05, -11.500, 23.433, -10.792, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.821,3790, 0.009, -0.015, 0.996, -0.18, -0.05, 0.04, -11.500, 23.433, -10.792, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.823,3793, 0.008, -0.012, 1.000, -0.11, -0.10, 0.07, -11.417, 23.583, -11.183, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.827,3795, 0.008, -0.010, 1.001, -0.07, -0.10, 0.04, -11.417, 23.583, -11.183, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.829,3798, 0.009, -0.015, 1.000, -0.07, -0.10, 0.01, -11.417, 23.583, -11.183, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.831,3800, 0.011, -0.011, 0.998, -0.01, -0.05, -0.04, -11.417, 23.583, -11.183, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.833,3803, 0.009, -0.013, 0.996, 0.03, -0.07, -0.06, -11.500, 23.458, -10.750, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.837,3805, 0.008, -0.015, 1.000, 0.05, -0.01, -0.04, -11.500, 23.458, -10.750, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.839,3808, 0.005, -0.014, 1.001, 0.06, 0.02, -0.04, -11.500, 23.458, -10.750, -0.47, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.841,3810, 0.007, -0.012, 0.999, 0.03, 0.10, -0.03, -11.500, 23.458, -10.750, -0.47, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.845,3813, 0.007, -0.011, 1.001, 0.03, 0.11, -0.06, -11.058, 23.183, -10.875, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.847,3815, 0.009, -0.016, 0.998, 0.02, 0.08, -0.07, -11.058, 23.183, -10.875, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.849,3818, 0.009, -0.013, 0.999, 0.00, 0.05, -0.06, -11.058, 23.183, -10.875, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.852,3820, 0.008, -0.013, 1.000, -0.07, 0.02, 0.01, -11.058, 23.183, -10.875, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.854,3823, 0.005, -0.016, 0.998, -0.07, 0.04, 0.04, -11.267, 23.392, -10.475, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.856,3825, 0.007, -0.014, 0.999, -0.10, -0.02, -0.01, -11.267, 23.392, -10.475, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.858,3828, 0.008, -0.015, 0.999, -0.06, -0.08, -0.04, -11.267, 23.392, -10.475, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.862,3830, 0.006, -0.014, 0.999, -0.01, -0.11, 0.01, -11.267, 23.392, -10.475, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.864,3833, 0.004, -0.013, 0.999, 0.05, -0.10, 0.04, -11.292, 23.458, -11.058, -0.46, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.866,3835, 0.008, -0.015, 0.998, 0.05, -0.04, 0.05, -11.292, 23.458, -11.058, -0.47, -0.75, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.868,3838, 0.007, -0.015, 1.001, -0.04, -0.01, 0.01, -11.292, 23.458, -11.058, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.872,3840, 0.009, -0.014, 1.000, -0.13, 0.01, -0.03, -11.292, 23.458, -11.058, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.874,3843, 0.007, -0.011, 0.998, -0.20, 0.03, -0.03, -11.017, 23.392, -10.750, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.876,3845, 0.007, -0.014, 1.001, -0.23, 0.06, -0.01, -11.017, 23.392, -10.750, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.880,3848, 0.007, -0.014, 1.005, -0.24, 0.06, 0.00, -11.017, 23.392, -10.750, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.882,3850, 0.008, -0.014, 0.997, -0.23, 0.03, -0.01, -11.017, 23.392, -10.750, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.884,3853, 0.007, -0.016, 0.998, -0.09, -0.04, -0.03, -11.267, 23.308, -11.100, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.886,3855, 0.006, -0.012, 1.001, 0.08, -0.05, -0.01, -11.267, 23.308, -11.100, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.890,3858, 0.007, -0.015, 1.000, 0.17, -0.02, 0.01, -11.267, 23.308, -11.100, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.892,3860, 0.007, -0.013, 1.001, 0.12, 0.05, 0.02, -11.267, 23.308, -11.100, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.894,3863, 0.006, -0.013, 1.001, 0.03, 0.07, 0.02, -11.017, 22.933, -10.975, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.896,3865, 0.005, -0.016, 1.000, -0.04, 0.04, 0.01, -11.017, 22.933, -10.975, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.900,3868, 0.005, -0.013, 0.999, -0.06, -0.02, -0.01, -11.017, 22.933, -10.975, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.902,3870, 0.009, -0.014, 1.000, -0.06, -0.04, -0.01, -11.017, 22.933, -10.975, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.904,3873, 0.009, -0.014, 0.998, -0.01, -0.05, -0.03, -11.267, 22.933, -11.058, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.906,3875, 0.008, -0.013, 0.999, 0.05, -0.08, -0.04, -11.267, 22.933, -11.058, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.908,3878, 0.009, -0.011, 0.999, 0.05, -0.07, -0.02, -11.267, 22.933, -11.058, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.912,3880, 0.007, -0.012, 0.998, 0.03, -0.07, -0.04, -11.267, 22.933, -11.058, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.914,3883, 0.008, -0.015, 0.999, 0.00, -0.07, -0.06, -11.500, 23.225, -10.917, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.916,3885, 0.009, -0.012, 0.999, -0.03, -0.07, -0.04, -11.500, 23.225, -10.917, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.920,3888, 0.008, -0.014, 1.004, -0.09, -0.07, -0.07, -11.500, 23.225, -10.917, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.922,3890, 0.008, -0.012, 0.998, -0.07, -0.02, -0.09, -11.500, 23.225, -10.917, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.924,3893, 0.007, -0.014, 1.001, -0.03, 0.02, -0.07, -11.625, 23.017, -11.142, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.926,3895, 0.009, -0.012, 0.999, 0.02, 0.08, -0.03, -11.625, 23.017, -11.142, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.930,3898, 0.009, -0.013, 0.998, 0.00, 0.07, 0.01, -11.625, 23.017, -11.142, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.932,3900, 0.011, -0.014, 1.003, -0.01, 0.07, 0.01, -11.625, 23.017, -11.142, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.934,3903, 0.006, -0.014, 0.999, 0.00, 0.05, 0.01, -11.267, 23.392, -11.100, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.936,3905, 0.007, -0.015, 1.001, 0.06, 0.02, -0.03, -11.267, 23.392, -11.100, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.938,3908, 0.010, -0.013, 1.000, 0.11, 0.01, 0.01, -11.267, 23.392, -11.100, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.942,3910, 0.008, -0.014, 0.999, 0.15, -0.04, -0.02, -11.267, 23.392, -11.100, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.944,3913, 0.008, -0.014, 1.001, 0.18, -0.07, 0.01, -11.500, 23.350, -11.017, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.946,3915, 0.009, -0.013, 0.997, 0.11, -0.05, 0.02, -11.500, 23.350, -11.017, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.950,3918, 0.011, -0.014, 0.998, -0.01, 0.01, 0.02, -11.500, 23.350, -11.017, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.952,3920, 0.010, -0.014, 1.001, -0.13, -0.01, 0.02, -11.500, 23.350, -11.017, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.954,3923, 0.010, -0.011, 0.999, -0.18, -0.05, 0.02, -11.292, 23.225, -11.058, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.956,3925, 0.008, -0.015, 0.999, -0.17, -0.08, 0.04, -11.292, 23.225, -11.058, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.960,3928, 0.007, -0.015, 1.000, -0.09, -0.07, -0.03, -11.292, 23.225, -11.058, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.962,3930, 0.008, -0.013, 0.997, -0.09, -0.04, -0.06, -11.292, 23.225, -11.058, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.964,3933, 0.008, -0.015, 1.000, -0.12, -0.05, -0.04, -11.100, 23.708, -10.667, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.966,3935, 0.008, -0.013, 1.002, -0.17, -0.08, -0.01, -11.100, 23.708, -10.667, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.970,3938, 0.009, -0.014, 1.001, -0.20, -0.10, 0.00, -11.100, 23.708, -10.667, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.972,3940, 0.007, -0.012, 1.001, -0.17, -0.05, -0.01, -11.100, 23.708, -10.667, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.974,3943, 0.007, -0.014, 1.000, -0.09, 0.01, -0.01, -11.500, 23.308, -11.017, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.976,3945, 0.008, -0.014, 1.001, 0.03, 0.02, 0.02, -11.500, 23.308, -11.017, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.980,3948, 0.005, -0.012, 0.997, 0.08, 0.05, 0.01, -11.500, 23.308, -11.017, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.982,3951, 0.007, -0.011, 1.001, 0.02, 0.02, -0.04, -11.500, 23.308, -11.017, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.984,3953, 0.008, -0.013, 1.003, -0.06, -0.01, -0.07, -11.183, 23.433, -11.017, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.986,3956, 0.008, -0.014, 1.000, -0.13, -0.05, -0.04, -11.183, 23.433, -11.017, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.990,3958, 0.008, -0.013, 0.999, -0.14, -0.08, 0.02, -11.183, 23.433, -11.017, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.992,3961, 0.009, -0.010, 1.001, -0.09, -0.07, 0.07, -11.183, 23.433, -11.017, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.994,3963, 0.009, -0.015, 0.996, 0.00, -0.02, 0.07, -11.292, 23.392, -10.833, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-38.998,3966, 0.009, -0.014, 0.996, 0.05, 0.02, -0.04, -11.292, 23.392, -10.833, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.000,3968, 0.008, -0.013, 0.994, 0.06, 0.02, -0.04, -11.292, 23.392, -10.833, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.002,3971, 0.009, -0.013, 1.001, 0.05, -0.01, 0.01, -11.292, 23.392, -10.833, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.004,3973, 0.005, -0.012, 1.001, 0.02, -0.04, 0.05, -11.500, 23.667, -11.333, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.006,3976, 0.006, -0.014, 1.000, -0.03, -0.08, 0.04, -11.500, 23.667, -11.333, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.010,3978, 0.010, -0.010, 0.998, -0.06, -0.08, 0.02, -11.500, 23.667, -11.333, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.012,3981, 0.008, -0.012, 0.998, -0.01, -0.07, 0.02, -11.500, 23.667, -11.333, -0.47, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.014,3983, 0.009, -0.014, 0.998, -0.01, -0.05, 0.04, -11.333, 23.267, -11.100, -0.47, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.016,3986, 0.010, -0.014, 1.002, -0.01, -0.04, 0.02, -11.333, 23.267, -11.100, -0.47, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.020,3988, 0.007, -0.015, 1.002, -0.04, -0.04, 0.02, -11.333, 23.267, -11.100, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.022,3991, 0.009, -0.012, 0.997, -0.01, -0.04, -0.03, -11.333, 23.267, -11.100, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.024,3993, 0.009, -0.014, 1.001, -0.06, -0.02, -0.03, -11.458, 23.433, -11.183, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.026,3996, 0.007, -0.013, 1.001, -0.09, -0.01, 0.01, -11.458, 23.433, -11.183, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.030,3998, 0.008, -0.012, 1.000, -0.10, 0.06, 0.01, -11.458, 23.433, -11.183, -0.47, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.032,4001, 0.008, -0.014, 0.997, -0.07, 0.09, 0.01, -11.458, 23.433, -11.183, -0.47, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.034,4003, 0.006, -0.013, 1.000, 0.03, 0.07, 0.01, -11.183, 23.308, -11.183, -0.47, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.036,4006, 0.010, -0.013, 1.000, 0.09, 0.02, -0.01, -11.183, 23.308, -11.183, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.040,4008, 0.007, -0.013, 1.000, 0.09, 0.02, -0.06, -11.183, 23.308, -11.183, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.042,4011, 0.009, -0.013, 0.999, -0.03, 0.02, -0.04, -11.183, 23.308, -11.183, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.044,4013, 0.009, -0.013, 0.998, -0.10, 0.01, 0.02, -11.267, 23.058, -10.708, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.046,4016, 0.009, -0.014, 1.002, -0.13, -0.01, 0.04, -11.267, 23.058, -10.708, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.050,4018, 0.009, -0.013, 1.000, -0.07, -0.01, -0.01, -11.267, 23.058, -10.708, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.052,4021, 0.009, -0.013, 1.001, -0.01, -0.01, -0.06, -11.267, 23.058, -10.708, -0.47, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.054,4023, 0.008, -0.015, 1.000, 0.00, 0.02, -0.07, -11.017, 23.433, -10.433, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.058,4026, 0.009, -0.012, 0.999, 0.03, 0.04, -0.06, -11.017, 23.433, -10.433, -0.46, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.060,4028, 0.008, -0.014, 1.004, 0.05, 0.05, -0.04, -11.017, 23.433, -10.433, -0.47, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.061,4031, 0.010, -0.013, 1.000, 0.02, 0.05, -0.03, -11.017, 23.433, -10.433, -0.47, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.063,4033, 0.008, -0.013, 1.001, 0.00, 0.05, -0.03, -10.933, 23.392, -10.975, -0.47, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.067,4036, 0.010, -0.013, 0.997, -0.07, 0.05, -0.04, -10.933, 23.392, -10.975, -0.47, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.069,4038, 0.009, -0.013, 1.000, -0.13, 0.04, -0.06, -10.933, 23.392, -10.975, -0.47, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.071,4041, 0.006, -0.015, 1.001, -0.16, 0.01, -0.09, -10.933, 23.392, -10.975, -0.47, -0.76, 0.02, 1.000, -0.007, -0.004, 0.000
17-53-39.073,4043, 0.009, -0.014, 0.997, -0.18, -0.02, -0.07, -11.333, 23.500, -10.792, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.077,4046, 0.006, -0.014, 0.998, -0.15, -0.05, -0.04, -11.333, 23.500, -10.792, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.079,4048, 0.009, -0.013, 0.998, -0.13, -0.04, 0.01, -11.333, 23.500, -10.792, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.081,4051, 0.009, -0.015, 1.000, -0.15, -0.01, -0.04, -11.333, 23.500, -10.792, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.083,4053, 0.007, -0.013, 0.999, -0.18, 0.03, -0.04, -11.333, 23.350, -11.017, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.087,4056, 0.008, -0.011, 1.000, -0.17, -0.01, -0.04, -11.333, 23.350, -11.017, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.089,4058, 0.008, -0.014, 1.002, -0.15, -0.01, -0.03, -11.333, 23.350, -11.017, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.091,4061, 0.006, -0.014, 1.001, -0.07, -0.01, -0.07, -11.333, 23.350, -11.017, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.093,4063, 0.006, -0.013, 1.000, -0.01, 0.01, -0.10, -11.100, 23.308, -10.667, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.097,4066, 0.008, -0.011, 0.998, 0.02, 0.02, -0.09, -11.100, 23.308, -10.667, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.099,4068, 0.007, -0.013, 0.998, 0.03, 0.07, -0.06, -11.100, 23.308, -10.667, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.101,4071, 0.012, -0.013, 0.998, -0.01, 0.05, -0.03, -11.100, 23.308, -10.667, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.103,4073, 0.010, -0.013, 0.998, 0.02, 0.02, -0.03, -11.267, 23.500, -10.750, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.107,4076, 0.008, -0.015, 1.003, 0.03, -0.02, 0.01, -11.267, 23.500, -10.750, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.109,4078, 0.008, -0.014, 0.998, 0.06, -0.04, 0.02, -11.267, 23.500, -10.750, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.111,4081, 0.006, -0.016, 0.999, 0.03, -0.04, 0.01, -11.267, 23.500, -10.750, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.113,4083, 0.008, -0.015, 0.999, -0.01, -0.05, -0.01, -11.292, 23.625, -11.183, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.117,4086, 0.006, -0.015, 0.999, 0.00, -0.05, -0.01, -11.292, 23.625, -11.183, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.119,4088, 0.007, -0.014, 0.997, 0.03, -0.04, -0.03, -11.292, 23.625, -11.183, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.121,4091, 0.008, -0.012, 1.000, 0.09, -0.04, -0.06, -11.292, 23.625, -11.183, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.125,4093, 0.007, -0.016, 0.999, 0.09, -0.01, -0.07, -11.333, 23.017, -10.558, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.127,4096, 0.008, -0.015, 0.999, 0.08, 0.02, -0.07, -11.333, 23.017, -10.558, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.129,4098, 0.008, -0.012, 1.000, 0.06, 0.10, -0.06, -11.333, 23.017, -10.558, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.131,4101, 0.006, -0.012, 0.999, 0.05, 0.13, -0.03, -11.333, 23.017, -10.558, -0.47, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.135,4103, 0.007, -0.012, 1.001, 0.00, 0.16, -0.04, -11.142, 23.350, -11.058, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
17-53-39.137,4106, 0.007, -0.013, 0.998, -0.06, 0.15, -0.04, -11.142, 23.350, -11.058, -0.46, -0.76, 0.01, 1.000, -0.007, -0.004, 0.000
