Time,ID,AccRaw, AccRawY, AccRawZ,GyoRawX, GyoRawY, GyoRawZ,GyoCalibratedX, GyoCalibratedY, GyoCalibratedZ,Pitch, Roll, Yaw,Q(w), Q(x), Q(y), Q(z),Pressure
2018/3/12 23:10:52 61,0,1020,2,-11,11,-35,22,-10,3,-2,-85.15,175.8,-6.6,0.06582791,0.7332376,-0.06708571,0.6734455,0
2018/3/12 23:10:52 79,0,1019,2,-8,16,-25,26,-6,12,0,-85.16,175.8,-6.5,0.06584091,0.7331776,-0.06709106,0.6735089,0
2018/3/12 23:10:52 99,0,1019,2,-8,21,-23,28,0,15,2,-85.18,175.79,-6.5,0.06584964,0.7330493,-0.06708937,0.6736478,0
2018/3/12 23:10:52 119,0,1020,2,-9,24,-37,33,2,1,7,-85.19,175.8,-6.6,0.06584365,0.7329887,-0.06709292,0.6737142,0
2018/3/12 23:10:52 141,0,1020,2,-9,29,-37,37,7,1,11,-85.19,175.83,-6.6,0.06582315,0.7329876,-0.06709954,0.6737166,0
2018/3/12 23:10:52 161,0,1020,2,-11,29,-36,35,7,2,10,-85.19,175.86,-6.6,0.06580044,0.7329842,-0.06710273,0.6737222,0
2018/3/12 23:10:52 178,0,1020,3,-9,25,-35,29,3,3,3,-85.19,175.87,-6.6,0.0657875,0.7329813,-0.06710508,0.6737264,0
2018/3/12 23:10:52 200,0,1020,3,-9,24,-24,20,2,14,-5,-85.19,175.86,-6.6,0.06578746,0.7329681,-0.06709646,0.6737417,0
2018/3/12 23:10:52 220,0,1020,2,-11,19,-20,19,-3,18,-6,-85.2,175.85,-6.6,0.06579892,0.732948,-0.06708813,0.6737632,0
2018/3/12 23:10:52 240,0,1020,2,-11,13,-15,22,-8,23,-2,-85.2,175.83,-6.6,0.06581607,0.7329212,-0.06708935,0.6737907,0
2018/3/12 23:10:52 260,0,1019,0,-10,12,-24,28,-9,14,3,-85.22,175.83,-6.6,0.0658301,0.732805,-0.06709783,0.6739147,0
2018/3/12 23:10:52 280,0,1020,1,-10,9,-40,30,-12,-1,4,-85.23,175.84,-6.6,0.06584143,0.7327498,-0.06711645,0.6739718,0
2018/3/12 23:10:52 300,0,1020,1,-10,14,-45,32,-7,-6,6,-85.23,175.85,-6.6,0.06584539,0.7327566,-0.06713556,0.6739622,0
2018/3/12 23:10:52 320,0,1021,4,-13,27,-22,29,5,16,3,-85.23,175.86,-6.6,0.06583895,0.7327454,-0.06713876,0.6739746,0
2018/3/12 23:10:52 340,0,1020,3,-12,32,-9,28,9,28,2,-85.24,175.87,-6.6,0.06582613,0.732714,-0.06712661,0.6740112,0
2018/3/12 23:10:52 360,0,1020,3,-12,24,-14,28,2,24,3,-85.24,175.87,-6.6,0.06582052,0.7326835,-0.06712323,0.6740452,0
2018/3/12 23:10:52 380,0,1020,2,-9,28,-27,28,6,11,2,-85.24,175.87,-6.6,0.06581261,0.7326659,-0.06711832,0.6740656,0
2018/3/12 23:10:52 400,0,1020,2,-9,32,-44,28,9,-5,2,-85.24,175.88,-6.6,0.06579644,0.7326682,-0.06710944,0.6740657,0
2018/3/12 23:10:52 420,0,1019,2,-10,24,-55,29,2,-16,3,-85.26,175.89,-6.6,0.06578963,0.7325934,-0.06710636,0.6741478,0
2018/3/12 23:10:52 440,0,1020,3,-12,19,-40,26,-3,-1,0,-85.26,175.89,-6.6,0.06579185,0.7325512,-0.06711054,0.6741931,0
2018/3/12 23:10:52 460,0,1020,3,-12,17,-13,22,-4,25,-3,-85.27,175.88,-6.6,0.06580241,0.7325286,-0.06711006,0.6742167,0
2018/3/12 23:10:52 479,0,1020,2,-10,16,-15,24,-5,23,-1,-85.27,175.87,-6.6,0.06581488,0.7324969,-0.06711054,0.6742499,0
2018/3/12 23:10:52 499,0,1021,2,-6,22,-40,29,0,-1,3,-85.27,175.88,-6.6,0.06581353,0.7324915,-0.067115,0.6742555,0
2018/3/12 23:10:52 520,0,1021,2,-6,25,-35,30,3,3,4,-85.27,175.89,-6.6,0.06580358,0.7324917,-0.06711799,0.674256,0
2018/3/12 23:10:52 538,0,1019,1,-8,16,-25,25,-5,12,0,-85.28,175.89,-6.6,0.06581035,0.7324314,-0.06711923,0.6743206,0
2018/3/12 23:10:52 560,0,1019,1,-8,7,-34,23,-14,4,-2,-85.3,175.87,-6.6,0.06583525,0.7323149,-0.06712697,0.6744438,0
2018/3/12 23:10:52 580,0,1020,2,-10,11,-38,24,-10,0,-1,-85.3,175.87,-6.6,0.06585351,0.7323132,-0.06714045,0.6744426,0
2018/3/12 23:10:52 600,0,1019,4,-11,23,-23,24,1,15,-1,-85.31,175.86,-6.6,0.0658618,0.7322611,-0.06713629,0.6744989,0
2018/3/12 23:10:52 621,0,1019,4,-11,28,-19,25,6,19,0,-85.33,175.84,-6.6,0.0658657,0.7321458,-0.06711946,0.6746251,0
2018/3/12 23:10:52 641,0,1020,3,-11,25,-28,27,3,9,1,-85.33,175.85,-6.6,0.06585981,0.7321315,-0.06711429,0.674642,0
2018/3/12 23:10:52 660,0,1020,3,-11,22,-36,26,0,2,0,-85.33,175.85,-6.6,0.0658567,0.7321275,-0.0671128,0.6746466,0
2018/3/12 23:10:52 679,0,1019,3,-13,16,-32,22,-5,6,-3,-85.35,175.83,-6.6,0.06587076,0.7320437,-0.06710973,0.6747366,0
2018/3/12 23:10:52 700,0,1020,3,-9,25,-27,22,3,11,-3,-85.36,175.82,-6.6,0.06587988,0.7319885,-0.06709974,0.6747964,0
2018/3/12 23:10:52 720,0,1020,3,-9,32,-38,31,10,0,5,-85.36,175.83,-6.6,0.06586483,0.7319849,-0.06709167,0.6748028,0
2018/3/12 23:10:52 740,0,1019,2,-9,27,-47,37,5,-8,11,-85.37,175.85,-6.6,0.06584758,0.7318992,-0.06709318,0.6748973,0
2018/3/12 23:10:52 760,0,1019,4,-10,22,-43,32,0,-4,6,-85.39,175.86,-6.6,0.06584287,0.7318151,-0.06709784,0.6749883,0
2018/3/12 23:10:52 779,0,1019,4,-10,22,-35,24,0,3,-1,-85.4,175.85,-6.6,0.06585047,0.7317185,-0.06709152,0.6750928,0
2018/3/12 23:10:52 800,0,1020,3,-10,24,-25,20,2,12,-5,-85.41,175.84,-6.6,0.06585403,0.7317068,-0.06708195,0.6751063,0
2018/3/12 23:10:52 820,0,1020,3,-10,22,-25,23,0,13,-2,-85.41,175.83,-6.6,0.06585764,0.7316906,-0.06707527,0.6751241,0
2018/3/12 23:10:52 840,0,1020,2,-10,23,-31,28,1,7,3,-85.41,175.83,-6.6,0.06585434,0.7316798,-0.06707504,0.6751362,0
2018/3/12 23:10:52 862,0,1021,3,-10,25,-40,28,3,-1,2,-85.41,175.84,-6.6,0.06584583,0.7316785,-0.0670745,0.6751385,0
2018/3/12 23:10:52 879,0,1021,3,-10,23,-51,26,1,-12,0,-85.41,175.85,-6.6,0.06584022,0.7316903,-0.0670746,0.6751263,0
2018/3/12 23:10:52 901,0,1020,3,-9,21,-43,25,0,-4,0,-85.41,175.85,-6.6,0.0658396,0.7316996,-0.06707615,0.675116,0
2018/3/12 23:10:52 921,0,1020,1,-9,16,-27,25,-6,11,0,-85.41,175.85,-6.6,0.06584616,0.7316901,-0.06708086,0.6751252,0
2018/3/12 23:10:52 940,0,1020,1,-9,12,-19,23,-9,19,-2,-85.41,175.84,-6.6,0.06586154,0.7316682,-0.06708689,0.6751469,0
2018/3/12 23:10:52 960,0,1018,2,-11,16,-25,24,-6,13,-1,-85.44,175.82,-6.6,0.06588347,0.731497,-0.06708416,0.6753304,0
2018/3/12 23:10:52 979,0,1018,2,-11,19,-28,24,-2,10,-1,-85.5,175.79,-6.5,0.06590918,0.7311692,-0.06706996,0.6756842,0
2018/3/12 23:10:53 1,0,1021,3,-12,18,-26,20,-3,12,-5,-85.5,175.78,-6.5,0.06591928,0.731155,-0.06706699,0.6756989,0
2018/3/12 23:10:53 21,0,1019,4,-12,20,-30,19,-1,8,-6,-85.51,175.76,-6.5,0.06593475,0.7311093,-0.06705692,0.6757479,0
2018/3/12 23:10:53 40,0,1019,4,-12,24,-25,24,2,12,-1,-85.52,175.74,-6.5,0.0659445,0.7310128,-0.06704424,0.6758526,0
2018/3/12 23:10:53 60,0,1020,2,-9,29,-20,26,7,18,0,-85.53,175.74,-6.5,0.06593859,0.7309927,-0.06703521,0.6758757,0
2018/3/12 23:10:53 79,0,1020,2,-9,25,-25,28,3,12,3,-85.53,175.74,-6.5,0.06593072,0.730975,-0.0670312,0.6758961,0
2018/3/12 23:10:53 100,0,1020,0,-6,17,-37,29,-4,1,3,-85.53,175.75,-6.5,0.06593098,0.7309684,-0.0670388,0.6759025,0
2018/3/12 23:10:53 120,0,1019,2,-10,16,-59,34,-6,-20,8,-85.53,175.77,-6.5,0.06593055,0.7309451,-0.06705528,0.675926,0
2018/3/12 23:10:53 140,0,1019,2,-10,22,-61,33,0,-22,7,-85.55,175.79,-6.5,0.06592458,0.7308798,-0.06706578,0.6759961,0
2018/3/12 23:10:53 160,0,1019,3,-11,22,-41,32,0,-3,6,-85.56,175.8,-6.6,0.06591991,0.7308073,-0.06706825,0.6760747,0
2018/3/12 23:10:53 179,0,1020,2,-11,18,-25,28,-3,13,3,-85.57,175.8,-6.6,0.06592313,0.730751,-0.06707347,0.6761349,0
2018/3/12 23:10:53 201,0,1020,2,-11,22,-15,25,0,23,0,-85.57,175.8,-6.6,0.06592513,0.7307246,-0.06707253,0.6761632,0
2018/3/12 23:10:53 221,0,1018,1,-9,28,-24,25,6,14,0,-85.6,175.79,-6.5,0.06592745,0.7305514,-0.06705946,0.6763515,0
2018/3/12 23:10:53 241,0,1018,1,-9,28,-33,27,6,5,1,-85.66,175.78,-6.5,0.0659327,0.7302272,-0.06704122,0.6767026,0
2018/3/12 23:10:53 260,0,1020,1,-8,31,-40,31,9,-1,5,-85.66,175.8,-6.5,0.06591648,0.7302269,-0.06703631,0.6767051,0
2018/3/12 23:10:53 279,0,1021,3,-9,25,-46,30,3,-7,4,-85.66,175.81,-6.6,0.06590186,0.7302355,-0.06703739,0.6766973,0
2018/3/12 23:10:53 301,0,1021,3,-9,19,-29,26,-3,9,0,-85.66,175.82,-6.6,0.06590227,0.7302306,-0.06704088,0.6767021,0
2018/3/12 23:10:53 321,0,1019,4,-12,13,-20,22,-8,18,-3,-85.67,175.79,-6.5,0.06592301,0.7301337,-0.06703772,0.676805,0
2018/3/12 23:10:53 339,0,1019,4,-13,12,-34,19,-9,4,-6,-85.69,175.77,-6.5,0.06594778,0.7300522,-0.06703395,0.6768909,0
2018/3/12 23:10:53 360,0,1019,4,-13,13,-17,18,-8,21,-7,-85.7,175.73,-6.5,0.0659775,0.7299573,-0.06702692,0.6769909,0
2018/3/12 23:10:53 379,0,1020,4,-11,23,-3,20,1,35,-5,-85.71,175.7,-6.5,0.06599244,0.7298803,-0.06701388,0.6770739,0
2018/3/12 23:10:53 401,0,1020,4,-11,25,-22,23,3,16,-2,-85.72,175.69,-6.4,0.06599423,0.7298527,-0.06700148,0.6771045,0
2018/3/12 23:10:53 421,0,1018,1,-10,17,-74,40,-4,-35,14,-85.76,175.71,-6.5,0.06599453,0.7295838,-0.06700925,0.6773933,0
2018/3/12 23:10:53 441,0,1019,2,-12,7,-96,44,-14,-57,18,-85.78,175.76,-6.5,0.06599122,0.7294626,-0.06704759,0.6775205,0
2018/3/12 23:10:53 460,0,1019,2,-12,17,-56,37,-4,-17,11,-85.79,175.79,-6.6,0.06598657,0.7294176,-0.06707484,0.6775668,0
2018/3/12 23:10:53 479,0,1020,1,-8,28,19,20,6,58,-5,-85.8,175.79,-6.5,0.06598709,0.7293712,-0.06706498,0.6776177,0
2018/3/12 23:10:53 500,0,1020,1,-8,28,50,6,6,89,-19,-85.82,175.72,-6.5,0.06600815,0.7292714,-0.0670257,0.6777268,0
2018/3/12 23:10:53 520,0,1019,2,-6,23,8,9,1,47,-16,-85.84,175.65,-6.4,0.06603896,0.7291097,-0.06698577,0.6779017,0
2018/3/12 23:10:53 540,0,1019,2,-10,15,-40,26,-6,-1,0,-85.86,175.63,-6.4,0.0660567,0.7290136,-0.06698166,0.6780039,0
2018/3/12 23:10:53 560,0,1019,2,-10,16,-53,34,-5,-14,8,-85.87,175.65,-6.4,0.06605925,0.728942,-0.06699651,0.6780791,0
2018/3/12 23:10:53 579,0,1020,3,-14,19,-44,25,-3,-5,0,-85.87,175.65,-6.4,0.06606114,0.7289513,-0.06700411,0.6780682,0
2018/3/12 23:10:53 601,0,1020,3,-11,22,-24,22,0,14,-3,-85.87,175.64,-6.4,0.0660665,0.7289413,-0.06699844,0.6780789,0
2018/3/12 23:10:53 621,0,1020,3,-11,22,-8,25,0,30,0,-85.88,175.63,-6.4,0.06607179,0.728909,-0.06699303,0.6781136,0
2018/3/12 23:10:53 641,0,1019,2,-8,26,-13,27,4,25,1,-85.89,175.63,-6.4,0.06607196,0.728837,-0.0669859,0.6781918,0
2018/3/12 23:10:53 659,0,1019,2,-8,25,-32,27,3,6,1,-85.91,175.62,-6.4,0.06607144,0.7287326,-0.06697714,0.6783049,0
2018/3/12 23:10:53 679,0,1020,1,-10,19,-53,34,-3,-14,8,-85.91,175.64,-6.4,0.06606433,0.7287439,-0.06698857,0.6782923,0
2018/3/12 23:10:53 700,0,1020,3,-14,18,-56,37,-3,-17,11,-85.9,175.68,-6.4,0.06605283,0.7287638,-0.06700949,0.67827,0
2018/3/12 23:10:53 720,0,1020,3,-14,19,-32,31,-3,6,5,-85.9,175.7,-6.5,0.06604794,0.7287629,-0.06702349,0.67827,0
2018/3/12 23:10:53 740,0,1020,4,-12,22,-9,22,0,28,-3,-85.91,175.69,-6.5,0.06605297,0.7287336,-0.06701933,0.6783014,0
2018/3/12 23:10:53 759,0,1020,4,-12,25,-6,18,3,32,-7,-85.91,175.66,-6.4,0.06606181,0.7286959,-0.06700335,0.6783426,0
2018/3/12 23:10:53 777,0,1020,2,-9,23,-26,22,1,12,-2,-85.92,175.65,-6.4,0.0660658,0.7286754,-0.06699343,0.6783653,0
2018/3/12 23:10:53 799,0,1020,1,-8,20,-45,31,-1,-6,5,-85.92,175.66,-6.4,0.06606221,0.728678,-0.0669992,0.6783623,0
2018/3/12 23:10:53 818,0,1020,1,-8,21,-61,37,0,-22,11,-85.91,175.69,-6.5,0.06604861,0.7286992,-0.06701652,0.6783391,0
2018/3/12 23:10:53 840,0,1020,4,-11,22,-61,33,0,-22,7,-85.91,175.72,-6.5,0.06603426,0.7287271,-0.06703071,0.6783091,0
2018/3/12 23:10:53 860,0,1020,3,-12,23,-34,25,1,4,0,-85.91,175.73,-6.5,0.06603046,0.728731,-0.06703282,0.678305,0
2018/3/12 23:10:53 879,0,1020,3,-12,32,-12,20,10,26,-5,-85.91,175.72,-6.5,0.06602771,0.7287054,-0.06701462,0.6783346,0
2018/3/12 23:10:53 899,0,1019,0,-7,32,-17,25,10,21,0,-85.93,175.71,-6.5,0.0660207,0.7285902,-0.06699502,0.678461,0
2018/3/12 23:10:53 919,0,1019,0,-7,24,-26,24,2,12,-1,-85.95,175.7,-6.5,0.06602009,0.7284794,-0.06698406,0.6785809,0
2018/3/12 23:10:53 939,0,1019,0,-8,9,-35,28,-12,3,2,-85.97,175.7,-6.5,0.06603336,0.7283862,-0.066994,0.6786789,0
2018/3/12 23:10:53 959,0,1019,4,-11,7,-48,33,-14,-9,7,-85.98,175.71,-6.5,0.06604955,0.7283128,-0.06701747,0.6787537,0
2018/3/12 23:10:59 435,0,48,-1001,5,35,-32,27,12,6,1,-2.72,-89.7,-12.5,-0.7025868,0.702695,-0.0606277,0.09442417,0
2018/3/12 23:10:59 435,0,48,-1002,5,17,-28,25,-4,9,0,-2.72,-89.7,-12.6,-0.7026065,0.7026705,-0.06059784,0.09447828,0
2018/3/12 23:10:59 447,0,48,-1002,5,8,-30,23,-13,8,-2,-2.73,-89.7,-12.6,-0.7026083,0.7026643,-0.06057249,0.09452765,0
2018/3/12 23:10:59 461,0,46,-1002,3,35,-30,25,13,8,0,-2.73,-89.7,-12.6,-0.702603,0.7026674,-0.0605848,0.09453512,0
2018/3/12 23:10:59 478,0,46,-1002,3,57,-30,25,35,8,0,-2.72,-89.7,-12.6,-0.7026004,0.7026699,-0.06062955,0.09450812,0
2018/3/12 23:10:59 499,0,46,-1001,6,52,-29,25,30,9,0,-2.72,-89.68,-12.6,-0.702697,0.7025716,-0.06065878,0.09450144,0
2018/3/12 23:10:59 521,0,45,-1002,5,45,-30,28,22,8,3,-2.71,-89.67,-12.6,-0.7027628,0.702505,-0.06070995,0.094473,0
2018/3/12 23:10:59 541,0,45,-1001,5,6,-33,29,-15,5,3,-2.7,-89.67,-12.6,-0.7027744,0.7024949,-0.06077807,0.09442014,0
2018/3/12 23:10:59 561,0,47,-1001,3,-19,-35,28,-41,3,3,-2.7,-89.69,-12.6,-0.7026715,0.7025965,-0.06078016,0.09442688,0
2018/3/12 23:10:59 578,0,47,-1001,3,9,-37,29,-12,1,3,-2.71,-89.7,-12.6,-0.7025962,0.7026716,-0.06077936,0.09443041,0
2018/3/12 23:10:59 600,0,48,-1001,3,35,-33,28,12,5,2,-2.71,-89.71,-12.6,-0.7025587,0.7027062,-0.06074158,0.09447554,0
2018/3/12 23:10:59 622,0,46,-1002,3,42,-31,28,20,7,3,-2.71,-89.71,-12.6,-0.7025412,0.702722,-0.06074432,0.09448751,0
2018/3/12 23:10:59 642,0,46,-1001,3,42,-34,29,20,4,3,-2.71,-89.71,-12.6,-0.7025316,0.7027317,-0.06078034,0.09446267,0
2018/3/12 23:10:59 660,0,47,-1000,4,31,-35,28,9,3,3,-2.71,-89.71,-12.6,-0.702543,0.7027192,-0.06077198,0.0944775,0
2018/3/12 23:10:59 678,0,47,-1002,4,6,-32,26,-15,6,0,-2.71,-89.71,-12.6,-0.702528,0.7027323,-0.06076953,0.09449333,0
2018/3/12 23:10:59 700,0,47,-1001,4,-2,-31,22,-24,7,-3,-2.72,-89.72,-12.6,-0.7024949,0.7027626,-0.06077037,0.09451249,0
2018/3/12 23:10:59 722,0,46,-1002,4,27,-32,24,5,6,-1,-2.71,-89.72,-12.6,-0.7024916,0.7027644,-0.06078413,0.09451505,0
2018/3/12 23:10:59 740,0,46,-1001,4,64,-32,24,42,6,-1,-2.71,-89.71,-12.6,-0.7025341,0.7027213,-0.06080947,0.09450278,0
2018/3/12 23:10:59 760,0,46,-1001,4,67,-30,20,45,8,-5,-2.71,-89.7,-12.6,-0.7025871,0.7026671,-0.06082824,0.09450078,0
2018/3/12 23:10:59 777,0,48,-1001,6,27,-33,21,5,5,-4,-2.71,-89.69,-12.6,-0.7026305,0.7026205,-0.06080915,0.09453566,0
2018/3/12 23:10:59 801,0,48,-1000,6,-31,-34,27,-53,4,1,-2.72,-89.69,-12.6,-0.7026314,0.7026156,-0.06077082,0.09458978,0
2018/3/12 23:10:59 821,0,47,-1002,4,-35,-31,29,-57,7,3,-2.72,-89.71,-12.6,-0.7025486,0.7026966,-0.06078878,0.09459184,0
2018/3/12 23:10:59 840,0,47,-1002,4,-8,-28,25,-30,10,0,-2.72,-89.71,-12.6,-0.7024992,0.7027433,-0.06080415,0.09460279,0
2018/3/12 23:10:59 860,0,48,-1001,3,19,-28,20,-3,9,-5,-2.73,-89.72,-12.6,-0.7024474,0.7027905,-0.06077632,0.09465454,0
2018/3/12 23:10:59 878,0,46,-1001,5,45,-29,18,23,9,-7,-2.73,-89.72,-12.6,-0.7024713,0.7027636,-0.06077364,0.09467871,0
2018/3/12 23:10:59 899,0,46,-1000,5,32,-29,22,9,9,-3,-2.72,-89.71,-12.6,-0.7025262,0.7027071,-0.06080537,0.09467122,0
2018/3/12 23:10:59 921,0,46,-1000,5,-9,-31,28,-32,7,2,-2.72,-89.71,-12.6,-0.7025332,0.7026989,-0.06084518,0.09465412,0
2018/3/12 23:10:59 941,0,45,-1002,4,-28,-35,32,-50,3,6,-2.71,-89.71,-12.6,-0.7024961,0.7027367,-0.06090621,0.09460741,0
2018/3/12 23:10:59 959,0,45,-1001,4,7,-37,28,-14,1,2,-2.7,-89.72,-12.6,-0.7024722,0.7027633,-0.06097324,0.09454547,0
2018/3/12 23:10:59 979,0,46,-1000,4,54,-34,19,32,4,-6,-2.7,-89.71,-12.6,-0.7025036,0.7027312,-0.06098315,0.09454464,0
2018/3/12 23:11:00 1,0,46,-1000,4,25,-33,22,3,5,-3,-2.7,-89.71,-12.6,-0.7025206,0.7027131,-0.06099597,0.09454404,0
2018/3/12 23:11:00 29,0,48,-1000,5,-14,-33,26,-36,5,0,-2.71,-89.71,-12.6,-0.7025099,0.7027193,-0.06095032,0.0946056,0
2018/3/12 23:11:00 41,0,47,-1002,2,20,-33,28,-1,5,2,-2.71,-89.72,-12.6,-0.7024702,0.7027563,-0.06093245,0.09463631,0
2018/3/12 23:11:00 61,0,47,-1001,2,67,-31,22,45,7,-2,-2.71,-89.72,-12.6,-0.7024432,0.7027819,-0.06092957,0.09465065,0
2018/3/12 23:11:00 78,0,46,-1000,5,54,-31,18,32,7,-7,-2.71,-89.71,-12.6,-0.702527,0.7026961,-0.06094358,0.09465666,0
2018/3/12 23:11:00 100,0,46,-1002,6,9,-35,24,-12,3,-1,-2.71,-89.7,-12.6,-0.7025722,0.7026501,-0.06096309,0.09464999,0
2018/3/12 23:11:00 120,0,46,-1001,6,8,-35,26,-13,3,0,-2.71,-89.69,-12.6,-0.7026122,0.7026094,-0.06098693,0.09463859,0
2018/3/12 23:11:00 141,0,46,-1002,4,51,-32,25,28,6,0,-2.7,-89.69,-12.6,-0.7026555,0.7025656,-0.0610075,0.09463121,0
2018/3/12 23:11:00 160,0,46,-1002,4,63,-28,24,41,9,-1,-2.7,-89.68,-12.6,-0.702688,0.7025316,-0.06103089,0.09462702,0
2018/3/12 23:11:00 177,0,48,-1002,4,38,-34,25,16,4,0,-2.71,-89.68,-12.6,-0.7026878,0.702528,-0.06098548,0.0946845,0
2018/3/12 23:11:00 199,0,48,-1002,4,19,-35,28,-2,3,3,-2.71,-89.68,-12.6,-0.7026636,0.7025495,-0.06094648,0.09472946,0
2018/3/12 23:11:00 220,0,48,-1001,4,3,-35,32,-18,3,7,-2.72,-89.69,-12.6,-0.7026232,0.7025876,-0.0609188,0.0947642,0
2018/3/12 23:11:00 241,0,48,-1002,3,-5,-35,32,-27,3,7,-2.73,-89.7,-12.6,-0.7025408,0.7026681,-0.06090095,0.09478858,0
2018/3/12 23:11:00 261,0,48,-1002,3,25,-28,27,3,10,1,-2.73,-89.71,-12.6,-0.7024871,0.7027185,-0.06088546,0.09482373,0
2018/3/12 23:11:00 278,0,47,-1001,5,50,-26,23,28,12,-2,-2.73,-89.7,-12.6,-0.7025443,0.7026576,-0.06089209,0.09484696,0
2018/3/12 23:11:00 301,0,46,-1002,6,28,-25,23,6,13,-2,-2.73,-89.69,-12.6,-0.7026037,0.7025946,-0.06091715,0.09485682,0
2018/3/12 23:11:00 321,0,46,-1001,6,-25,-29,29,-47,9,3,-2.72,-89.69,-12.6,-0.7026209,0.7025757,-0.06096686,0.09483821,0
2018/3/12 23:11:00 341,0,46,-1002,3,-31,-31,30,-53,7,4,-2.72,-89.71,-12.6,-0.7025114,0.7026852,-0.06102496,0.09480046,0
2018/3/12 23:11:00 360,0,45,-1002,4,17,-32,28,-4,6,2,-2.71,-89.71,-12.6,-0.7024782,0.7027188,-0.06108478,0.09475896,0
2018/3/12 23:11:00 378,0,45,-1001,4,30,-33,25,8,5,0,-2.7,-89.71,-12.6,-0.7024927,0.7027054,-0.06114538,0.09471238,0
2018/3/12 23:11:00 399,0,46,-1002,5,22,-36,27,0,2,1,-2.7,-89.71,-12.6,-0.7025156,0.702683,-0.06118026,0.09468588,0
2018/3/12 23:11:00 420,0,46,-1001,5,22,-32,25,0,6,0,-2.69,-89.7,-12.6,-0.7025456,0.7026521,-0.06119783,0.09468202,0
2018/3/12 23:11:00 440,0,47,-1000,4,25,-26,22,3,12,-3,-2.7,-89.7,-12.6,-0.7025372,0.7026563,-0.06118423,0.09472208,0
2018/3/12 23:11:00 460,0,47,-1002,3,47,-25,18,25,12,-7,-2.7,-89.7,-12.6,-0.7025304,0.7026584,-0.06117059,0.09476607,0
2018/3/12 23:11:00 479,0,47,-1001,3,61,-29,22,38,9,-3,-2.71,-89.7,-12.6,-0.70253,0.7026553,-0.06115887,0.09479859,0
2018/3/12 23:11:00 503,0,47,-1000,3,33,-32,27,11,6,1,-2.71,-89.71,-12.6,-0.7025107,0.7026722,-0.0611514,0.09482054,0
2018/3/12 23:11:00 521,0,48,-1001,4,2,-35,31,-19,3,5,-2.71,-89.71,-12.6,-0.7024706,0.7027101,-0.06113435,0.09484841,0
2018/3/12 23:11:00 541,0,48,-1000,4,6,-36,29,-15,2,3,-2.72,-89.72,-12.6,-0.702443,0.7027352,-0.06109989,0.09488908,0
2018/3/12 23:11:00 561,0,48,-1002,2,19,-31,25,-2,7,0,-2.73,-89.72,-12.6,-0.7023966,0.7027782,-0.06107174,0.09493066,0
2018/3/12 23:11:00 579,0,48,-1001,2,55,-28,20,33,10,-5,-2.73,-89.73,-12.6,-0.7023563,0.7028146,-0.06104509,0.09497773,0
2018/3/12 23:11:00 601,0,47,-1000,4,42,-30,25,20,8,0,-2.73,-89.72,-12.6,-0.7023953,0.702773,-0.06104787,0.09499603,0
2018/3/12 23:11:00 621,0,46,-1002,2,-10,-32,28,-32,6,3,-2.73,-89.73,-12.6,-0.7023457,0.7028219,-0.06108161,0.09497814,0
2018/3/12 23:11:00 641,0,46,-1001,2,-14,-30,23,-36,8,-2,-2.72,-89.75,-12.6,-0.7022451,0.7029225,-0.0611361,0.09494253,0
2018/3/12 23:11:00 659,0,47,-1001,4,24,-27,16,2,11,-9,-2.73,-89.74,-12.6,-0.7022545,0.7029094,-0.06113535,0.09497173,0
2018/3/12 23:11:00 679,0,47,-1001,4,14,-28,25,-7,10,0,-2.73,-89.74,-12.6,-0.7022679,0.7028925,-0.06114208,0.09499301,0
2018/3/12 23:11:00 701,0,47,-1001,5,-17,-29,30,-39,9,4,-2.73,-89.74,-12.6,-0.7022794,0.7028779,-0.06115634,0.09500653,0
2018/3/12 23:11:00 721,0,47,-1002,4,-9,-32,31,-32,6,5,-2.73,-89.74,-12.6,-0.7022697,0.7028854,-0.06117263,0.09501179,0
2018/3/12 23:11:00 741,0,47,-1002,4,22,-32,23,0,6,-2,-2.73,-89.74,-12.6,-0.7022752,0.702878,-0.06118024,0.09502225,0
2018/3/12 23:11:00 759,0,47,-1001,4,54,-30,22,32,8,-3,-2.73,-89.73,-12.6,-0.702319,0.7028316,-0.06117703,0.09504416,0
2018/3/12 23:11:00 778,0,45,-1002,4,48,-31,26,-6,0,1,-2.72,-89.73,-12.6,-0.7023317,0.7028201,-0.06120796,0.09501327,0
2018/3/12 23:11:00 801,0,45,-1001,4,26,-33,28,-27,-3,3,-2.71,-89.73,-12.6,-0.7023249,0.7028306,-0.06127376,0.09494336,0
2018/3/12 23:11:00 821,0,46,-1002,4,19,-32,25,-35,-2,0,-2.7,-89.74,-12.6,-0.7023034,0.7028548,-0.06131354,0.09490017,0
2018/3/12 23:11:00 841,0,46,-1001,4,36,-32,22,-17,-1,-3,-2.7,-89.74,-12.6,-0.7022927,0.7028663,-0.06132942,0.09488279,0
2018/3/12 23:11:00 861,0,47,-1000,4,49,-37,25,-4,-6,0,-2.71,-89.74,-12.6,-0.7023001,0.7028593,-0.06130278,0.09489727,0
2018/3/12 23:11:00 878,0,48,-1002,3,25,-36,29,-28,-6,4,-2.71,-89.74,-12.6,-0.7022705,0.7028895,-0.06126942,0.09491378,0
2018/3/12 23:11:00 901,0,48,-1002,3,9,-31,25,-44,0,0,-2.72,-89.75,-12.6,-0.7021991,0.7029594,-0.06123284,0.0949472,0
