-183.800, 80.200, 0.000,  0.000
-183.800, 80.200, 0.000,  0.015
-183.800, 80.200, 0.000,  0.032
-183.800, 80.200, 0.000,  0.049
-183.800, 80.200, 0.000,  0.066
-183.800, 80.200, 0.000,  0.083
-183.800, 80.200, 0.000,  0.100
-183.800, 80.200, -0.013,  0.117
-183.800, 80.199, 0.045,  0.134
-183.800, 80.199, 0.035,  0.151
-183.800, 80.198, 0.042,  0.168
-183.800, 80.197, 0.034,  0.185
-183.800, 80.197, 0.042,  0.202
-183.800, 80.196, 0.040,  0.219
-183.800, 80.195, 0.063,  0.236
-183.800, 80.193, 0.103,  0.253
-183.800, 80.190, 0.156,  0.270
-183.799, 80.186, 0.215,  0.287
-183.799, 80.181, 0.268,  0.304
-183.799, 80.177, 0.276,  0.321
-183.798, 80.170, 0.351,  0.338
-183.798, 80.163, 0.415,  0.355
-183.797, 80.153, 0.581,  0.372
-183.797, 80.140, 0.723,  0.389
-183.796, 80.125, 0.847,  0.406
-183.795, 80.108, 0.952,  0.423
-183.794, 80.090, 1.041,  0.440
-183.793, 80.071, 1.111,  0.457
-183.792, 80.052, 1.139,  0.474
-183.790, 80.032, 1.187,  0.491
-183.789, 80.011, 1.203,  0.508
-183.788, 79.991, 1.230,  0.525
-183.787, 79.970, 1.234,  0.542
-183.785, 79.950, 1.220,  0.559
-183.784, 79.930, 1.207,  0.576
-183.783, 79.911, 1.199,  0.593
-183.782, 79.891, 1.193,  0.610
-183.781, 79.872, 1.194,  0.627
-183.779, 79.852, 1.198,  0.644
-183.778, 79.832, 1.212,  0.661
-183.777, 79.812, 1.234,  0.678
-183.775, 79.791, 1.267,  0.695
-183.774, 79.769, 1.306,  0.712
-183.772, 79.747, 1.347,  0.729
-183.771, 79.724, 1.386,  0.746
-183.769, 79.700, 1.420,  0.763
-183.767, 79.676, 1.446,  0.780
-183.766, 79.652, 1.466,  0.797
-183.764, 79.627, 1.481,  0.814
-183.762, 79.603, 1.496,  0.831
-183.760, 79.577, 1.510,  0.848
-183.758, 79.552, 1.527,  0.865
-183.756, 79.527, 1.544,  0.882
-183.755, 79.501, 1.562,  0.899
-183.753, 79.475, 1.578,  0.916
-183.751, 79.448, 1.594,  0.933
-183.748, 79.421, 1.607,  0.950
-183.746, 79.395, 1.622,  0.967
-183.744, 79.368, 1.634,  0.984
-183.742, 79.340, 1.647,  1.001
-183.740, 79.313, 1.658,  1.018
-183.738, 79.285, 1.670,  1.035
-183.736, 79.257, 1.680,  1.052
-183.733, 79.229, 1.691,  1.069
-183.731, 79.201, 1.701,  1.086
-183.729, 79.173, 1.711,  1.103
-183.726, 79.144, 1.719,  1.120
-183.724, 79.116, 1.729,  1.137
-183.721, 79.087, 1.736,  1.154
-183.719, 79.058, 1.744,  1.171
-183.716, 79.029, 1.751,  1.188
-183.714, 79.000, 1.759,  1.205
-183.711, 78.971, 1.765,  1.222
-183.709, 78.941, 1.773,  1.239
-183.706, 78.912, 1.779,  1.256
-183.703, 78.882, 1.785,  1.273
-183.701, 78.852, 1.791,  1.290
-183.698, 78.823, 1.797,  1.307
-183.695, 78.793, 1.802,  1.324
-183.692, 78.763, 1.808,  1.341
-183.690, 78.733, 1.812,  1.358
-183.687, 78.703, 1.817,  1.375
-183.684, 78.673, 1.821,  1.392
-183.681, 78.642, 1.827,  1.409
-183.678, 78.612, 1.830,  1.426
-183.675, 78.582, 1.835,  1.443
-183.672, 78.551, 1.838,  1.460
-183.669, 78.521, 1.843,  1.477
-183.666, 78.490, 1.846,  1.494
-183.663, 78.459, 1.850,  1.511
-183.660, 78.429, 1.853,  1.528
-183.657, 78.398, 1.857,  1.545
-183.654, 78.367, 1.860,  1.562
-183.651, 78.336, 1.864,  1.579
-183.648, 78.305, 1.867,  1.596
-183.644, 78.274, 1.871,  1.613
-183.641, 78.243, 1.873,  1.630
-183.638, 78.212, 1.877,  1.647
-183.635, 78.181, 1.879,  1.664
-183.631, 78.150, 1.882,  1.681
-183.628, 78.119, 1.884,  1.698
-183.625, 78.087, 1.888,  1.715
-183.621, 78.056, 1.890,  1.732
-183.618, 78.025, 1.894,  1.749
-183.615, 77.993, 1.896,  1.766
-183.611, 77.962, 1.899,  1.783
-183.608, 77.931, 1.900,  1.800
-183.604, 77.899, 1.903,  1.817
-183.601, 77.867, 1.905,  1.834
-183.597, 77.836, 1.908,  1.851
-183.594, 77.804, 1.910,  1.868
-183.590, 77.773, 1.913,  1.885
-183.586, 77.741, 1.915,  1.902
-183.583, 77.709, 1.918,  1.919
-183.579, 77.677, 1.920,  1.936
-183.576, 77.645, 1.923,  1.953
-183.572, 77.614, 1.924,  1.970
-183.568, 77.582, 1.927,  1.987
-183.565, 77.550, 1.929,  2.004
-183.561, 77.518, 1.932,  2.021
-183.557, 77.486, 1.933,  2.038
-183.553, 77.454, 1.936,  2.055
-183.549, 77.422, 1.938,  2.072
-183.546, 77.390, 1.940,  2.089
-183.542, 77.357, 1.942,  2.106
-183.538, 77.325, 1.945,  2.123
-183.534, 77.293, 1.947,  2.140
-183.530, 77.261, 1.949,  2.157
-183.526, 77.228, 1.951,  2.174
-183.522, 77.196, 1.954,  2.191
-183.518, 77.164, 1.956,  2.208
-183.514, 77.131, 1.958,  2.225
-183.510, 77.099, 1.960,  2.242
-183.506, 77.067, 1.963,  2.259
-183.502, 77.034, 1.964,  2.276
-183.498, 77.001, 1.967,  2.293
-183.494, 76.969, 1.969,  2.310
-183.490, 76.936, 1.971,  2.327
-183.486, 76.904, 1.973,  2.344
-183.482, 76.871, 1.976,  2.361
-183.478, 76.838, 1.977,  2.378
-183.474, 76.806, 1.980,  2.395
-183.470, 76.773, 1.982,  2.412
-183.465, 76.740, 1.985,  2.429
-183.461, 76.707, 1.987,  2.446
-183.457, 76.674, 1.989,  2.463
-183.453, 76.641, 1.991,  2.480
-183.448, 76.608, 1.993,  2.497
-183.444, 76.575, 1.995,  2.514
-183.440, 76.542, 1.998,  2.531
-183.436, 76.509, 2.000,  2.548
-183.431, 76.476, 2.002,  2.565
-183.427, 76.443, 2.005,  2.582
-183.423, 76.410, 2.007,  2.599
-183.418, 76.377, 2.009,  2.616
-183.414, 76.343, 2.012,  2.633
-183.409, 76.310, 2.014,  2.650
-183.405, 76.277, 2.017,  2.667
-183.400, 76.243, 2.019,  2.684
-183.396, 76.210, 2.021,  2.701
-183.392, 76.177, 2.023,  2.718
-183.387, 76.143, 2.026,  2.735
-183.383, 76.110, 2.028,  2.752
-183.378, 76.076, 2.031,  2.769
-183.373, 76.043, 2.033,  2.786
-183.369, 76.009, 2.036,  2.803
-183.364, 75.975, 2.038,  2.820
-183.360, 75.942, 2.041,  2.837
-183.355, 75.908, 2.043,  2.854
-183.351, 75.874, 2.046,  2.871
-183.346, 75.840, 2.048,  2.888
-183.341, 75.806, 2.051,  2.905
-183.337, 75.772, 2.053,  2.922
-183.332, 75.738, 2.056,  2.939
-183.327, 75.704, 2.058,  2.956
-183.323, 75.670, 2.061,  2.973
-183.318, 75.636, 2.063,  2.990
-183.313, 75.602, 2.066,  3.007
-183.308, 75.568, 2.068,  3.024
-183.304, 75.534, 2.071,  3.041
-183.299, 75.500, 2.074,  3.058
-183.294, 75.465, 2.076,  3.075
-183.289, 75.431, 2.079,  3.092
-183.284, 75.397, 2.081,  3.109
-183.280, 75.362, 2.084,  3.126
-183.275, 75.328, 2.087,  3.143
-183.270, 75.293, 2.089,  3.160
-183.265, 75.259, 2.092,  3.177
-183.260, 75.224, 2.095,  3.194
-183.255, 75.190, 2.098,  3.211
-183.250, 75.155, 2.100,  3.228
-183.245, 75.120, 2.103,  3.245
-183.241, 75.086, 2.106,  3.262
-183.236, 75.051, 2.108,  3.279
-183.231, 75.016, 2.111,  3.296
-183.226, 74.981, 2.114,  3.313
-183.221, 74.946, 2.116,  3.330
-183.216, 74.911, 2.119,  3.347
-183.211, 74.876, 2.122,  3.364
-183.206, 74.841, 2.125,  3.381
-183.201, 74.806, 2.128,  3.398
-183.196, 74.771, 2.131,  3.415
-183.191, 74.736, 2.134,  3.432
-183.186, 74.700, 2.137,  3.449
-183.180, 74.665, 2.139,  3.466
-183.175, 74.630, 2.142,  3.483
-183.170, 74.594, 2.145,  3.500
-183.165, 74.559, 2.148,  3.517
-183.160, 74.523, 2.151,  3.534
-183.155, 74.488, 2.154,  3.551
-183.150, 74.452, 2.156,  3.568
-183.145, 74.417, 2.159,  3.585
-183.139, 74.381, 2.162,  3.602
-183.134, 74.345, 2.165,  3.619
-183.129, 74.310, 2.168,  3.636
-183.124, 74.274, 2.171,  3.653
-183.119, 74.238, 2.174,  3.670
-183.113, 74.202, 2.177,  3.687
-183.108, 74.166, 2.180,  3.704
-183.103, 74.130, 2.183,  3.721
-183.098, 74.094, 2.186,  3.738
-183.093, 74.058, 2.189,  3.755
-183.087, 74.022, 2.192,  3.772
-183.082, 73.985, 2.195,  3.789
-183.077, 73.949, 2.199,  3.806
-183.071, 73.913, 2.202,  3.823
-183.066, 73.877, 2.205,  3.840
-183.061, 73.840, 2.208,  3.857
-183.055, 73.804, 2.211,  3.874
-183.050, 73.767, 2.214,  3.891
-183.045, 73.731, 2.217,  3.908
-183.039, 73.694, 2.220,  3.925
-183.034, 73.657, 2.223,  3.942
-183.029, 73.621, 2.227,  3.959
-183.023, 73.584, 2.230,  3.976
-183.018, 73.547, 2.233,  3.993
-183.013, 73.510, 2.236,  4.010
-183.007, 73.473, 2.239,  4.027
-183.002, 73.436, 2.242,  4.044
-182.996, 73.399, 2.246,  4.061
-182.991, 73.362, 2.249,  4.078
-182.986, 73.325, 2.252,  4.095
-182.980, 73.288, 2.255,  4.112
-182.975, 73.250, 2.259,  4.129
-182.969, 73.213, 2.262,  4.146
-182.964, 73.176, 2.265,  4.163
-182.958, 73.138, 2.268,  4.180
-182.953, 73.101, 2.272,  4.197
-182.947, 73.063, 2.275,  4.214
-182.942, 73.026, 2.278,  4.231
-182.936, 72.988, 2.282,  4.248
-182.931, 72.951, 2.285,  4.265
-182.925, 72.913, 2.289,  4.282
-182.920, 72.875, 2.292,  4.299
-182.914, 72.837, 2.295,  4.316
-182.909, 72.799, 2.298,  4.333
-182.903, 72.761, 2.302,  4.350
-182.898, 72.723, 2.305,  4.367
-182.892, 72.685, 2.308,  4.384
-182.887, 72.647, 2.312,  4.401
-182.881, 72.609, 2.315,  4.418
-182.876, 72.571, 2.319,  4.435
-182.870, 72.532, 2.323,  4.452
-182.865, 72.494, 2.326,  4.469
-182.859, 72.455, 2.329,  4.486
-182.853, 72.417, 2.332,  4.503
-182.848, 72.378, 2.336,  4.520
-182.842, 72.340, 2.340,  4.537
-182.837, 72.301, 2.343,  4.554
-182.831, 72.263, 2.346,  4.571
-182.826, 72.224, 2.350,  4.588
-182.820, 72.185, 2.353,  4.605
-182.814, 72.146, 2.357,  4.622
-182.809, 72.107, 2.361,  4.639
-182.803, 72.068, 2.364,  4.656
-182.798, 72.029, 2.368,  4.673
-182.792, 71.990, 2.371,  4.690
-182.786, 71.951, 2.374,  4.707
-182.781, 71.912, 2.378,  4.724
-182.775, 71.872, 2.381,  4.741
-182.769, 71.833, 2.385,  4.758
-182.764, 71.793, 2.389,  4.775
-182.758, 71.754, 2.392,  4.792
-182.753, 71.714, 2.396,  4.809
-182.747, 71.675, 2.400,  4.826
-182.741, 71.635, 2.403,  4.843
-182.736, 71.596, 2.407,  4.860
-182.730, 71.556, 2.411,  4.877
-182.724, 71.516, 2.414,  4.894
-182.719, 71.476, 2.418,  4.911
-182.713, 71.436, 2.422,  4.928
-182.707, 71.396, 2.425,  4.945
-182.702, 71.356, 2.429,  4.962
-182.696, 71.316, 2.432,  4.979
-182.690, 71.276, 2.436,  4.996
-182.685, 71.235, 2.440,  5.013
-182.679, 71.195, 2.444,  5.030
-182.673, 71.155, 2.448,  5.047
-182.668, 71.114, 2.452,  5.064
-182.662, 71.074, 2.455,  5.081
-182.656, 71.033, 2.459,  5.098
-182.651, 70.992, 2.463,  5.115
-182.645, 70.952, 2.467,  5.132
-182.639, 70.911, 2.470,  5.149
-182.634, 70.870, 2.474,  5.166
-182.628, 70.829, 2.478,  5.183
-182.622, 70.788, 2.482,  5.200
-182.617, 70.747, 2.485,  5.217
-182.611, 70.706, 2.489,  5.234
-182.605, 70.665, 2.494,  5.251
-182.600, 70.623, 2.498,  5.268
-182.594, 70.582, 2.501,  5.285
-182.588, 70.541, 2.505,  5.302
-182.583, 70.499, 2.509,  5.319
-182.577, 70.458, 2.512,  5.336
-182.571, 70.416, 2.516,  5.353
-182.566, 70.375, 2.521,  5.370
-182.560, 70.333, 2.525,  5.387
-182.554, 70.291, 2.528,  5.404
-182.549, 70.249, 2.532,  5.421
-182.543, 70.208, 2.536,  5.438
-182.537, 70.166, 2.540,  5.455
-182.532, 70.124, 2.544,  5.472
-182.526, 70.081, 2.548,  5.489
-182.521, 70.039, 2.552,  5.506
-182.515, 69.997, 2.556,  5.523
-182.509, 69.955, 2.560,  5.540
-182.504, 69.912, 2.564,  5.557
-182.498, 69.870, 2.568,  5.574
-182.492, 69.827, 2.572,  5.591
-182.487, 69.785, 2.576,  5.608
-182.481, 69.742, 2.580,  5.625
-182.475, 69.700, 2.584,  5.642
-182.470, 69.657, 2.588,  5.659
-182.464, 69.614, 2.592,  5.676
-182.459, 69.571, 2.596,  5.693
-182.453, 69.528, 2.601,  5.710
-182.447, 69.485, 2.605,  5.727
-182.442, 69.442, 2.609,  5.744
-182.436, 69.399, 2.612,  5.761
-182.431, 69.355, 2.617,  5.778
-182.425, 69.312, 2.622,  5.795
-182.419, 69.269, 2.625,  5.812
-182.414, 69.225, 2.629,  5.829
-182.408, 69.182, 2.633,  5.846
-182.403, 69.138, 2.637,  5.863
-182.397, 69.094, 2.642,  5.880
-182.392, 69.051, 2.646,  5.897
-182.386, 69.007, 2.650,  5.914
-182.380, 68.963, 2.654,  5.931
-182.375, 68.919, 2.658,  5.948
-182.369, 68.875, 2.663,  5.965
-182.364, 68.831, 2.667,  5.982
-182.358, 68.787, 2.671,  5.999
-182.353, 68.742, 2.675,  6.016
-182.347, 68.698, 2.679,  6.033
-182.342, 68.654, 2.684,  6.050
-182.336, 68.609, 2.688,  6.067
-182.331, 68.565, 2.692,  6.084
-182.325, 68.520, 2.697,  6.101
-182.320, 68.475, 2.701,  6.118
-182.314, 68.431, 2.705,  6.135
-182.309, 68.386, 2.710,  6.152
-182.303, 68.341, 2.714,  6.169
-182.298, 68.296, 2.718,  6.186
-182.292, 68.251, 2.723,  6.203
-182.287, 68.206, 2.727,  6.220
-182.281, 68.161, 2.731,  6.237
-182.276, 68.115, 2.736,  6.254
-182.271, 68.070, 2.740,  6.271
-182.265, 68.024, 2.745,  6.288
-182.260, 67.979, 2.749,  6.305
-182.254, 67.933, 2.753,  6.322
-182.249, 67.888, 2.758,  6.339
-182.243, 67.842, 2.762,  6.356
-182.238, 67.796, 2.766,  6.373
-182.233, 67.750, 2.771,  6.390
-182.227, 67.704, 2.776,  6.407
-182.222, 67.658, 2.780,  6.424
-182.217, 67.612, 2.784,  6.441
-182.211, 67.566, 2.789,  6.458
-182.206, 67.520, 2.793,  6.475
-182.201, 67.474, 2.798,  6.492
-182.195, 67.427, 2.802,  6.509
-182.190, 67.381, 2.807,  6.526
-182.185, 67.334, 2.811,  6.543
-182.179, 67.287, 2.816,  6.560
-182.174, 67.241, 2.821,  6.577
-182.169, 67.194, 2.825,  6.594
-182.164, 67.147, 2.830,  6.611
-182.158, 67.100, 2.834,  6.628
-182.153, 67.053, 2.839,  6.645
-182.148, 67.006, 2.843,  6.662
-182.143, 66.959, 2.848,  6.679
-182.137, 66.912, 2.852,  6.696
-182.132, 66.864, 2.857,  6.713
-182.127, 66.817, 2.862,  6.730
-182.122, 66.769, 2.867,  6.747
-182.117, 66.722, 2.871,  6.764
-182.112, 66.674, 2.875,  6.781
-182.106, 66.626, 2.880,  6.798
-182.101, 66.578, 2.885,  6.815
-182.096, 66.531, 2.890,  6.832
-182.091, 66.483, 2.894,  6.849
-182.086, 66.435, 2.899,  6.866
-182.081, 66.386, 2.904,  6.883
-182.076, 66.338, 2.909,  6.900
-182.071, 66.290, 2.913,  6.917
-182.066, 66.242, 2.918,  6.934
-182.061, 66.193, 2.922,  6.951
-182.055, 66.145, 2.927,  6.968
-182.050, 66.096, 2.932,  6.985
-182.045, 66.047, 2.937,  7.002
-182.040, 65.998, 2.942,  7.019
-182.035, 65.950, 2.947,  7.036
-182.030, 65.901, 2.951,  7.053
-182.025, 65.852, 2.956,  7.070
-182.021, 65.803, 2.961,  7.087
-182.016, 65.753, 2.966,  7.104
-182.011, 65.704, 2.970,  7.121
-182.006, 65.655, 2.975,  7.138
-182.001, 65.605, 2.980,  7.155
-181.996, 65.556, 2.985,  7.172
-181.991, 65.506, 2.990,  7.189
-181.986, 65.457, 2.995,  7.206
-181.981, 65.407, 3.000,  7.223
-181.977, 65.357, 3.004,  7.240
-181.972, 65.307, 3.009,  7.257
-181.967, 65.257, 3.014,  7.274
-181.962, 65.207, 3.019,  7.291
-181.957, 65.157, 3.024,  7.308
-181.953, 65.106, 3.029,  7.325
-181.948, 65.056, 3.034,  7.342
-181.943, 65.006, 3.039,  7.359
-181.938, 64.955, 3.044,  7.376
-181.934, 64.905, 3.049,  7.393
-181.929, 64.854, 3.054,  7.410
-181.924, 64.803, 3.060,  7.427
-181.920, 64.752, 3.064,  7.444
-181.915, 64.701, 3.069,  7.461
-181.910, 64.650, 3.074,  7.478
-181.906, 64.599, 3.079,  7.495
-181.901, 64.548, 3.084,  7.512
-181.896, 64.497, 3.089,  7.529
-181.892, 64.445, 3.094,  7.546
-181.887, 64.394, 3.100,  7.563
-181.883, 64.342, 3.105,  7.580
-181.878, 64.291, 3.110,  7.597
-181.874, 64.239, 3.114,  7.614
-181.869, 64.187, 3.119,  7.631
-181.865, 64.135, 3.124,  7.648
-181.860, 64.083, 3.130,  7.665
-181.856, 64.031, 3.135,  7.682
-181.851, 63.979, 3.141,  7.699
-181.847, 63.927, 3.145,  7.716
-181.842, 63.874, 3.150,  7.733
-181.838, 63.822, 3.156,  7.750
-181.834, 63.770, 3.161,  7.767
-181.829, 63.717, 3.166,  7.784
-181.825, 63.664, 3.171,  7.801
-181.821, 63.611, 3.177,  7.818
-181.816, 63.559, 3.182,  7.835
-181.812, 63.506, 3.187,  7.852
-181.808, 63.453, 3.192,  7.869
-181.803, 63.400, 3.198,  7.886
-181.799, 63.346, 3.203,  7.903
-181.795, 63.293, 3.208,  7.920
-181.791, 63.240, 3.213,  7.937
-181.786, 63.186, 3.219,  7.954
-181.782, 63.133, 3.224,  7.971
-181.778, 63.079, 3.230,  7.988
-181.774, 63.025, 3.235,  8.005
-181.770, 62.971, 3.240,  8.022
-181.766, 62.917, 3.245,  8.039
-181.762, 62.863, 3.250,  8.056
-181.757, 62.809, 3.256,  8.073
-181.753, 62.755, 3.261,  8.090
-181.749, 62.701, 3.266,  8.107
-181.745, 62.646, 3.272,  8.124
-181.741, 62.592, 3.277,  8.141
-181.737, 62.537, 3.283,  8.158
-181.733, 62.483, 3.288,  8.175
-181.729, 62.428, 3.294,  8.192
-181.725, 62.373, 3.299,  8.209
-181.721, 62.318, 3.305,  8.226
-181.718, 62.263, 3.310,  8.243
-181.714, 62.208, 3.315,  8.260
-181.710, 62.153, 3.321,  8.277
-181.706, 62.097, 3.326,  8.294
-181.702, 62.042, 3.332,  8.311
-181.698, 61.986, 3.337,  8.328
-181.694, 61.931, 3.343,  8.345
-181.691, 61.875, 3.348,  8.362
-181.687, 61.819, 3.354,  8.379
-181.683, 61.764, 3.359,  8.396
-181.679, 61.708, 3.365,  8.413
-181.676, 61.652, 3.371,  8.430
-181.672, 61.595, 3.376,  8.447
-181.668, 61.539, 3.382,  8.464
-181.665, 61.483, 3.387,  8.481
-181.661, 61.426, 3.393,  8.498
-181.657, 61.370, 3.399,  8.515
-181.654, 61.313, 3.404,  8.532
-181.650, 61.256, 3.410,  8.549
-181.647, 61.200, 3.415,  8.566
-181.643, 61.143, 3.421,  8.583
-181.639, 61.086, 3.427,  8.600
-181.636, 61.029, 3.432,  8.617
-181.632, 60.971, 3.438,  8.634
-181.629, 60.914, 3.444,  8.651
-181.626, 60.857, 3.449,  8.668
-181.622, 60.799, 3.455,  8.685
-181.619, 60.742, 3.461,  8.702
-181.615, 60.684, 3.467,  8.719
