Time,ID,AccRaw, AccRawY, AccRawZ,GyoRawX, GyoRawY, GyoRawZ,MagRawX, MagRawY, MagRawZ,Pitch, Roll, Yaw,Pressure
22-36-29.070,0,-3,23,980,-24,-12,-6,0,0,0,-0.12,-1.2,324.8,0
22-36-29.071,0,-3,19,980,-12,-24,-24,0,0,0,-0.13,-1.21,324.8,0
22-36-29.071,0,-3,23,980,6,-24,18,0,0,0,-0.13,-1.21,324.8,0
22-36-29.071,0,-3,23,980,-42,-18,-18,0,0,0,-0.13,-1.22,324.8,0
22-36-29.071,0,0,23,980,-12,-30,6,0,0,0,-0.13,-1.22,324.8,0
22-36-29.071,0,-3,19,980,-12,-18,12,0,0,0,-0.13,-1.23,324.8,0
22-36-29.071,0,0,19,980,-18,-30,-6,0,0,0,-0.13,-1.24,324.8,0
22-36-29.071,0,-3,19,976,-6,-24,24,0,0,0,-0.13,-1.24,324.8,0
22-36-29.073,0,-3,19,980,-24,-18,-24,0,0,0,-0.13,-1.24,324.8,0
22-36-29.073,0,-3,19,980,-36,-6,-18,0,0,0,-0.13,-1.23,324.8,0
22-36-29.073,0,-3,19,980,0,0,-12,0,0,0,-0.13,-1.23,324.8,0
22-36-29.073,0,0,19,980,-6,6,6,0,0,0,-0.13,-1.23,324.8,0
22-36-29.073,0,-3,19,980,-18,-12,-18,0,0,0,-0.13,-1.22,324.8,0
22-36-29.073,0,-3,19,980,-12,-24,0,0,0,0,-0.12,-1.22,324.8,0
22-36-29.073,0,0,19,980,-18,-12,-6,0,0,0,-0.12,-1.22,324.8,0
22-36-29.073,0,0,19,980,12,-12,-6,0,0,0,-0.12,-1.22,324.8,0
22-36-29.073,0,-3,19,980,0,-18,-36,0,0,0,-0.12,-1.22,324.8,0
22-36-29.073,0,-3,19,980,-12,-42,12,0,0,0,-0.12,-1.22,324.8,0
22-36-29.073,0,-3,19,980,-36,-36,18,0,0,0,-0.12,-1.22,324.8,0
22-36-29.073,0,-3,19,980,-12,-18,6,0,0,0,-0.12,-1.22,324.8,0
22-36-29.073,0,-3,23,976,-12,-24,12,0,0,0,-0.12,-1.22,324.8,0
22-36-29.073,0,-3,19,984,18,-6,-12,0,0,0,-0.12,-1.22,324.8,0
22-36-29.073,0,-3,19,980,-36,-6,18,0,0,0,-0.12,-1.22,324.8,0
22-36-29.073,0,-3,19,984,-30,-24,-12,0,0,0,-0.13,-1.21,324.8,0
22-36-29.073,0,0,19,980,6,-12,12,0,0,0,-0.13,-1.21,324.8,0
22-36-29.073,0,-3,19,980,-30,-18,6,0,0,0,-0.13,-1.2,324.8,0
22-36-29.073,0,-3,19,980,6,-24,-6,0,0,0,-0.14,-1.2,324.8,0
22-36-29.073,0,0,23,980,-36,-6,0,0,0,0,-0.14,-1.19,324.8,0
22-36-29.073,0,0,19,976,-18,-18,0,0,0,0,-0.14,-1.19,324.8,0
22-36-29.073,0,0,19,980,-6,-30,0,0,0,0,-0.14,-1.19,324.8,0
22-36-29.073,0,-3,19,980,-18,-6,6,0,0,0,-0.14,-1.2,324.8,0
22-36-29.073,0,0,19,976,12,-12,6,0,0,0,-0.14,-1.2,324.8,0
22-36-29.073,0,-3,19,980,-12,-6,18,0,0,0,-0.14,-1.19,324.8,0
22-36-29.074,0,-3,19,976,-6,-24,-6,0,0,0,-0.13,-1.19,324.8,0
22-36-29.074,0,0,19,980,-6,-36,-6,0,0,0,-0.13,-1.19,324.8,0
22-36-29.074,0,-3,19,972,-30,0,-6,0,0,0,-0.13,-1.19,324.8,0
22-36-29.074,0,0,23,976,0,-24,-12,0,0,0,-0.13,-1.19,324.8,0
22-36-29.074,0,-3,23,980,-6,-18,6,0,0,0,-0.13,-1.2,324.8,0
22-36-29.074,0,0,23,980,-6,-18,18,0,0,0,-0.13,-1.2,324.8,0
22-36-29.074,0,0,19,976,-18,-18,-12,0,0,0,-0.13,-1.21,324.8,0
22-36-29.074,0,-3,19,980,0,-6,6,0,0,0,-0.13,-1.22,324.8,0
22-36-29.074,0,-3,23,972,18,-24,36,0,0,0,-0.13,-1.22,324.8,0
22-36-29.074,0,0,23,980,-18,-24,0,0,0,0,-0.13,-1.23,324.8,0
22-36-29.074,0,0,23,980,-12,-18,-6,0,0,0,-0.14,-1.24,324.8,0
22-36-29.074,0,0,19,980,-24,-24,6,0,0,0,-0.13,-1.25,324.8,0
22-36-29.074,0,-3,19,976,0,-12,18,0,0,0,-0.13,-1.25,324.8,0
22-36-29.074,0,0,23,980,-12,-12,12,0,0,0,-0.12,-1.26,324.8,0
22-36-29.074,0,0,23,980,-24,-6,-6,0,0,0,-0.12,-1.26,324.8,0
22-36-29.074,0,0,19,976,-6,-12,6,0,0,0,-0.11,-1.26,324.8,0
22-36-29.074,0,-3,19,976,0,-30,-12,0,0,0,-0.1,-1.25,324.8,0
22-36-29.074,0,0,19,980,12,-42,-12,0,0,0,-0.1,-1.25,324.8,0
22-36-29.074,0,-3,23,976,18,-30,24,0,0,0,-0.1,-1.25,324.8,0
22-36-29.074,0,-3,19,984,-6,-18,0,0,0,0,-0.09,-1.24,324.8,0
22-36-29.074,0,0,19,980,-24,-24,12,0,0,0,-0.09,-1.24,324.8,0
22-36-29.074,0,0,19,980,-36,-24,-6,0,0,0,-0.09,-1.24,324.8,0
22-36-29.074,0,0,23,980,0,-24,18,0,0,0,-0.09,-1.24,324.8,0
22-36-29.074,0,0,23,980,-12,12,24,0,0,0,-0.1,-1.24,324.8,0
22-36-29.074,0,0,19,980,-18,-18,30,0,0,0,-0.1,-1.24,324.8,0
22-36-29.074,0,-3,19,976,-30,-24,-12,0,0,0,-0.1,-1.24,324.8,0
22-36-29.074,0,0,23,980,-6,-24,-6,0,0,0,-0.1,-1.24,324.8,0
22-36-29.074,0,0,23,980,-6,-6,12,0,0,0,-0.1,-1.24,324.8,0
22-36-29.074,0,0,23,980,-42,-6,-12,0,0,0,-0.1,-1.24,324.8,0
22-36-29.074,0,-3,23,980,-6,-36,-12,0,0,0,-0.09,-1.25,324.8,0
22-36-29.074,0,0,19,980,-24,-30,12,0,0,0,-0.09,-1.25,324.8,0
22-36-29.074,0,-3,23,980,-6,-12,0,0,0,0,-0.08,-1.25,324.8,0
22-36-29.074,0,-3,19,980,-36,-18,0,0,0,0,-0.08,-1.25,324.8,0
22-36-29.074,0,0,23,980,-6,0,12,0,0,0,-0.09,-1.24,324.8,0
22-36-29.074,0,0,19,980,-12,-6,6,0,0,0,-0.09,-1.24,324.8,0
22-36-29.074,0,0,23,976,-6,-18,-12,0,0,0,-0.09,-1.23,324.8,0
22-36-29.074,0,0,23,984,-24,-30,6,0,0,0,-0.08,-1.23,324.8,0
22-36-29.074,0,-3,23,980,-6,-12,0,0,0,0,-0.08,-1.24,324.8,0
22-36-29.074,0,-3,19,976,-12,-24,6,0,0,0,-0.08,-1.23,324.8,0
22-36-29.075,0,-3,19,980,-18,-18,0,0,0,0,-0.08,-1.23,324.8,0
22-36-29.075,0,0,23,980,6,-12,-12,0,0,0,-0.08,-1.23,324.8,0
22-36-29.075,0,-3,19,980,-18,-24,6,0,0,0,-0.09,-1.23,324.8,0
22-36-29.075,0,0,19,972,12,-18,0,0,0,0,-0.09,-1.23,324.8,0
22-36-29.075,0,-3,19,980,-6,-24,0,0,0,0,-0.08,-1.23,324.8,0
22-36-29.075,0,0,19,976,-12,-24,0,0,0,0,-0.09,-1.23,324.8,0
22-36-29.075,0,-3,19,980,-6,-18,30,0,0,0,-0.09,-1.22,324.8,0
22-36-29.075,0,-3,19,980,0,-18,0,0,0,0,-0.09,-1.22,324.8,0
22-36-29.075,0,-3,23,980,-18,-12,-6,0,0,0,-0.1,-1.21,324.8,0
22-36-29.075,0,-3,23,980,6,0,0,0,0,0,-0.11,-1.21,324.8,0
22-36-29.075,0,-3,19,980,-18,-30,6,0,0,0,-0.12,-1.2,324.8,0
22-36-29.075,0,-3,19,980,6,-24,18,0,0,0,-0.13,-1.21,324.8,0
22-36-29.075,0,-3,23,980,12,0,12,0,0,0,-0.13,-1.21,324.8,0
22-36-29.075,0,0,19,980,-30,-18,-12,0,0,0,-0.14,-1.2,324.8,0
22-36-29.075,0,-3,23,980,-12,-42,6,0,0,0,-0.14,-1.2,324.8,0
22-36-29.075,0,-3,19,984,-12,-12,-6,0,0,0,-0.15,-1.21,324.8,0
22-36-29.075,0,-3,23,980,-18,-12,36,0,0,0,-0.16,-1.21,324.8,0
22-36-29.075,0,-3,19,980,-36,-12,6,0,0,0,-0.16,-1.21,324.8,0
22-36-29.075,0,-3,19,980,0,-24,6,0,0,0,-0.16,-1.22,324.8,0
22-36-29.075,0,0,19,980,-18,-18,12,0,0,0,-0.16,-1.22,324.8,0
22-36-29.075,0,-3,19,980,-30,-24,0,0,0,0,-0.16,-1.21,324.8,0
22-36-29.075,0,-3,19,980,-18,-24,-12,0,0,0,-0.16,-1.21,324.8,0
22-36-29.075,0,0,23,980,-18,-18,0,0,0,0,-0.15,-1.21,324.8,0
22-36-29.075,0,0,23,980,-36,0,0,0,0,0,-0.15,-1.21,324.8,0
22-36-29.075,0,-3,19,980,-6,-24,-6,0,0,0,-0.15,-1.21,324.8,0
22-36-29.075,0,0,19,980,-6,-24,6,0,0,0,-0.15,-1.21,324.8,0
22-36-29.075,0,0,23,984,-12,-18,0,0,0,0,-0.15,-1.22,324.8,0
22-36-29.075,0,0,23,980,0,-12,18,0,0,0,-0.15,-1.22,324.8,0
22-36-29.075,0,0,19,980,-12,-24,30,0,0,0,-0.14,-1.22,324.8,0
22-36-29.075,0,-3,19,980,-24,-18,18,0,0,0,-0.14,-1.22,324.8,0
22-36-29.075,0,0,19,980,12,-24,-6,0,0,0,-0.14,-1.23,324.8,0
22-36-29.075,0,0,19,980,6,-18,24,0,0,0,-0.14,-1.23,324.8,0
22-36-29.075,0,-3,23,976,-12,-30,0,0,0,0,-0.13,-1.23,324.8,0
22-36-29.075,0,-3,19,976,-30,-24,12,0,0,0,-0.13,-1.23,324.8,0
22-36-29.076,0,-3,19,980,0,-18,-6,0,0,0,-0.13,-1.22,324.8,0
22-36-29.076,0,-3,23,980,-24,-6,-6,0,0,0,-0.13,-1.22,324.8,0
22-36-29.076,0,0,19,980,-24,-6,-12,0,0,0,-0.13,-1.22,324.8,0
22-36-29.076,0,-3,19,980,-30,-6,-12,0,0,0,-0.13,-1.22,324.8,0
22-36-29.076,0,-3,19,980,-12,-24,12,0,0,0,-0.13,-1.22,324.8,0
22-36-29.076,0,-3,23,980,12,-24,18,0,0,0,-0.13,-1.22,324.8,0
22-36-29.076,0,0,19,980,-12,-24,30,0,0,0,-0.13,-1.22,324.8,0
22-36-29.076,0,0,19,976,-6,-6,0,0,0,0,-0.13,-1.22,324.8,0
22-36-29.076,0,0,19,980,0,-12,24,0,0,0,-0.13,-1.21,324.8,0
22-36-29.076,0,-3,23,980,-6,-12,30,0,0,0,-0.13,-1.21,324.8,0
22-36-29.076,0,0,19,980,-36,-42,12,0,0,0,-0.12,-1.21,324.8,0
22-36-29.076,0,0,23,980,-18,-6,-12,0,0,0,-0.11,-1.2,324.8,0
22-36-29.076,0,0,23,976,-6,-24,6,0,0,0,-0.11,-1.2,324.8,0
22-36-29.076,0,-3,19,980,-6,-18,6,0,0,0,-0.1,-1.2,324.8,0
22-36-29.076,0,-3,19,980,6,-18,6,0,0,0,-0.1,-1.2,324.8,0
22-36-29.076,0,-3,19,976,-30,-30,12,0,0,0,-0.09,-1.21,324.8,0
22-36-29.076,0,0,19,980,0,-30,12,0,0,0,-0.09,-1.21,324.8,0
22-36-29.076,0,-3,19,980,-12,-30,6,0,0,0,-0.09,-1.22,324.8,0
22-36-29.076,0,0,19,976,-18,-24,12,0,0,0,-0.09,-1.22,324.8,0
22-36-29.076,0,-3,19,980,6,0,-6,0,0,0,-0.09,-1.23,324.8,0
22-36-29.076,0,-3,23,980,18,-30,-6,0,0,0,-0.09,-1.23,324.8,0
22-36-29.076,0,-3,23,980,-24,-24,-6,0,0,0,-0.09,-1.23,324.8,0
22-36-29.076,0,-3,23,976,12,0,12,0,0,0,-0.1,-1.23,324.8,0
22-36-29.076,0,0,23,976,-18,0,0,0,0,0,-0.11,-1.22,324.8,0
22-36-29.076,0,0,19,976,-6,-12,6,0,0,0,-0.11,-1.23,324.8,0
22-36-29.076,0,-3,23,980,-6,-48,-6,0,0,0,-0.12,-1.23,324.8,0
22-36-29.076,0,-3,19,980,-18,-30,24,0,0,0,-0.12,-1.22,324.8,0
22-36-29.076,0,0,23,976,-24,-12,-12,0,0,0,-0.12,-1.22,324.8,0
22-36-29.076,0,-3,19,980,-12,-24,18,0,0,0,-0.12,-1.23,324.8,0
22-36-29.076,0,-3,19,980,12,-18,-6,0,0,0,-0.13,-1.23,324.8,0
22-36-29.076,0,-3,23,980,0,-18,6,0,0,0,-0.14,-1.23,324.8,0
22-36-29.076,0,-3,23,980,-6,0,6,0,0,0,-0.14,-1.23,324.8,0
22-36-29.076,0,-3,23,976,12,-24,0,0,0,0,-0.15,-1.23,324.8,0
22-36-29.076,0,-3,19,976,0,-12,12,0,0,0,-0.15,-1.23,324.8,0
22-36-29.076,0,0,19,980,0,-36,12,0,0,0,-0.16,-1.23,324.8,0
22-36-29.076,0,-3,23,976,-24,-36,0,0,0,0,-0.16,-1.22,324.8,0
22-36-29.076,0,0,23,980,-18,-6,0,0,0,0,-0.17,-1.22,324.8,0
22-36-29.076,0,-3,19,980,24,-30,12,0,0,0,-0.16,-1.21,324.8,0
22-36-29.076,0,0,19,980,-12,-30,12,0,0,0,-0.16,-1.21,324.8,0
22-36-29.076,0,-3,19,980,12,-24,12,0,0,0,-0.16,-1.21,324.8,0
22-36-29.076,0,0,19,980,-6,-18,0,0,0,0,-0.15,-1.21,324.8,0
22-36-29.076,0,-3,19,980,-6,-12,-18,0,0,0,-0.14,-1.2,324.8,0
22-36-29.076,0,0,19,980,-24,-30,18,0,0,0,-0.13,-1.2,324.8,0
22-36-29.077,0,-3,23,976,-12,-12,12,0,0,0,-0.13,-1.19,324.8,0
22-36-29.077,0,0,23,976,6,-36,-6,0,0,0,-0.12,-1.19,324.8,0
22-36-29.077,0,-3,19,980,-36,-36,48,0,0,0,-0.12,-1.2,324.8,0
22-36-29.077,0,-3,19,984,-6,-30,12,0,0,0,-0.11,-1.2,324.8,0
22-36-29.077,0,0,23,980,-18,-12,6,0,0,0,-0.11,-1.19,324.8,0
22-36-29.077,0,-3,19,980,-18,-30,24,0,0,0,-0.1,-1.2,324.8,0
22-36-29.077,0,0,19,980,-36,6,-18,0,0,0,-0.11,-1.2,324.8,0
22-36-29.077,0,-3,19,980,-18,-24,6,0,0,0,-0.1,-1.2,324.8,0
22-36-29.077,0,-3,19,980,-12,-24,18,0,0,0,-0.1,-1.2,324.8,0
22-36-29.077,0,-3,23,980,-6,-24,30,0,0,0,-0.1,-1.2,324.8,0
22-36-29.077,0,0,19,980,-30,-36,-6,0,0,0,-0.1,-1.2,324.8,0
22-36-29.077,0,0,19,976,-6,-36,-12,0,0,0,-0.1,-1.2,324.8,0
22-36-29.077,0,0,19,980,-24,-12,12,0,0,0,-0.1,-1.19,324.8,0
22-36-29.077,0,0,19,980,-30,-6,-6,0,0,0,-0.1,-1.19,324.8,0
22-36-29.077,0,-3,23,980,-18,-30,0,0,0,0,-0.1,-1.18,324.8,0
22-36-29.077,0,-3,23,980,-24,-18,12,0,0,0,-0.1,-1.18,324.8,0
22-36-29.077,0,0,23,980,-6,-12,24,0,0,0,-0.1,-1.18,324.8,0
22-36-29.077,0,-3,19,984,-6,-18,6,0,0,0,-0.1,-1.19,324.8,0
22-36-29.077,0,-3,19,980,-18,-18,18,0,0,0,-0.1,-1.19,324.8,0
22-36-29.077,0,-3,19,980,-24,0,0,0,0,0,-0.1,-1.19,324.8,0
22-36-29.077,0,0,19,976,-42,-18,0,0,0,0,-0.1,-1.18,324.8,0
22-36-29.077,0,-3,19,980,-24,-18,0,0,0,0,-0.1,-1.18,324.8,0
22-36-29.077,0,0,19,980,-6,-30,-12,0,0,0,-0.11,-1.18,324.8,0
22-36-29.077,0,0,23,976,-24,6,6,0,0,0,-0.12,-1.18,324.8,0
22-36-29.077,0,0,19,976,-12,-6,-6,0,0,0,-0.12,-1.19,324.8,0
22-36-29.077,0,0,19,980,-12,0,-6,0,0,0,-0.13,-1.19,324.8,0
22-36-29.077,0,-3,19,980,-6,0,-6,0,0,0,-0.13,-1.19,324.8,0
22-36-29.077,0,-3,23,984,-12,-24,6,0,0,0,-0.13,-1.19,324.8,0
22-36-29.077,0,-3,19,976,-12,-6,12,0,0,0,-0.13,-1.2,324.8,0
22-36-29.077,0,0,19,980,0,-36,-12,0,0,0,-0.13,-1.2,324.8,0
22-36-29.077,0,0,19,976,-18,-6,6,0,0,0,-0.13,-1.21,324.8,0
22-36-29.077,0,-3,19,980,0,-36,-18,0,0,0,-0.13,-1.22,324.8,0
22-36-29.077,0,0,23,976,-6,-30,6,0,0,0,-0.12,-1.22,324.8,0
22-36-29.077,0,0,19,980,6,-6,-18,0,0,0,-0.12,-1.23,324.8,0
22-36-29.077,0,0,23,976,-6,-24,12,0,0,0,-0.12,-1.23,324.8,0
22-36-29.077,0,0,23,980,-6,-24,-6,0,0,0,-0.12,-1.23,324.8,0
22-36-29.077,0,-3,19,984,-12,-24,6,0,0,0,-0.11,-1.23,324.8,0
22-36-29.077,0,-3,19,980,12,-30,6,0,0,0,-0.11,-1.23,324.8,0
22-36-29.077,0,0,23,980,-6,-12,-12,0,0,0,-0.11,-1.23,324.8,0
22-36-29.077,0,-3,19,980,-30,6,0,0,0,0,-0.11,-1.22,324.8,0
22-36-29.077,0,0,19,980,0,0,6,0,0,0,-0.1,-1.22,324.8,0
22-36-29.077,0,0,19,980,-12,-30,12,0,0,0,-0.1,-1.22,324.8,0
22-36-29.077,0,0,19,980,-6,-18,6,0,0,0,-0.09,-1.22,324.8,0
22-36-29.077,0,-3,19,976,-12,-18,6,0,0,0,-0.09,-1.22,324.8,0
22-36-29.077,0,0,19,976,-12,-24,12,0,0,0,-0.09,-1.21,324.8,0
22-36-29.077,0,-3,23,980,0,-24,0,0,0,0,-0.09,-1.21,324.8,0
22-36-29.077,0,0,19,980,-6,-12,-6,0,0,0,-0.09,-1.21,324.8,0
22-36-29.077,0,0,19,976,-18,-18,12,0,0,0,-0.09,-1.2,324.8,0
22-36-29.077,0,0,23,980,0,-12,-6,0,0,0,-0.09,-1.2,324.8,0
22-36-29.077,0,-3,19,980,-24,-12,0,0,0,0,-0.09,-1.19,324.8,0
22-36-29.077,0,0,19,972,-12,-36,24,0,0,0,-0.09,-1.19,324.8,0
22-36-29.077,0,-3,23,976,-6,-12,18,0,0,0,-0.09,-1.18,324.8,0
22-36-29.077,0,-3,23,984,12,-12,6,0,0,0,-0.09,-1.18,324.8,0
22-36-29.077,0,-3,19,976,-6,-18,-6,0,0,0,-0.1,-1.18,324.8,0
22-36-29.077,0,0,19,980,0,-18,-12,0,0,0,-0.1,-1.18,324.8,0
22-36-29.077,0,0,19,976,12,-30,18,0,0,0,-0.11,-1.18,324.8,0
22-36-29.077,0,0,19,976,0,6,-6,0,0,0,-0.11,-1.18,324.8,0
22-36-29.077,0,0,19,980,-36,-12,0,0,0,0,-0.12,-1.18,324.8,0
22-36-29.077,0,-3,19,976,-6,-30,18,0,0,0,-0.12,-1.18,324.8,0
22-36-29.077,0,-3,19,980,-12,-30,-12,0,0,0,-0.12,-1.18,324.8,0
22-36-29.078,0,-3,19,980,6,-30,0,0,0,0,-0.12,-1.18,324.8,0
22-36-29.078,0,-3,23,980,-6,-18,0,0,0,0,-0.13,-1.18,324.8,0
22-36-29.078,0,-3,19,976,-36,-12,-6,0,0,0,-0.13,-1.18,324.8,0
22-36-29.078,0,-3,19,976,-6,-12,24,0,0,0,-0.13,-1.19,324.8,0
22-36-29.078,0,-3,19,976,-24,-12,18,0,0,0,-0.13,-1.19,324.8,0
22-36-29.078,0,-3,19,976,-6,-18,6,0,0,0,-0.14,-1.19,324.8,0
22-36-29.078,0,-3,23,976,-24,-18,0,0,0,0,-0.14,-1.19,324.8,0
22-36-29.078,0,-3,19,980,-12,-24,6,0,0,0,-0.14,-1.19,324.8,0
22-36-29.078,0,0,19,980,-12,-12,0,0,0,0,-0.15,-1.2,324.8,0
22-36-29.078,0,-3,19,980,-6,-24,-24,0,0,0,-0.15,-1.2,324.8,0
22-36-29.078,0,-3,19,980,12,-12,6,0,0,0,-0.15,-1.21,324.8,0
22-36-29.078,0,-3,19,980,-36,-30,0,0,0,0,-0.15,-1.22,324.8,0
22-36-29.078,0,-3,19,980,-12,0,-6,0,0,0,-0.16,-1.22,324.8,0
22-36-29.078,0,0,19,980,0,-24,0,0,0,0,-0.16,-1.21,324.8,0
22-36-29.078,0,0,19,980,-12,-6,-6,0,0,0,-0.15,-1.21,324.8,0
22-36-29.078,0,-3,19,980,-18,-18,-12,0,0,0,-0.15,-1.21,324.8,0
22-36-29.078,0,0,19,980,-18,-18,18,0,0,0,-0.15,-1.2,324.8,0
22-36-29.078,0,0,23,980,0,-6,-12,0,0,0,-0.14,-1.2,324.8,0
22-36-29.078,0,-3,19,980,-30,-18,-30,0,0,0,-0.13,-1.19,324.8,0
22-36-29.078,0,0,19,980,-30,0,-6,0,0,0,-0.13,-1.18,324.8,0
22-36-29.078,0,0,23,980,-12,-12,-6,0,0,0,-0.12,-1.18,324.8,0
22-36-29.078,0,0,19,976,-6,0,24,0,0,0,-0.11,-1.17,324.8,0
22-36-29.078,0,-3,23,980,6,-24,-6,0,0,0,-0.09,-1.17,324.8,0
22-36-29.078,0,-3,23,976,6,-6,12,0,0,0,-0.08,-1.18,324.8,0
22-36-29.078,0,-3,23,980,-36,-12,-6,0,0,0,-0.08,-1.18,324.8,0
22-36-29.078,0,-3,19,980,-6,-12,12,0,0,0,-0.07,-1.19,324.8,0
22-36-29.078,0,-3,19,976,-24,-18,6,0,0,0,-0.07,-1.19,324.8,0
22-36-29.078,0,0,19,980,-6,-18,-12,0,0,0,-0.08,-1.2,324.8,0
22-36-29.078,0,-3,19,976,0,-12,12,0,0,0,-0.08,-1.2,324.8,0
22-36-29.078,0,-3,23,980,-24,-18,0,0,0,0,-0.09,-1.2,324.8,0
22-36-29.078,0,0,19,980,-6,-12,-6,0,0,0,-0.1,-1.21,324.8,0
22-36-29.078,0,-3,23,980,-30,-30,12,0,0,0,-0.1,-1.21,324.8,0
22-36-29.078,0,-3,19,980,-18,-18,12,0,0,0,-0.11,-1.22,324.8,0
22-36-29.078,0,-3,23,980,-6,-24,12,0,0,0,-0.12,-1.22,324.8,0
22-36-29.078,0,-3,23,980,0,-18,12,0,0,0,-0.13,-1.22,324.8,0
22-36-29.078,0,-3,19,980,-24,0,18,0,0,0,-0.13,-1.22,324.8,0
22-36-29.078,0,0,23,980,-18,-18,0,0,0,0,-0.13,-1.22,324.8,0
22-36-29.078,0,0,23,980,-30,-42,0,0,0,0,-0.13,-1.22,324.8,0
22-36-29.078,0,-3,19,976,-12,-6,18,0,0,0,-0.13,-1.22,324.8,0
22-36-29.078,0,0,19,980,0,-30,12,0,0,0,-0.13,-1.23,324.8,0
22-36-29.078,0,-3,23,980,-18,0,18,0,0,0,-0.13,-1.23,324.8,0
22-36-29.078,0,-3,19,980,-24,-12,-12,0,0,0,-0.13,-1.23,324.8,0
22-36-29.078,0,-3,23,980,24,-30,-6,0,0,0,-0.12,-1.23,324.8,0
22-36-29.078,0,-3,19,984,-36,-24,18,0,0,0,-0.12,-1.23,324.8,0
22-36-29.078,0,-3,19,976,-24,-18,0,0,0,0,-0.12,-1.23,324.8,0
22-36-29.078,0,0,19,980,-18,-24,12,0,0,0,-0.12,-1.23,324.8,0
22-36-29.078,0,-3,19,976,0,-24,6,0,0,0,-0.11,-1.23,324.8,0
22-36-29.078,0,-3,19,980,-12,-18,-12,0,0,0,-0.11,-1.23,324.8,0
22-36-29.078,0,0,19,980,-12,-6,12,0,0,0,-0.12,-1.23,324.8,0
22-36-29.078,0,-3,23,980,-6,-30,-6,0,0,0,-0.11,-1.22,324.8,0
22-36-29.078,0,-3,19,976,-12,-30,6,0,0,0,-0.11,-1.22,324.8,0
22-36-29.079,0,0,23,980,-12,-24,18,0,0,0,-0.12,-1.22,324.8,0
22-36-29.079,0,0,19,980,-12,-18,-12,0,0,0,-0.12,-1.22,324.8,0
22-36-29.079,0,-3,19,980,-24,-6,0,0,0,0,-0.12,-1.21,324.8,0
22-36-29.079,0,-3,19,980,-12,-12,0,0,0,0,-0.12,-1.21,324.8,0
22-36-29.079,0,0,19,980,18,-12,18,0,0,0,-0.12,-1.21,324.8,0
22-36-29.079,0,-3,23,976,6,-18,-6,0,0,0,-0.12,-1.21,324.8,0
22-36-29.079,0,-3,19,980,0,-30,-12,0,0,0,-0.12,-1.21,324.8,0
22-36-29.079,0,-3,19,980,-24,-18,12,0,0,0,-0.12,-1.21,324.8,0
22-36-29.079,0,-3,19,980,12,-18,-6,0,0,0,-0.12,-1.21,324.8,0
22-36-29.079,0,-3,23,980,-24,-6,-6,0,0,0,-0.12,-1.2,324.8,0
22-36-29.079,0,-3,19,980,-24,6,-6,0,0,0,-0.13,-1.2,324.8,0
22-36-29.079,0,-3,19,980,-18,-6,-12,0,0,0,-0.13,-1.2,324.8,0
22-36-29.079,0,0,19,976,-12,-42,18,0,0,0,-0.13,-1.2,324.8,0
22-36-29.079,0,-3,23,980,-24,-6,18,0,0,0,-0.13,-1.19,324.8,0
22-36-29.079,0,-3,19,980,6,-24,6,0,0,0,-0.13,-1.2,324.8,0
22-36-29.079,0,0,19,980,0,-36,12,0,0,0,-0.13,-1.2,324.8,0
22-36-29.079,0,0,23,976,-6,-24,-6,0,0,0,-0.13,-1.2,324.8,0
22-36-29.079,0,-3,19,980,-18,-30,6,0,0,0,-0.13,-1.2,324.8,0
22-36-29.079,0,-3,19,976,-18,-12,18,0,0,0,-0.13,-1.2,324.8,0
22-36-29.079,0,-3,23,980,-30,-18,-6,0,0,0,-0.13,-1.2,324.8,0
22-36-29.079,0,-3,19,980,24,-30,18,0,0,0,-0.12,-1.2,324.8,0
22-36-29.079,0,-3,23,980,-18,-12,-12,0,0,0,-0.12,-1.2,324.8,0
22-36-29.079,0,0,19,976,-6,-18,0,0,0,0,-0.12,-1.2,324.8,0
22-36-29.079,0,0,19,980,6,0,6,0,0,0,-0.12,-1.2,324.8,0
22-36-29.079,0,0,19,976,-18,-12,-6,0,0,0,-0.12,-1.2,324.8,0
22-36-29.079,0,-3,23,976,-12,-6,0,0,0,0,-0.12,-1.2,324.8,0
22-36-29.079,0,-3,23,976,0,-18,0,0,0,0,-0.11,-1.2,324.8,0
22-36-29.079,0,0,19,976,-12,-12,6,0,0,0,-0.12,-1.2,324.8,0
22-36-29.079,0,0,19,976,6,-24,6,0,0,0,-0.12,-1.2,324.8,0
22-36-29.079,0,0,19,976,-18,-30,18,0,0,0,-0.11,-1.2,324.8,0
22-36-29.079,0,0,19,980,-24,0,12,0,0,0,-0.11,-1.2,324.8,0
22-36-29.079,0,-3,23,976,12,-24,6,0,0,0,-0.1,-1.19,324.8,0
22-36-29.079,0,0,23,980,-6,-18,6,0,0,0,-0.1,-1.2,324.8,0
22-36-29.079,0,0,23,976,-12,-12,36,0,0,0,-0.1,-1.2,324.8,0
22-36-29.079,0,0,23,980,6,-6,-18,0,0,0,-0.1,-1.21,324.8,0
22-36-29.079,0,0,23,976,-18,-18,30,0,0,0,-0.1,-1.21,324.8,0
22-36-29.079,0,0,23,980,-30,-30,-6,0,0,0,-0.09,-1.22,324.8,0
22-36-29.079,0,-3,23,980,-12,-30,0,0,0,0,-0.09,-1.22,324.8,0
