Time,ID,AccRawX, AccRawY, AccRawZ,GyoRawX, GyoRawY, GyoRawZ,MagRawX, MagRawY, MagRawZ,Pitch, Roll, Yaw,Test8F[0], Test8F[1], Test8F[2], Test8F[3], Test8F[4], Test8F[5], Test8F[6], Test8F[7]
16-11-02.128,7,857,3,-527,144,463,50,-173,122,-143,59.24,4.94,-39.7,0,0,-51.84489,0.04133771,1,0,42.25906,0.01050762
16-11-02.148,7,880,-1,-503,166,244,-54,-180,128,-152,59.93,5.33,-39.7,0,0,-51.84829,0.06085104,1,0,42.20827,0.0105104
16-11-02.166,7,874,-28,-484,123,114,-69,-180,126,-159,60.24,5.42,-39.9,0,0,-51.97299,0.03239173,1,0,42.3637,0.01051318
16-11-02.187,7,863,-46,-485,175,79,-57,-184,121,-162,60.46,5.53,-40.1,0,0,-52.64343,0.03299624,1,0,41.78804,0.01051596
16-11-02.205,7,849,-28,-499,199,71,-56,-186,126,-164,60.6,5.75,-40.3,0,0,-52.38729,0.01885146,1,0,42.21452,0.01051873
16-11-02.225,7,828,-15,-487,121,212,-32,-186,122,-155,60.9,5.96,-40.5,0,0,-52.66313,0.02988188,1,0,42.20732,0.01052151
16-11-02.247,7,843,-26,-463,63,83,-60,-190,131,-168,61.25,6.07,-40.5,0,0,-52.18212,0.02607901,1,0,42.35732,0.01052429
16-11-02.266,7,863,-48,-446,-30,98,-36,-192,133,-165,61.39,5.9,-40.8,0,0,-52.10874,0.04051616,1,0,42.38588,0.01052706
16-11-02.285,7,849,-64,-454,-94,215,81,-189,124,-162,61.69,5.92,-40.6,0,0,-52.34455,0.02965165,1,0,42.55411,0.01052984
16-11-02.306,7,845,-60,-468,-134,354,146,-193,124,-160,62.25,6.26,-40,0,0,-52.54335,0.02075646,1,0,42.4031,0.01053262
16-11-02.326,7,839,-38,-475,-132,493,175,-190,127,-163,63.05,6.79,-39.1,0,0,-51.84172,0.01889068,1,0,42.1919,0.0105354
16-11-02.347,7,855,-30,-460,-120,445,148,-200,131,-172,63.95,7.45,-38.1,0,0,-52.27839,0.01897869,1,0,42.65624,0.01053817
16-11-02.366,7,889,-43,-427,-102,381,93,-203,130,-175,64.73,7.94,-37.3,0,0,-52.44005,0.03467469,1,0,42.64517,0.01054095
16-11-02.386,7,893,-60,-407,-74,297,72,-202,131,-179,65.38,8.31,-36.7,0,0,-52.03709,0.04621316,1,0,42.40211,0.01054373
16-11-02.406,7,886,-78,-398,-101,329,85,-205,133,-177,65.96,8.69,-36.1,0,0,-51.90723,0.02558052,1,0,42.21899,0.0105465
16-11-02.427,7,873,-75,-387,-125,424,96,-207,132,-177,66.67,9.16,-35.4,0,0,-51.8795,0.01999726,1,0,42.74345,0.01054928
16-11-02.446,7,861,-59,-382,-77,389,95,-204,126,-186,67.49,9.73,-34.5,0,0,-52.02721,0.02163392,1,0,42.24393,0.01055206
16-11-02.467,7,903,-59,-358,47,199,65,-204,132,-187,68.01,10.32,-33.8,0,0,-51.37239,0.02350932,1,0,42.4874,0.01055484
16-11-02.487,7,938,-69,-345,94,50,8,-208,132,-183,68.26,10.84,-33.5,0,0,-51.60568,0.04531492,1,0,41.95472,0.01055761
16-11-02.506,7,940,-73,-350,26,66,4,-210,128,-186,68.35,10.98,-33.4,0,0,-52.19768,0.03096136,1,0,42.41403,0.01056039
16-11-02.528,7,918,-80,-358,35,138,42,-210,134,-185,68.57,11.29,-33.2,0,0,-51.56873,0.0170973,1,0,42.54377,0.01056317
16-11-02.546,7,920,-74,-356,25,180,52,-210,135,-192,68.83,11.75,-32.8,0,0,-51.63317,0.01645224,1,0,42.27655,0.01056594
16-11-02.568,7,902,-76,-342,-2,219,107,-213,137,-188,69.18,12.45,-32.1,0,0,-51.6597,0.008003262,1,0,41.94558,0.01056872
16-11-02.586,7,887,-69,-328,-19,185,112,-215,139,-191,69.5,13.2,-31.2,0,0,-51.76218,0.02359869,1,0,42.69992,0.0105715
16-11-02.606,7,892,-76,-320,-35,249,178,-213,140,-191,69.85,14.17,-30.1,0,0,-51.50395,0.01827315,1,0,42.5065,0.01057428
16-11-02.627,7,909,-81,-317,-32,291,145,-216,141,-192,70.31,15.41,-28.8,0,0,-51.71413,0.0151528,1,0,42.97598,0.01057705
16-11-02.648,7,927,-73,-317,-67,372,124,-214,142,-201,70.86,16.49,-27.5,0,0,-51.52373,0.01689182,1,0,42.82101,0.01057983
16-11-02.666,7,926,-77,-298,-77,425,89,-218,142,-204,71.58,17.66,-26.1,0,0,-51.75629,0.01376115,1,0,42.52468,0.01058261
16-11-02.687,7,929,-82,-290,-72,378,52,-221,137,-206,72.33,18.67,-24.9,0,0,-52.16509,0.0134581,1,0,42.36437,0.01058539
16-11-02.708,7,940,-104,-275,-41,235,70,-223,139,-211,72.87,19.55,-23.9,0,0,-52.15467,0.01870738,1,0,42.40293,0.01058816
16-11-02.728,7,948,-113,-250,3,106,73,-222,144,-211,73.13,20.35,-23,0,0,-51.55649,0.03459361,1,0,42.62575,0.01059094
16-11-02.746,7,947,-102,-245,9,113,57,-225,142,-208,73.26,20.98,-22.4,0,0,-51.91291,0.02200488,1,0,42.82386,0.01059372
16-11-02.767,7,936,-99,-239,-25,171,45,-223,143,-213,73.49,21.67,-21.6,0,0,-51.87003,0.01507478,1,0,42.50378,0.01059649
16-11-02.786,7,937,-97,-240,-53,195,7,-228,146,-214,73.83,22.26,-20.9,0,0,-51.93534,0.01039481,1,0,43.02242,0.01059927
16-11-02.808,7,945,-101,-237,-46,149,-18,-227,140,-219,74.17,22.58,-20.5,0,0,-52.27472,0.004935807,1,0,42.31929,0.01060205
16-11-02.827,7,953,-105,-231,-68,95,-63,-227,140,-214,74.42,22.53,-20.4,0,0,-51.93321,0.01330733,1,0,42.52552,0.01060483
16-11-02.847,7,949,-107,-237,-111,55,-56,-227,141,-213,74.61,22.07,-20.7,0,0,-51.56504,0.007627943,1,0,42.65264,0.0106076
16-11-02.867,7,949,-110,-233,-91,63,-24,-231,140,-216,74.74,21.81,-20.8,0,0,-51.98362,0.007420463,1,0,42.40751,0.01061038
16-11-02.886,7,953,-100,-230,-67,147,-40,-232,137,-215,74.97,21.72,-20.7,0,0,-52.10885,0.00744871,1,0,42.6421,0.01061316
16-11-02.908,7,947,-93,-228,-67,203,-43,-232,133,-219,75.33,21.75,-20.5,0,0,-52.26316,0.009911831,1,0,42.30664,0.01061593
16-11-02.927,7,927,-105,-225,-71,256,44,-229,134,-218,75.78,22.28,-19.9,0,0,-51.60432,0.01107761,1,0,42.1698,0.01061871
16-11-02.947,7,923,-109,-220,-99,294,96,-236,135,-218,76.22,23.67,-18.2,0,0,-52.02028,0.02517894,1,0,42.27868,0.01062149
16-11-02.968,7,974,-79,-214,-48,214,-45,-238,138,-221,76.69,24.66,-17.1,0,0,-51.86383,0.02462683,1,0,42.73424,0.01062427
16-11-02.987,7,994,-75,-199,-44,141,-148,-235,132,-225,77.07,24.3,-17.4,0,0,-51.86403,0.05094182,1,0,42.88499,0.01062704
16-11-03.008,7,990,-83,-187,-16,144,-221,-242,133,-225,77.52,23.28,-18.3,0,0,-51.84136,0.02119365,1,0,42.59962,0.01062982
16-11-03.027,7,963,-80,-184,34,178,-208,-237,130,-226,77.96,21.97,-19.7,0,0,-51.22787,0.01677267,1,0,42.07526,0.0106326
16-11-03.046,7,931,-69,-187,32,272,-152,-245,128,-229,78.54,21.23,-20.5,0,0,-51.66911,0.02426603,1,0,42.20304,0.01063538
16-11-03.067,7,919,-73,-169,37,326,-82,-247,127,-230,79.19,21.4,-20.4,0,0,-51.50887,0.02863758,1,0,42.08324,0.01063815
16-11-03.087,7,942,-77,-147,104,344,-31,-251,124,-237,79.84,22.44,-19.5,0,0,-52.02976,0.02447952,1,0,42.39629,0.01064093
16-11-03.107,7,955,-55,-136,170,344,-68,-251,128,-238,80.51,23.82,-18.4,0,0,-51.3836,0.03210571,1,0,42.26222,0.01064371
16-11-03.128,7,960,-47,-128,132,344,-146,-254,128,-242,81.23,24.59,-18,0,0,-51.39353,0.02566008,1,0,42.43626,0.01064648
16-11-03.147,7,966,-51,-123,84,403,-198,-256,125,-252,82.1,24.75,-18,0,0,-51.53919,0.01373274,1,0,42.40193,0.01064926
16-11-03.167,7,957,-51,-122,51,317,-150,-263,126,-252,82.92,24.77,-18.1,0,0,-51.43835,0.007678241,1,0,42.4238,0.01065204
16-11-03.188,7,939,-49,-105,13,210,-107,-261,124,-255,83.45,24.8,-18.2,0,0,-51.12586,0.01469748,1,0,42.64248,0.01065482
16-11-03.207,7,955,-53,-89,-24,155,-83,-267,125,-259,83.89,24.53,-18.4,0,0,-51.35862,0.01934056,1,0,42.78862,0.01065759
16-11-03.227,7,977,-54,-68,-13,172,-94,-269,123,-257,84.23,24.24,-18.7,0,0,-51.27228,0.02649888,1,0,42.7333,0.01066037
16-11-03.247,7,982,-43,-64,-54,296,-142,-273,114,-259,84.73,24.03,-18.9,0,0,-52.14709,0.02580706,1,0,42.8996,0.01066315
16-11-03.268,7,969,-35,-74,-116,376,-116,-275,117,-264,85.42,24,-18.7,0,0,-51.7616,0.01229423,1,0,42.44736,0.01066592
16-11-03.288,7,953,-31,-68,-129,375,-85,-276,116,-268,86.24,25.76,-16.7,0,0,-51.52475,0.01948853,1,0,42.61506,0.0106687
16-11-03.307,7,949,-25,-54,-115,358,-73,-278,120,-271,86.9,28.75,-13.5,0,0,-51.05975,0.01835353,1,0,42.70802,0.01067148
16-11-03.326,7,960,-21,-29,-66,206,-70,-278,117,-272,87.47,32.02,-10,0,0,-50.94083,0.01932786,1,0,42.56498,0.01067426
16-11-03.346,7,975,-20,-5,-53,229,-114,-284,112,-273,87.95,33.55,-8.4,0,0,-51.48959,0.02501589,1,0,42.92141,0.01067703
16-11-03.368,7,973,-26,9,-33,272,-93,-285,115,-273,88.46,37.32,-4.5,0,0,-50.95557,0.02352265,1,0,43.03923,0.01067981
16-11-03.387,7,964,-21,9,-73,228,-86,-287,110,-279,88.94,45.77,4,0,0,-51.51806,0.01166672,1,0,42.97696,0.01068259
16-11-03.407,7,963,-10,7,-91,221,-114,-288,105,-284,89.38,62.72,21.1,0,0,-51.84058,0.01199038,1,0,42.56226,0.01068536
16-11-03.428,7,964,-12,9,-98,186,-75,-290,104,-280,89.63,106.07,64.6,0,0,-51.48407,0.008197401,1,0,42.49393,0.01068814
16-11-03.447,7,964,-14,16,-100,207,-70,-285,107,-285,89.46,154.89,113.6,0,0,-50.84464,0.007031385,1,0,42.35044,0.01069092
16-11-03.468,7,984,-14,22,-85,300,-54,-288,106,-288,88.99,174.83,133.8,0,0,-51.04271,0.01270173,1,0,42.25948,0.0106937
16-11-03.487,7,1000,-14,24,-83,352,-79,-298,107,-290,88.34,-178.74,140.3,0,0,-51.29968,0.01740406,1,0,42.26799,0.01069647
16-11-03.508,7,987,-12,24,-107,370,-78,-297,106,-292,87.6,-175.94,143.3,0,0,-50.98604,0.01038455,1,0,42.54984,0.01069925
16-11-03.525,7,966,3,34,-97,341,-189,-301,103,-298,86.89,-172.2,147.3,0,0,-51.2998,0.01791014,1,0,42.86623,0.01070203
16-11-03.548,7,962,21,52,-121,464,-228,-300,97,-307,86.02,-167.52,152.2,0,0,-51.60659,0.0301386,1,0,42.35222,0.01070481
16-11-03.567,7,943,9,59,-189,476,-130,-301,95,-308,85,-166.16,153.9,0,0,-51.14425,0.02260059,1,0,42.50742,0.01070758
16-11-03.587,7,940,10,65,-186,389,-88,-303,93,-310,84.11,-166.42,154,0,0,-51.05873,0.02240467,1,0,42.19593,0.01071036
16-11-03.608,7,947,10,101,-153,371,-35,-306,93,-311,83.37,-167.33,153.4,0,0,-50.90555,0.01634067,1,0,42.40851,0.01071314
16-11-03.629,7,964,23,134,-111,276,-15,-304,87,-317,82.71,-168.27,152.7,0,0,-51.29359,0.029465,1,0,41.87569,0.01071591
16-11-03.648,7,981,27,152,-51,218,0,-307,91,-318,82.27,-169.03,152.1,0,0,-50.96895,0.03716787,1,0,42.29455,0.01071869
16-11-03.666,7,976,15,158,-71,166,58,-309,88,-319,81.89,-170.11,151.1,0,0,-51.26341,0.02647407,1,0,42.32891,0.01072147
16-11-03.689,7,969,15,162,-99,127,43,-307,92,-322,81.62,-171.33,150.1,0,0,-50.98029,0.01341028,1,0,42.26595,0.01072425
16-11-03.707,7,961,17,160,-148,133,50,-303,93,-320,81.38,-172.49,149.2,0,0,-50.43661,0.008344255,1,0,42.0768,0.01072702
16-11-03.728,7,963,25,163,-141,96,29,-311,90,-322,81.15,-173.51,148.4,0,0,-51.36059,0.007379803,1,0,42.52044,0.0107298
16-11-03.747,7,967,25,173,-111,78,-1,-309,91,-321,80.98,-174.02,148.2,0,0,-51.02896,0.01108641,1,0,42.41531,0.01073258
16-11-03.767,7,959,23,171,-117,135,-9,-312,88,-323,80.76,-174.2,148.2,0,0,-51.45074,0.007084115,1,0,42.50563,0.01073535
16-11-03.789,7,947,20,166,-131,141,15,-310,91,-323,80.47,-174.73,147.9,0,0,-51.07562,0.0111596,1,0,42.4991,0.01073813
16-11-03.807,7,947,21,172,-101,117,9,-309,91,-327,80.22,-175.21,147.7,0,0,-51.14729,0.009099259,1,0,42.36975,0.01074091
16-11-03.829,7,945,16,177,-93,147,37,-312,83,-325,79.98,-175.81,147.3,0,0,-51.87641,0.005250636,1,0,42.23206,0.01074369
16-11-03.848,7,951,15,195,-40,256,13,-307,90,-327,79.57,-176.37,146.8,0,0,-50.89435,0.01024992,1,0,42.07499,0.01074646
16-11-03.867,7,946,13,197,-24,311,29,-309,92,-330,79.01,-176.81,146.4,0,0,-50.83403,0.01234198,1,0,41.9243,0.01074924
16-11-03.886,7,945,10,198,-8,280,33,-309,93,-337,78.39,-177.36,145.9,0,0,-50.93882,0.006888844,1,0,42.35328,0.01075202
16-11-03.908,7,953,9,215,27,261,11,-305,90,-340,77.87,-177.61,145.6,0,0,-51.0137,0.006681167,1,0,41.98867,0.01075479
16-11-03.929,7,949,-5,226,11,284,46,-311,86,-340,77.34,-177.98,145.2,0,0,-51.45084,0.01880576,1,0,42.04564,0.01075757
16-11-03.948,7,946,3,240,29,390,-6,-309,96,-346,76.66,-178.18,145,0,0,-50.6438,0.0170126,1,0,42.39257,0.01076035
16-11-03.968,7,935,6,247,19,392,-16,-310,90,-353,75.87,-178.16,144.9,0,0,-51.33528,0.01687144,1,0,42.07078,0.01076313
16-11-03.988,7,936,9,263,43,393,-8,-313,91,-360,75.06,-178.05,145,0,0,-51.48229,0.0147316,1,0,42.04723,0.0107659
16-11-04.008,7,928,5,276,12,404,-1,-313,89,-365,74.29,-178.09,144.9,0,0,-51.8085,0.01239193,1,0,41.76799,0.01076868
16-11-04.026,7,921,0,285,-36,455,29,-312,88,-365,73.43,-178.28,144.7,0,0,-51.26523,0.01604643,1,0,41.96833,0.01077146
16-11-04.046,7,907,2,281,-99,449,49,-313,86,-372,72.5,-178.83,144.3,0,0,-51.7271,0.01396453,1,0,42.37484,0.01077424
16-11-04.068,7,919,12,302,-45,293,12,-313,91,-377,71.76,-179.25,144,0,0,-51.3956,0.01249568,1,0,42.16585,0.01077701
16-11-04.087,7,930,5,337,1,244,-25,-313,92,-377,71.27,-179.29,144,0,0,-51.10271,0.03116592,1,0,42.15657,0.01077979
16-11-04.108,7,927,0,345,-11,253,-36,-311,92,-383,70.77,-179.11,144.2,0,0,-51.19451,0.02747898,1,0,42.18127,0.01078257
16-11-04.128,7,923,-14,355,-25,334,-3,-309,89,-383,70.21,-179.06,144.3,0,0,-51.04177,0.01160157,1,0,41.69049,0.01078534
16-11-04.146,7,916,-25,375,0,466,8,-315,88,-392,69.39,-179.2,144.2,0,0,-51.78414,0.02280441,1,0,42.05887,0.01078812
16-11-04.168,7,907,-5,367,32,441,-38,-314,92,-393,68.49,-179.14,144.2,0,0,-51.02866,0.01857716,1,0,42.18022,0.0107909
16-11-04.188,7,876,6,350,-44,507,10,-313,90,-400,67.56,-179.08,144.3,0,0,-51.21152,0.02932475,1,0,42.23999,0.01079368
16-11-04.209,7,849,12,347,-154,634,16,-311,92,-410,66.4,-179.38,144.2,0,0,-51.37185,0.03786135,1,0,42.0225,0.01079645
16-11-04.227,7,835,-2,371,-257,680,21,-310,91,-412,65.11,-179.97,144,0,0,-51.02768,0.02221256,1,0,41.91599,0.01079923
16-11-04.247,7,860,-19,440,-194,644,-8,-308,91,-417,63.76,179.53,144,0,0,-50.94057,0.04267429,1,0,41.98118,0.01080201
16-11-04.269,7,893,-14,494,-90,427,-44,-312,92,-426,62.7,179.39,144.1,0,0,-51.38056,0.0729695,1,0,42.38501,0.01080478
16-11-04.289,7,890,2,495,-32,421,-73,-307,90,-428,61.87,179.52,144.4,0,0,-51.0525,0.04946849,1,0,42.23336,0.01080756
16-11-04.309,7,866,14,478,-60,381,-67,-308,92,-434,61.03,179.74,144.7,0,0,-50.91683,0.02089311,1,0,41.63899,0.01081034
16-11-04.326,7,842,15,459,-92,353,-54,-309,87,-437,60.33,179.79,145,0,0,-51.27326,0.03822182,1,0,41.86559,0.01081312
16-11-04.347,7,838,0,477,-145,318,14,-305,87,-443,59.67,179.63,145,0,0,-51.46854,0.02374777,1,0,41.70175,0.01081589
16-11-04.367,7,841,-4,498,-126,225,24,-303,90,-443,59.12,179.25,144.9,0,0,-51.01212,0.02312988,1,0,41.56508,0.01081867
16-11-04.388,7,845,2,523,-109,117,-33,-304,95,-443,58.8,179.05,145,0,0,-50.39461,0.02218604,1,0,41.58981,0.01082145
16-11-04.408,7,831,0,526,-141,190,-65,-308,91,-447,58.54,178.99,145.2,0,0,-51.25149,0.01808757,1,0,42.55786,0.01082422
16-11-04.429,7,813,-19,530,-199,215,-42,-307,94,-445,58.1,178.84,145.4,0,0,-50.549,0.01968705,1,0,42.12542,0.010827
16-11-04.449,7,800,-19,516,-235,148,-54,-305,93,-448,57.73,178.55,145.6,0,0,-50.81033,0.02463074,1,0,41.74457,0.01082978
16-11-04.467,7,800,-24,533,-215,160,-38,-303,92,-447,57.44,178.27,145.8,0,0,-50.6419,0.01296651,1,0,41.42867,0.01083256
16-11-04.490,7,807,-28,549,-169,129,-36,-303,90,-449,57.14,177.99,145.9,0,0,-51.02706,0.01847714,1,0,41.75672,0.01083533
16-11-04.509,7,815,-20,560,-113,144,-52,-303,87,-450,56.86,177.92,146.1,0,0,-51.23266,0.01758174,1,0,41.43452,0.01083811
16-11-04.530,7,806,-30,551,-152,104,-44,-306,87,-449,56.62,177.8,146.3,0,0,-51.06597,0.01131123,1,0,41.79491,0.01084089
16-11-04.549,7,798,-37,554,-143,125,-45,-302,89,-453,56.37,177.67,146.5,0,0,-51.25636,0.01757158,1,0,42.32535,0.01084367
16-11-04.569,7,790,-35,551,-160,89,-38,-304,89,-453,56.15,177.49,146.6,0,0,-51.30219,0.0102685,1,0,41.99496,0.01084644
16-11-04.590,7,787,-45,565,-165,106,-26,-307,85,-449,55.95,177.29,146.8,0,0,-51.11331,0.007263002,1,0,41.70923,0.01084922
16-11-04.608,7,787,-42,568,-183,158,-7,-302,88,-450,55.71,176.98,146.9,0,0,-50.86694,0.0154275,1,0,41.47071,0.010852
16-11-04.628,7,790,-43,578,-180,233,-40,-303,88,-450,55.29,176.71,147,0,0,-50.72665,0.008297235,1,0,41.58356,0.01085477
16-11-04.651,7,789,-52,585,-205,224,-70,-304,89,-455,54.83,176.52,147.2,0,0,-51.19033,0.01181458,1,0,41.80231,0.01085755
16-11-04.667,7,790,-45,583,-229,164,-131,-302,90,-457,54.45,176.38,147.6,0,0,-50.99029,0.007345039,1,0,41.6693,0.01086033
16-11-04.688,7,802,-31,591,-212,79,-264,-308,86,-457,54.25,176.46,148.3,0,0,-51.39848,0.01073515,1,0,41.98675,0.01086311
16-11-04.710,7,792,-34,588,-228,22,-348,-307,81,-457,54.2,176.89,149.3,0,0,-51.55021,0.01557398,1,0,41.71132,0.01086588
16-11-04.730,7,773,-36,576,-286,100,-354,-308,77,-453,54.13,177.38,150.5,0,0,-51.1013,0.01430117,1,0,41.54166,0.01086866
16-11-04.750,7,747,-54,578,-381,138,-264,-312,73,-453,53.89,177.57,151.6,0,0,-51.31998,0.02535657,1,0,41.66887,0.01087144
16-11-04.769,7,751,-58,593,-450,164,-264,-315,69,-451,53.57,177.46,152.5,0,0,-51.20469,0.02626601,1,0,41.69524,0.01087421
16-11-04.788,7,769,-46,609,-465,96,-293,-313,71,-453,53.33,177.3,153.5,0,0,-51.2178,0.01854755,1,0,41.63157,0.01087699
16-11-04.809,7,771,-38,616,-438,25,-301,-318,66,-448,53.22,177.24,154.5,0,0,-51.04118,0.02814013,1,0,41.77238,0.01087977
16-11-04.830,7,770,-46,622,-383,-40,-262,-319,67,-447,53.28,177.15,155.5,0,0,-50.87376,0.009818438,1,0,41.94995,0.01088255
16-11-04.850,7,775,-39,619,-315,-99,-236,-321,65,-446,53.47,177.07,156.3,0,0,-51.0979,0.006845126,1,0,41.98124,0.01088532
16-11-04.869,7,767,-21,593,-285,-148,-160,-324,61,-443,53.71,177.01,156.9,0,0,-51.35472,0.01498854,1,0,42.00816,0.0108881
16-11-04.888,7,756,-21,568,-318,-148,-124,-322,56,-437,54.02,176.77,157.4,0,0,-51.29824,0.03361643,1,0,41.57159,0.01089088
16-11-04.910,7,757,-41,574,-330,-117,-92,-322,54,-433,54.31,176.36,157.7,0,0,-51.27189,0.02724354,1,0,41.42566,0.01089366
16-11-04.930,7,776,-39,592,-266,-96,-87,-325,57,-432,54.54,176.01,158,0,0,-51.25423,0.02762506,1,0,41.82959,0.01089643
16-11-04.947,7,786,-43,600,-208,-73,-78,-324,51,-434,54.7,175.77,158.3,0,0,-52.07212,0.02208176,1,0,41.47914,0.01089921
16-11-04.969,7,782,-49,589,-194,-118,-43,-325,53,-426,54.9,175.52,158.4,0,0,-51.1991,0.0122989,1,0,41.82128,0.01090199
16-11-04.988,7,785,-48,584,-152,-165,-68,-319,51,-421,55.18,175.29,158.6,0,0,-50.93558,0.01125216,1,0,41.52435,0.01090476
16-11-05.008,7,786,-51,578,-134,-170,-101,-326,52,-425,55.54,175.2,158.8,0,0,-51.72978,0.005705898,1,0,41.07727,0.01090754
16-11-05.029,7,784,-60,559,-177,-168,-100,-320,54,-421,55.89,175.17,159.1,0,0,-51.28862,0.009977721,1,0,41.11792,0.01091032
16-11-05.048,7,791,-57,544,-212,-143,-111,-329,52,-415,56.2,175.02,159.5,0,0,-51.15114,0.01814394,1,0,41.74187,0.0109131
16-11-05.070,7,801,-53,542,-229,-141,-125,-332,49,-415,56.52,174.88,159.8,0,0,-51.53944,0.01581646,1,0,41.76266,0.01091587
16-11-05.088,7,810,-55,549,-228,-143,-160,-331,45,-412,56.82,174.84,160.3,0,0,-51.7373,0.01102451,1,0,41.9277,0.01091865
16-11-05.109,7,812,-69,539,-292,-214,-166,-328,39,-407,57.19,174.77,160.8,0,0,-51.73994,0.01194102,1,0,41.3802,0.01092143
16-11-05.131,7,812,-70,523,-345,-297,-186,-328,39,-409,57.75,174.57,161.4,0,0,-52.4483,0.01632834,1,0,41.13614,0.0109242
16-11-05.147,7,816,-64,527,-321,-316,-275,-333,38,-397,58.41,174.54,162.1,0,0,-51.6251,0.01115913,1,0,41.26595,0.01092698
16-11-05.169,7,830,-69,552,-216,-262,-348,-332,29,-391,59.01,174.96,163.3,0,0,-51.73593,0.01717176,1,0,41.65355,0.01092976
16-11-05.189,7,831,-66,540,-181,-247,-311,-339,27,-388,59.58,175.6,164.5,0,0,-51.75999,0.01984487,1,0,41.11548,0.01093254
16-11-05.209,7,844,-57,542,-92,-180,-297,-335,20,-387,60.02,176.3,165.6,0,0,-52.18724,0.01087801,1,0,41.37519,0.01093531
16-11-05.229,7,849,-47,531,-53,-241,-289,-338,20,-383,60.45,177.12,166.7,0,0,-51.82615,0.01590521,1,0,41.32018,0.01093809
16-11-05.249,7,834,-35,503,-61,-288,-289,-336,13,-381,61.01,178.01,167.9,0,0,-52.19827,0.02121869,1,0,41.13601,0.01094087
16-11-05.268,7,821,-15,467,-119,-333,-239,-340,11,-377,61.64,178.76,168.9,0,0,-52.14637,0.03908182,1,0,41.43461,0.01094364
16-11-05.288,7,835,-1,468,-77,-317,-217,-338,7,-374,62.3,179.4,169.9,0,0,-52.32504,0.03651002,1,0,41.15566,0.01094642
16-11-05.310,7,849,-2,474,-63,-257,-179,-344,0,-367,62.89,-179.98,170.7,0,0,-52.35062,0.02043461,1,0,41.48685,0.0109492
16-11-05.330,7,851,-2,464,-86,-213,-155,-344,0,-364,63.34,-179.46,171.5,0,0,-52.25446,0.01022071,1,0,41.23693,0.01095198
16-11-05.350,7,849,0,447,-118,-186,-130,-348,-4,-363,63.72,-179.09,172.1,0,0,-52.73967,0.01024076,1,0,41.39367,0.01095475
16-11-05.369,7,848,6,438,-108,-220,-109,-348,-6,-357,64.12,-178.83,172.7,0,0,-52.41965,0.01311231,1,0,41.4975,0.01095753
16-11-05.390,7,851,10,431,-124,-269,-97,-349,-3,-355,64.59,-178.6,173.2,0,0,-52.36755,0.009784557,1,0,41.51756,0.01096031
16-11-05.410,7,856,1,422,-144,-342,-54,-352,-7,-348,65.19,-178.49,173.6,0,0,-52.16044,0.009137099,1,0,41.70714,0.01096309
16-11-05.429,7,874,-3,419,-118,-353,-43,-346,-12,-345,65.89,-178.54,173.8,0,0,-52.63366,0.01586384,1,0,41.24869,0.01096586
16-11-05.449,7,899,-2,426,-74,-340,-62,-343,-8,-340,66.59,-178.44,174.1,0,0,-52.17459,0.02011348,1,0,41.74609,0.01096864
16-11-05.467,7,909,2,422,-25,-257,-113,-343,-5,-335,67.18,-178.11,174.6,0,0,-51.85215,0.01734821,1,0,41.8106,0.01097142
16-11-05.490,7,909,4,409,-24,-239,-123,-341,-13,-330,67.64,-177.52,175.3,0,0,-51.91256,0.01195964,1,0,41.3197,0.01097419
16-11-05.509,7,893,4,377,-90,-235,-125,-340,-11,-325,68.09,-176.97,176,0,0,-51.46793,0.01794679,1,0,41.11326,0.01097697
16-11-05.529,7,888,0,358,-146,-277,-105,-345,-14,-328,68.59,-176.58,176.7,0,0,-52.59852,0.03092404,1,0,41.29029,0.01097975
16-11-05.547,7,895,0,354,-174,-281,-104,-348,-17,-317,69.14,-176.27,177.3,0,0,-51.88215,0.01436425,1,0,41.49381,0.01098253
16-11-05.569,7,905,5,349,-194,-295,-98,-347,-16,-314,69.7,-176.01,178,0,0,-51.8435,0.009561267,1,0,41.30161,0.0109853
16-11-05.591,7,909,16,341,-205,-291,-106,-343,-20,-307,70.27,-175.75,178.7,0,0,-51.53289,0.01327907,1,0,41.66056,0.01098808
16-11-05.611,7,908,25,331,-236,-255,-106,-343,-25,-304,70.81,-175.44,179.5,0,0,-51.85555,0.01495005,1,0,41.5532,0.01099086
16-11-05.630,7,901,20,319,-250,-221,-84,-342,-26,-301,71.27,-175.29,-179.7,0,0,-51.8526,0.01549699,1,0,41.19477,0.01099363
16-11-05.650,7,907,16,316,-229,-195,-71,-349,-26,-297,71.66,-175.23,-179.2,0,0,-52.06905,0.01307037,1,0,41.7634,0.01099641
16-11-05.669,7,921,18,323,-187,-158,-58,-346,-26,-293,72,-175.13,-178.6,0,0,-51.64941,0.008716262,1,0,41.79251,0.01099919
16-11-05.690,7,926,15,318,-171,-121,-24,-346,-29,-295,72.27,-175.19,-178.3,0,0,-52.36143,0.01247328,1,0,41.81429,0.01100197
16-11-05.709,7,924,17,310,-142,-116,-4,-343,-30,-291,72.5,-175.36,-178.2,0,0,-52.10465,0.008374099,1,0,41.29321,0.01100474
16-11-05.729,7,927,19,310,-92,-116,-21,-344,-28,-294,72.72,-175.47,-178,0,0,-52.53351,0.006108809,1,0,41.5008,0.01100613
